Assemblage_Name	2-8130213-1	104545-4-1	4606074-0-0	3-0-7042298	309316-0-0	578744-1-4	3-274447-4	2667556-0-0	8977593-4-1	563464-0-2241464	0-8379150-0	5743022-0-0	2-2800190-1	4-2260164-0	2600866-0-2	0-0-4718252	2069485-0-0	5792349-0-2	1-1195195-0	563464-0-0	0-2498257-0	2673677-0-0	0-461617-0	0-5941592-0	3-1-4	2-4-723337	563464-0-9035845	3-1-8599116	0-0-0	5651812-3-0	2-7380912-1	3-0-5948668	4978635-0-2	0-0-8643351	0-0-4655099	3-0-1952542	2-4-7312160	0-0-9806539	0-0-6070328	2-4-4986646	2-4-1	567410-4-1	3-0-2	7179666-0-0	2-4-4757999	0-8602979-0	0-2919302-0	2-6847629-1	2-4-7802169	2-1567527-1	0-0-2459091	2-4-2175063	4-3-0	4-3-1	2-4-4362565	0-3336468-0	4-9630970-0
assemblage-581-474	61	0	0	0	0	0	63	22	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	30	0	4	0	141	0	0	0	0	0	7	0	0	0	0	0	22	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-227-549	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0	6	0	0	0	111	0	6	0	0	0	0	0	0	0	8	0	234	12	57	0	0	0	0	0	0	5	0	0	0	0	0	0	22
assemblage-606-491	0	0	0	0	0	0	23	0	0	0	0	0	0	0	6	0	0	0	0	42	0	0	0	0	0	0	0	0	91	0	8	0	0	0	0	0	0	0	0	0	245	0	46	0	0	0	0	0	0	3	0	0	11	0	0	0	25
assemblage-673-568	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	16	0	0	0	0	0	20	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	181	0	147	0	0	0	0	0	0	0	0	0	11	17	0	0	9
assemblage-702-358	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	0	0	0	0	99	0	13	0	0	0	0	0	0	0	0	0	280	7	41	0	0	0	0	0	0	0	0	0	4	0	0	0	20
assemblage-494-372	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	44	13	0	0	0	0	0	0	0	86	0	11	0	0	0	0	0	0	0	0	0	255	7	39	0	0	0	0	0	0	5	0	0	8	0	0	0	24
assemblage-558-310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	17	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	166	0	109	0	0	0	0	0	0	0	0	0	21	30	0	0	6
assemblage-497-574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	117	7	0	0	0	5	0	0	0	0	0	0	283	0	36	0	0	4	0	0	0	0	0	0	13	10	0	0	20
assemblage-605-473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	15	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	173	0	130	0	0	0	0	0	0	0	0	0	9	23	0	0	15
assemblage-348-355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	14	0	0	0	0	0	20	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	200	0	77	0	0	0	0	0	0	0	0	0	12	29	0	0	15
assemblage-616-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	12	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	154	0	129	0	0	0	0	0	0	0	0	0	25	35	0	0	15
assemblage-532-354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	11	0	0	0	102	0	0	0	0	6	0	0	0	0	0	0	269	0	48	0	0	0	0	0	0	0	0	0	17	11	0	0	18
