Assemblage_Name	0-0-3509963	2-9727965-1	6602264-9824088-8133594	6602264-9824088-6661075	2798484-9824088-5302163	232460-4-0	0-8694917-4	9660157-1-5890666	6602264-5764213-5786414	7749916-2-5743269	1-1-5302163	9513697-1-5890666	3110365-9824088-5302163	0-3107514-4	1-1-525124	2-0-7056660	6939347-0-3509963	1-3252586-5302163	7546772-8718661-1	0-8694917-6792473	2-2158580-3324031	0-6997987-4	1-4-3195343	2-1221714-0	7407819-4-2548212	1-4-4676514	0-0-3265624	1-1-4	7749916-2-9342439	9510663-9824088-391039	5574416-2-6704413	0-0-595337	1-4-386674	0-0-8046896	7562568-3-3324031	0-2-7691746	138987-2-0	2-3-3324031	1429430-159631-0	3915998-1-4242332	9078883-2-6396738	9510663-9824088-5276945	4526214-4-0	5353762-3-3324031	2-8812113-3324031	5261745-3-3324031	0-0-4	6646396-0-9507250	1764527-2-5743269	5261073-1-5890666	2-8718661-1	2-4653781-3324031	2-0-3	0-9804235-4	3825090-3-3324031	685596-2-0	7875858-3-3324031	7407819-4-2386985	1-1-4595327	2-7848998-3324031	6646396-4002679-9507250	6646396-6690632-9507250	1-1-2462453	1820533-1-5890666	1-1-7852206	2-7474620-0	7407819-4-0	1-4-3759086	0-0-1492929	2-4396242-8194978	6602264-9824088-78268	1-31219-4242332	5038433-9824088-5276945	1-4-2244384	2-2-0	1-1-9320957	0-0-7184186	2-3-8827778	2-2-2425621	6602264-9824088-5302163	6602264-9824088-7892147	4729640-1-5890666	4903871-864246-4	2402265-9824088-5302163	6602264-1-5302163	1-1-9425672	1-6612744-3195343	0-0-3906096	1-4-0	1-4-1452744	9316172-9824088-5302163	1-4-4913342	4723901-9824088-5302163	8249623-3-7325409	2642181-2-6704413	9510663-9824088-5302163	1-1-5176510	3930857-2-0	8793291-9824088-5302163	6143704-1-4242332	1589279-2-5743269	8167487-8694917-4	2-2-8194978	4921293-0-4	1-1-5890666	0-2-3575025	8049704-0-4	1-4-7228346	1-2472781-5890666	1-4-4216239	5779243-2-0	1429430-3251440-5557056	2-7965507-3324031	4194198-1-5890666	6456793-4-0	2562349-8812113-3324031	1-1-4242332	0-0-1749264	0-2-6396738	1429430-3251440-0	2-2-5205563	2-3-7325409	1-4-3525605	0-3240925-3906096	7546772-8718661-5634427	1574775-1-5890666
assemblage-581-474	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	25	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	63	0	0	0	0	11	6	49	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	31	0	0	0	47
assemblage-227-549	0	0	0	0	0	0	36	0	0	10	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	27	35	0	0	0	0	0	0	7	0	32	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	12	0	0	0	0	3	0	0	16	0	0	0	0	112	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	11	0	0	0	0	21	0	0	0	0	0	0	0	0	47
assemblage-606-491	0	0	0	0	0	0	39	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	38	39	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	7	0	0	0	0	0	0	0	19	0	0	0	0	120	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	9	0	0	0	0	23	0	0	0	0	0	0	0	0	31
assemblage-673-568	0	0	0	0	0	0	10	0	0	7	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	57	8	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	32	0	0	20	0	0	0	0	0	13	59	0	0	0	0	0	0	0	0	0	0	0	0	9	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	7	0	10	0	0	36
assemblage-702-358	0	0	0	0	0	0	24	0	0	20	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	39	36	0	0	0	0	0	0	7	0	32	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	15	0	0	0	0	0	0	0	24	0	0	0	0	115	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	9	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	9	0	0	0	0	17	0	0	0	0	0	0	0	0	30
assemblage-494-372	0	0	0	0	0	0	37	0	0	21	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	17	44	0	0	0	0	0	0	14	0	37	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	5	0	0	12	0	0	0	0	0	0	0	23	0	0	0	0	112	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	50
assemblage-558-310	0	0	0	0	0	0	7	0	0	19	35	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	49	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	55	8	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	22	0	0	38	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	6	0	0	0	0	47
assemblage-497-574	0	0	0	0	0	0	22	0	0	14	53	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	0	0	8	0	0	10	41	0	0	0	0	0	0	6	0	71	9	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	8	0	0	8	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	57
assemblage-605-473	0	0	0	0	0	0	21	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	40	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	43	6	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	24	0	0	23	0	0	0	0	0	0	95	0	0	0	4	0	0	0	4	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	17	0	0	0	0	43
assemblage-348-355	0	0	0	0	0	0	10	0	0	18	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	17	0	0	0	34	0	0	0	0	0	0	0	0	69	15	0	0	0	0	29	9	0	0	0	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	0	19	39	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	61
assemblage-616-507	0	0	0	0	0	0	7	0	0	14	20	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	44	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	49	5	0	0	3	0	37	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	0	0	0	0	0	95	0	0	0	0	0	0	0	9	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	40
