Assemblage_Name	2-6345292-4	3-0-1415202	2-1-5349841	3530954-1-1	580235-3-0	3-2623277-4	3-1-1	3031050-1-3	2-8246421-3	2-4034816-1	2-1-8555	2820048-3-7665263	4-3-4327620	2-8481056-1	2-1-2	2-1-3	2-1-1	4-8100764-0	6587182-3-0	3-2-2	1-1-9139356	1-1-1	2-9716358-1	3-0-9549029	3-2-1	3067872-0-4	2-1-7341837	2-1-8773733	2-1-7693678	4-3-0	4-3-5736744	2-2-2	4-3-9853763	1175756-1-1	2-2-7747954	7733678-0-4	3-7012255-4	474928-8078794-1	2-2853887-1	2-7020053-2	2-4340492-3	2681821-0-9549029	87464-1-1	4-3-1194034	474928-1-1	8884271-3-0	1-4-4	2019335-0-9549029	4-3-5517995	2-1-922797	2-3769745-3	2-167703-3	3601545-3-0	2-1-1655286	4-3-9180618	2866778-1-1	4-3-7665263	4444638-1-1	2-1-4766266	3-0-4	2-1-2944784	4-3-1248306	1-7793523-1	6358459-6345292-4	2984880-3-0	6358459-6345292-5573865	2-1-120722
assemblage-401-599	0	0	0	0	0	0	11	0	0	0	0	0	0	0	66	30	70	0	0	23	0	57	0	0	4	0	0	0	0	42	0	24	0	0	0	0	0	0	0	0	0	0	39	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	73	0	0	0	12	0	0	31
assemblage-385-572	0	0	0	0	0	0	18	0	0	0	0	0	0	0	90	24	70	0	0	16	0	52	0	0	10	0	0	0	0	49	0	28	0	0	0	0	0	0	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	58	2	0	0	15	0	0	19
assemblage-607-536	7	0	0	0	0	0	17	0	0	0	0	0	0	0	71	24	72	0	0	14	0	39	0	0	7	0	0	0	0	52	0	35	0	0	0	0	0	0	0	0	0	0	36	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	58	0	0	0	23	0	0	22
assemblage-491-640	0	0	0	0	0	0	12	0	0	0	0	0	0	0	108	23	68	0	0	14	0	47	0	0	0	6	0	0	0	31	0	15	18	0	0	0	0	0	0	0	0	0	12	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	73	14	0	0	20	0	3	22
assemblage-593-363	0	0	0	0	0	0	16	0	0	0	0	0	0	0	102	27	89	0	0	4	0	25	0	0	0	4	0	0	0	37	0	25	10	0	0	0	0	0	0	0	0	0	13	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	61	20	0	0	22	0	0	22
assemblage-521-555	0	0	0	0	0	0	10	0	0	0	0	0	0	0	100	33	79	0	0	10	0	27	0	0	0	0	0	0	0	24	0	15	16	0	0	0	0	0	0	0	0	0	13	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	82	18	0	0	31	0	0	11
assemblage-505-604	0	0	0	0	0	0	21	0	0	0	0	0	0	0	106	14	99	0	0	0	0	57	0	0	0	0	0	0	0	15	0	38	0	0	0	9	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	43	7	0	0	0	0	0	19
assemblage-315-462	0	0	0	0	0	0	4	0	0	0	0	0	0	0	109	23	108	0	0	0	0	43	0	0	0	0	0	0	0	31	0	41	5	0	0	6	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	11	0	0	15
assemblage-419-619	0	0	0	0	0	0	11	0	0	0	0	0	0	0	80	32	109	0	0	0	0	61	0	0	0	0	0	0	0	19	0	45	0	0	0	9	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	63	8	0	0	0	0	0	13
assemblage-528-503	0	0	0	0	0	0	27	0	8	0	0	0	0	0	87	52	116	0	0	0	0	38	0	0	0	0	0	0	0	20	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	10
