Assemblage_Name	8849896-4-1631857	2550720-1-4	1-1-4	4-1-5781811	3-3-720186	2-4-1429824	2-4-1631857	2-4-5660189	3-3-1	2-7477852-3	1-1-9684461	2-4-9818515	4-1-4	4-1-5314971	4-1-5769312	6132475-4-3	222416-4-3	486208-4-3	208325-1-4	4-7180356-4	8071946-1-4	1-4466541-4	4-8714534-4	9980069-4-3	2-4-1939669	4-0-3	1-4480642-4	6119750-1-4	1047745-3-1	2-4539065-3	4-1-7265571	4-1-9052131	6982514-4-3	9134335-4-3	2-7695237-3	1507341-1-4	125107-1-4	1-1-9902919	2-4632843-3	2-4-3	4-1-9323143	1087321-4-3	9134335-2555878-3	4-1-5120320	2853047-4-3	1437030-1-7983380	4-4921882-4	8579503-1-4	7296992-4-3	1437030-1-5769312	2-4-2507022	1437030-3166927-5769312	2-4844989-3	2-2987818-3	6444941-1-4	7921035-4-1631857	2-7553121-3	5529264-4-3	3971117-3-1	9980069-7787757-3	4-6685372-4	4-5390888-4	2-4108482-3	5244941-4-3
assemblage-111-459	0	0	122	0	0	0	0	0	123	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-447-857	0	0	69	0	0	0	0	0	91	0	0	0	116	0	0	0	0	0	0	0	0	9	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	19
assemblage-367-419	0	10	58	0	0	0	0	0	32	0	0	0	172	0	0	0	0	0	0	0	11	0	0	27	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6
assemblage-644-334	0	0	42	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	183	0	0	0	0	0	0	0	11	0	0	28	0	0	0	0	0	0	0	0	0	0	9	0	19
assemblage-866-859	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	8	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5
assemblage-734-252	0	0	0	0	0	0	0	0	0	0	0	0	225	31	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9
assemblage-497-311	0	0	0	0	0	0	0	0	0	0	0	0	122	15	6	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-642-157	0	0	0	0	0	0	0	0	0	0	0	0	139	63	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-191-813	0	0	0	0	0	0	44	0	0	0	0	0	16	11	3	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-977-723	0	0	0	0	0	0	51	0	0	0	0	0	47	0	69	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	32	0	0	0	0	0	0	0	13
