Assemblage_Name	4857388-4-2	3-9518590-7037169	206056-4-2	3-1160120-5884050	5434652-4-2	3-4-4917381	3-8135408-2	0-1-4769066	3-9320520-2973536	3-0-2564801	3-4-575472	3-1494774-7037169	0-8948003-0	3-1639919-3	3-9099602-2973536	3-4-2	0-4-1	6542453-4-5884050	0-1-0	3-7526006-7037169	3-9376196-5884050	0-6456331-1	3-4-7037169	8276927-4-2	7186108-4-2	3-4-5855429	3-3329176-4002237	0-6387347-1	3-4-6152249	3-3329176-5229436	5383493-4-5884050	3-4-6527248	3-0-3	1-4-8107784	3-4-4052374	3-4451725-5884050	3-4-3406324	1-4-2	1-512928-2	3-3329176-2771424	0-8706078-1	289302-4-7037169	5063919-4-2	3-4-5884050	3-1221891-5884050	3-3992027-4052374	3-4-2973536	0-5595880-1	3-4-8044294	3-3329176-3	0-6069045-1	1-4-7599946
assemblage-385-584	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	165	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	44	0	0	0	0	239	0	0	0	0	0	6	0	0	0	0	0	16	0	10
assemblage-447-857	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	125	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	65	0	0	0	0	0	12	0	0	4	0	0	125	0	15
assemblage-367-419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	138	0	6
assemblage-666-310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	16	0	12
assemblage-371-826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	64	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	132	0	5
assemblage-540-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	149	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	8	0	103	0	0	0	0	26	0	0	0	70	0	0	0	0	0	49	0	15
assemblage-115-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	117	0	0	0	5	0	79	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	129	0	0	0	0	0	79	0	11
assemblage-395-903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	7	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	9	0	8
assemblage-958-873	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	36	0	0	0	0	0	254	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	3
assemblage-945-434	0	0	0	28	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	23	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	5
