Assemblage_Name	3813449-3-3	2461378-3-5389748	3-289391-3	2-7741147-1	3448748-2-5613479	8001511-1-9292528	2-1-1	2455972-1-9292528	5279799-2-5613479	2461378-3-6639933	4355133-1804597-3	8722369-3-3	0-6647210-2	2-55185-1	2461378-3-9394805	2-1-2226815	3-3-3	2-2597850-9292528	2461378-9951436-3	3011205-3-3	4-4333399-5613479	1201289-1-2226815	0-0-2	4355133-3-3	8722369-1174511-8883962	0-4007064-2	2461378-3-7062784	4-2-5613479	2-2410738-1	5148645-2-5613479	7161121-3-3138013	4-8288050-381102	2-1-9292528	3818358-4007064-2	2-2183055-1	3197096-1-9292528	6673706-3-3	2-1-8559832	1309614-1-1	3-3-5634506	5285210-2-5613479	9353836-3-3	8622280-8288050-381102	8496631-1-2226815	2-2406054-1	2461378-3-3	2-1-407035	1978556-2597850-9292528	3-3-4819319	4-8458834-5613479	2461378-3-3138013	2274389-3-3	8722369-1174511-3	6879000-3-3	3-3-8285463	4-1-0	9020516-2-5613479	3-1152600-3	8979457-2-5613479	5564370-3-3	5290577-1-1	0-85814-2	8722369-5802752-3
assemblage-401-583	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	145	0	0	0	0	132	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	8	0	0	0	11
assemblage-171-164	0	0	0	0	13	0	48	0	0	0	0	0	0	0	0	106	18	0	0	0	0	0	24	0	0	13	0	141	0	0	0	13	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-463-280	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	16	90	9	0	0	0	0	0	0	0	0	0	124	0	0	0	39	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-467-253	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	110	22	0	0	0	0	9	0	0	0	0	0	215	0	0	0	0	51	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-912-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	152	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	54	0	0	0	22	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-803-103	0	0	24	0	0	0	73	0	0	0	0	11	0	0	0	0	261	18	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-505-307	0	0	9	0	0	0	236	0	0	0	0	34	0	0	0	28	44	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	13	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-638-795	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	7	117	11	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	38	16	0	0	0	0	0	13	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-192-834	0	0	0	0	0	0	156	0	0	0	0	75	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	20	31	0	0	0	0	0	10	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-983-722	0	0	0	0	0	0	5	0	0	0	0	106	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	36	0	0	9	0	0	0	0	0	0	0	0	17
