Assemblage_Name	1-3-8713326	1966168-4-7245165	2-2-5554762	3-3-7965580	1-3-9436969	3-4341886-1	3519541-3-5241091	4370732-4341886-1	3-3-1	7274282-4-7245165	1-4-7245165	3-3-5241091	2146266-3-5241091	1-8414935-1	2-2-1	1-4-6063065	8492370-3-1	8241768-4341886-1	7913517-181344-1	2-2440943-1	3-9987814-1	3-4341886-7903374	3-4341886-4903514	1-3-2467670	3-4341886-4925509	3479621-3-1	1-3-6680318	3-4341886-754069	1-3-1	6274326-4341886-1	3-9636082-1	3338413-4341886-1	3-3-5107495	308197-3-5241091	7857857-181344-1	3-4341886-6345253	2-1-1	3-141466-5241091	8303043-181344-1	1-8282125-7245165	1-181344-1	1334626-3-5241091	7387550-3-1	1-181344-4312466
assemblage-949-365	0	0	0	10	0	0	0	0	138	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	18	0	0	8	0	0	0	8
assemblage-563-597	0	0	0	0	0	12	0	0	55	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	7	0	0	0	0	0	12
assemblage-1001-562	0	0	0	0	0	58	0	0	48	0	86	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-468-265	0	0	0	0	0	139	0	0	0	0	125	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5
assemblage-371-826	0	66	0	0	0	57	0	0	0	0	56	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	46	0	0	7
assemblage-758-234	42	9	0	0	0	71	0	0	0	0	37	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3
assemblage-117-516	0	0	0	0	0	110	12	0	0	0	73	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	233	0	0	4
assemblage-596-807	0	0	0	0	0	56	0	0	0	0	123	69	0	0	0	0	90	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	16
assemblage-963-868	0	0	0	0	0	31	0	0	0	0	93	64	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	7
assemblage-945-434	0	0	0	0	0	0	0	0	0	0	153	26	11	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	4
