Assemblage_Name	8274091-2-2	3-2-5626839	1-1-3	3-2-7229580	0-9767903-3	460007-3-3	1-0-1	3027845-2-2	6798467-2-2	8719864-4-0	1-1141281-3	8595189-2-2	5932291-2-4792618	3-2-5880290	0-1-0	0-4993264-3	2-4-995259	2-4-8557595	9352451-2-2	7175272-2-2	460007-7457213-3	2-4-6480283	3-5086362-2	275734-2-2	1-8678043-3	3-2-9287723	4716043-5086362-2	7377577-1-0	8890354-2-2	1-6025299-3	0-3-3	3-2-5597759	2-4-0	3521467-2-4792618	2-4-775253	3960093-2-2	0-1466808-3	332423-2-2	275021-2-2	2-4-4821555	0-3-6587199	278962-1-3	3-7334711-2	3-576399-2	3-2-2	3-2-5615730	0-5385850-3	6516226-4-0	3-1146080-2	0-3-320774	0-2064172-3
assemblage-984-355	0	0	10	0	0	0	15	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	291	0	16	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	4
assemblage-174-175	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	81	0	63	0	0	0	0	0	0	5	0	0	0	0	238	0	23	0	0	0	5
assemblage-1010-584	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	77	0	24	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	6
assemblage-669-336	0	0	12	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	72	0	167	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	8
assemblage-918-230	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	92	0	0	0	0	0	0	0	0	0	11	0	284	0	0	0	0	0	5
assemblage-524-564	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	98	0	28	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	4
assemblage-771-316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	9
assemblage-1003-809	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	10
assemblage-509-774	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	7	52	0	0	0	0	0	0	0	0	0	47	12	0	6	0	0	0	0	0	0	0	0	263	0	0	0	0	0	9
assemblage-617-852	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	19	308	0	0	0	0	0	11
