Assemblage_Name	4-2-6643341	4-2-4068265	1-1-1561083	1-1-4	0-4-8609472	1-6518338-4	5782667-1319810-4	815027-4-1	0-4001718-2	0-2305544-2	1-1-1443180	4060086-1-4	6903337-2-2	0-4-2	0-1-4	0-3-1	0-3068051-2	3348116-4-9773480	238989-6155982-4	3786256-1-4	1-5434548-4	0-1136720-2	4-0-3	5782667-913147-4	7018327-1-4	5782667-1-4	0-4-8912751	0-9430757-2	5782667-6155982-4	1-1-2574740	4-4696778-2	0-4-9366656	1619172-1-4	4-2-2	0-4-8636513	9945051-4-9773480	1-4-9773480	1-1303563-5665268	6903337-3750595-2	0-2-9980021	5963421-4-2	0-4-7829284	1-4-1	1-1-620072	9185456-2-2	1-4-2632697	0-6590212-2	9456681-4696778-2	7888120-4-2	1-8727814-4	120732-1-4	0-2-1	1-7754830-4	4-2-8335701
assemblage-101-463	15	0	0	178	0	0	0	0	0	0	0	0	0	104	24	16	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	19	0	0	0	30	0	0	0	0	56	1	0	0	0	0	0	0	0	0	0	9
assemblage-799-102	0	0	0	212	0	0	0	0	0	0	0	0	0	121	0	13	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	6
assemblage-994-556	0	0	0	68	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	7	0	0	81	0	0	0	0	29	0	0	0	0	0	0	0	28	228	0	0	0	0	0	0	0	0	0	0	5
assemblage-467-253	0	0	0	66	0	0	0	6	0	10	0	0	0	236	0	0	18	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	2	0	0	0	0	19
assemblage-735-342	0	0	0	25	0	0	0	0	0	0	0	0	13	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	202	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7
assemblage-755-235	0	0	44	62	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8
assemblage-500-313	0	0	0	0	0	0	0	0	0	0	0	0	28	249	0	0	0	0	0	0	0	0	0	0	0	25	0	0	58	0	0	0	0	65	0	0	15	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	7
assemblage-620-164	0	0	0	15	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	50	0	0	76	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-514-764	0	0	0	72	0	0	0	0	0	0	0	0	7	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	12	0	0	193	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7
assemblage-630-843	0	0	0	94	0	0	0	0	0	0	0	0	10	33	0	0	0	0	0	0	98	0	0	0	0	0	13	0	0	0	15	0	0	15	0	19	171	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
