Assemblage_Name	3-4407194-3	3-7896728-3	4-3-9867443	2-8729853-0	3-9551794-3	2207599-1-0	1-1-2	3-4721897-3	7045315-1-0	6488526-3-3	6088818-1-2	2-8889121-0	1378416-6842769-0	1173895-4-0	1378416-4-8095662	3-3-3	2-5947063-0	3-3-3295998	2-1-2537332	1-931791-2650239	1-6796597-2	1-1-9076135	3362650-4-0	1-3282153-2	959286-1-2	1-3655649-2	3-3-7525459	1-3947832-2	2-1-2445421	1-931791-2	8939927-1-0	1-1219108-2	3-3-4845819	3-4056247-3	1378416-4-0	2303787-4-0	4527684-1-0	1378416-4-2582933	3-8246239-3	2-1-1450248	1378416-4-7860628	1-5878627-2	3-3394465-3	3-7452861-3	2-1-1576558	2385411-3-3	1378416-696861-0	560718-931791-2	1-1-449350	4-3-4793113	9969560-1-0	9033267-931791-2	4-3-2044745	1378416-4-249923	1378416-4-4433120	2-1-0	2634435-1-1576558	1-1-9902354
assemblage-958-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	11	0	0	96	0	0	3	0	3
assemblage-791-118	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	10
assemblage-443-264	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	20	0	0	82	0	23
assemblage-775-937	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	15	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	57	0	9
assemblage-874-862	0	0	0	0	57	0	27	0	0	0	0	0	0	0	0	110	0	0	0	0	7	0	0	0	0	0	0	0	0	26	0	0	0	0	100	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	147	0	6
assemblage-801-92	0	0	0	0	32	59	12	0	0	0	0	0	0	0	16	39	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	17	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	24
assemblage-766-303	0	0	0	0	62	9	26	0	0	0	0	0	0	0	0	38	0	0	18	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	195	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	3
assemblage-617-164	0	0	0	0	28	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	22
assemblage-961-871	0	0	0	0	13	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	9
assemblage-617-852	0	0	0	0	14	0	121	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	1
