Assemblage_Name	1347817-0-2	2-0-5244516	1-1-1	2-0-2413411	6859665-0-2	2-7419905-2	2-6307046-2	2-9172384-2	2-7124312-2276679	2-0-555609	2-599003-2	9679450-0-2276679	5416679-0-2	2-0-7765875	7794732-0-2	2329702-0-2	2-1464537-2	278522-0-276209	278522-3904446-2	2-0-7793833	6774485-0-2	2-230678-2	1-4-2215603	5216123-0-0	2-2217009-2	3595049-0-2	2-3511484-424385	2-603275-2	1634844-0-2	9679450-6110353-2276679	6686974-0-2	2-0-1150819	2-0-6237654	2-0-82563	0-0-0	2622172-0-2	9983436-0-2	2-1875055-2	278522-0-2	2-0-4237150	3845800-0-2	3628084-0-2	0-6500049-0	9780007-0-2	2-0-424385	2-0-1760445	125480-0-2	278522-0-2272640	2-0-2	2-8747948-2276679	8699435-0-2	1-4-0	2-0-842876	3-4-4	2-0-3812677	2-0-2276679	3-4-8006948	2-4341609-7068528	2-9059773-2	8132903-0-2	2-0-7068528	858295-9567499-0	278522-0-9403741
assemblage-401-583	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	72	0	0	0	0	0	0	0	0	0	111	0	0	200	0	8	0	0	41	0	0	0	0	0	8
assemblage-466-841	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	74	0	0	0	41	0	0	0	0	36	0	0	0	0	230	0	0	31	0	0	0	47	10	0	0	0	0	0	16
assemblage-993-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	0	0	0	74	0	0	0	47	0	0	0	0	0	309	0	0	0	37	0	0	0	0	0	0	0	0	0	7
assemblage-644-334	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	48	7	0	0	0	0	403	0	0	0	9	0	0	0	0	0	0	0	14	0	1
assemblage-897-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	47	21	0	0	0	0	359	0	0	0	0	0	0	18	0	0	0	0	0	0	5
assemblage-815-105	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	9	0	0	0	0	0	69	0	0	0	271	0	0	0	0	0	0	79	0	0	0	0	0	0	20
assemblage-115-478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	18	98	0	0	0	0	26	0	11
assemblage-642-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	36	0	0	0	0	0	9	0	0	0	232	0	0	0	0	0	0	181	0	0	0	0	0	0	26
assemblage-205-814	0	19	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	118	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	48	0	0	0	0	0	46	0	12
assemblage-992-736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	143	0	0	0	0	0	9	0	0	0	247	0	0	0	0	0	42	25	0	0	0	0	0	0	1
