Assemblage_Name	4330183-6487800-9337452	8516849-4-7017641	3071230-3-2818320	8516849-4-5590403	3071230-5383947-2818320	2-2-1487169	3-3-4	3-594826-4	3-3-3250756	6887392-3-2818320	3-594826-3962962	5757661-594826-4	3-3-4162030	2-2-3	4330183-4-7017641	3-3-776849	4-2-1	4330183-6487800-7017641	3-575588-2818320	9795474-3-2818320	4330183-4-9264989	8516849-4-8058626	3-3-2818320	4330183-4-0	3-8061344-2818320	8516849-8283606-8058626
assemblage-104-483	0	0	0	0	0	19	75	0	0	0	0	0	3	34	231	0	0	0	0	0	0	91	0	29	0	18
assemblage-205-456	0	0	0	0	0	0	176	43	0	0	0	0	108	15	85	51	0	0	0	0	0	0	0	0	0	15
assemblage-262-925	0	0	0	0	0	35	60	0	0	0	7	0	0	125	93	5	0	0	0	0	0	71	53	0	0	20
assemblage-831-823	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	190	0	18	8
assemblage-760-951	0	24	0	0	0	0	0	0	42	4	0	0	0	36	5	0	0	4	8	0	0	38	323	0	0	16
assemblage-955-925	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	69	0	9
assemblage-843-802	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	155	0	26	12
assemblage-752-974	0	0	138	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	10	3	0	143	123	0	0	17
assemblage-920-952	0	0	33	57	0	16	0	0	0	15	2	0	0	0	0	0	0	87	0	0	0	133	83	0	0	21
assemblage-507-779	0	0	18	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	205	0	125	6
assemblage-200-472	0	7	0	0	0	41	97	37	0	0	0	10	23	76	89	18	31	0	0	0	0	5	8	5	0	29
assemblage-752-302	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	84	254	0	97	10
assemblage-818-149	0	0	0	0	0	41	0	0	62	6	17	0	0	2	81	0	0	46	0	0	47	41	133	0	0	24
assemblage-419-432	0	0	0	0	0	30	0	0	0	0	0	0	0	76	222	0	0	0	0	0	0	0	0	118	0	15
assemblage-181-106	0	0	0	0	0	0	15	0	0	0	46	0	0	48	115	0	0	0	0	0	0	221	0	0	0	29
assemblage-698-797	0	0	90	0	0	83	0	0	0	20	0	0	0	5	0	0	0	9	29	0	9	28	189	0	0	15
assemblage-497-361	0	0	16	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	184	143	0	11	30
assemblage-928-796	0	0	30	9	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	186	124	0	11	14
assemblage-496-654	0	0	0	0	0	0	205	84	0	0	0	13	147	0	0	8	0	0	0	0	0	0	0	0	0	6
assemblage-503-216	13	0	0	0	0	32	0	0	0	125	46	0	0	0	0	0	0	6	0	0	0	98	138	0	0	16
assemblage-775-939	9	0	0	0	0	38	0	0	65	3	24	0	0	17	69	0	0	43	0	0	34	35	130	0	0	25
assemblage-492-366	0	0	47	9	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	132	0	24	22
assemblage-718-296	0	0	37	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	133	158	0	0	15
assemblage-397-779	0	27	0	0	0	20	31	5	0	0	0	26	12	149	103	11	28	0	0	0	0	0	47	10	0	12
assemblage-283-928	0	0	0	0	0	23	11	0	0	0	0	0	0	114	220	0	27	0	0	0	0	35	7	0	0	31
assemblage-116-151	13	0	17	0	0	111	0	0	0	12	21	0	0	13	17	0	0	59	0	0	7	127	89	0	0	14
assemblage-103-772	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	78	237	0	123	11
assemblage-186-430	0	6	0	0	0	0	51	0	0	51	13	0	0	37	145	0	0	0	0	0	42	19	0	0	0	38
assemblage-768-990	0	0	54	0	65	0	0	0	0	10	0	0	0	0	0	0	0	0	25	0	0	84	233	0	0	14
assemblage-658-957	0	0	0	0	0	0	5	0	0	0	37	0	0	70	129	0	0	0	0	0	0	197	0	2	0	34
