Assemblage_Name	367023-0-4349933	3-704812-1	3-1-2	3-446791-1	3-2-1	7761430-2-1	8396414-4-7248121	3-8633834-1	5063578-4-3119041	3-3047246-1734247	695544-4-7248121	3-0-1	3-704812-963065	3-3047246-3216465	8396414-4-4430237	4922144-0-4349933	3-8892062-1	3-704812-4803647	5063578-4-7248121	4547863-4-7248121	1-4-2	2749227-0-4349933	3-1973087-1	8396414-4075490-7248121	2-4-2	3-0-4349933	1680861-4-7248121
assemblage-141-138	0	0	0	0	172	0	15	3	0	0	0	0	0	13	0	0	0	0	157	45	32	3	0	0	0	0	30
assemblage-969-101	0	0	0	25	181	0	0	0	0	31	15	0	0	15	0	0	0	62	120	0	0	0	0	11	0	0	21
assemblage-205-456	185	88	18	0	41	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	0	52	0	21	35	29
assemblage-860-563	6	0	31	0	0	0	0	82	0	0	0	0	0	0	0	38	0	101	28	0	195	0	0	0	0	0	19
assemblage-495-669	45	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	8	0	146	0	0	180	21
assemblage-899-926	0	0	0	0	53	0	22	86	33	0	40	0	0	0	0	0	0	0	116	0	98	28	0	0	0	0	5
assemblage-958-854	165	92	13	0	58	0	0	0	0	0	0	18	10	0	0	0	13	5	0	0	0	0	51	0	20	28	21
assemblage-787-946	3	0	0	0	112	0	0	15	0	0	0	0	0	0	0	0	0	0	181	6	129	0	0	0	0	0	21
assemblage-672-954	108	27	0	0	0	0	0	6	0	0	0	0	0	0	0	0	45	20	135	0	126	0	0	0	0	0	9
assemblage-615-421	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	179	119	0	0	0	0	0	0	0	17
assemblage-505-653	8	60	40	0	73	0	0	6	0	0	0	20	17	11	0	0	0	0	18	0	63	0	44	0	27	39	38
assemblage-497-349	0	0	0	12	203	0	0	0	15	18	10	0	0	22	14	0	0	6	114	0	31	0	0	29	0	0	20
assemblage-866-658	10	0	48	0	13	0	0	66	0	0	0	0	0	3	0	27	0	94	20	0	201	0	0	0	0	0	18
assemblage-902-934	0	0	0	0	49	0	44	75	25	0	24	0	0	0	0	0	0	0	141	0	73	44	0	0	0	0	6
assemblage-618-424	0	0	0	0	226	17	0	0	0	0	0	0	0	0	0	0	0	13	196	0	0	0	0	0	0	0	12
assemblage-816-142	0	0	0	0	99	0	0	7	0	0	0	0	0	0	0	0	0	0	182	10	137	0	0	0	0	0	31
assemblage-108-487	14	0	42	0	2	0	0	72	0	0	0	0	0	70	0	0	61	0	96	0	80	0	0	0	0	0	14
assemblage-289-864	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	155	140	0	0	0	0	0	0	0	18
assemblage-968-117	0	0	0	30	183	0	0	0	0	21	9	0	0	20	0	0	0	49	125	0	0	0	0	16	0	0	29
assemblage-667-963	115	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	44	26	129	0	128	0	0	0	0	0	10
assemblage-116-774	0	0	0	27	111	34	0	0	0	0	81	0	0	0	0	0	0	69	20	0	0	0	0	58	0	0	18
assemblage-928-796	0	0	0	62	140	66	0	0	0	39	9	0	0	19	32	0	0	9	110	0	0	0	0	0	0	0	14
assemblage-824-163	0	0	0	0	33	0	34	0	0	0	0	0	0	35	0	0	3	62	123	0	120	66	0	0	0	0	20
assemblage-920-795	0	0	0	31	142	0	0	0	11	0	23	0	0	0	0	0	0	201	60	0	0	0	0	5	0	0	15
assemblage-171-84	18	0	0	0	241	0	0	33	0	0	0	0	0	0	0	17	0	13	69	0	89	0	0	0	0	0	20
assemblage-595-777	0	0	0	0	171	9	10	0	0	0	9	0	0	35	71	0	0	23	101	0	31	0	0	0	0	0	17
assemblage-855-123	0	0	0	37	120	0	0	0	0	19	71	0	0	32	0	0	0	38	126	0	6	7	0	0	0	0	23
assemblage-486-677	47	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	8	0	182	0	0	173	11
assemblage-926-782	0	4	2	0	58	0	0	166	0	0	0	0	19	0	0	20	0	0	11	0	161	0	0	0	0	0	27
assemblage-627-775	0	0	0	43	117	0	0	0	0	22	59	0	0	33	0	0	0	49	125	0	0	8	0	0	0	0	24
