Assemblage_Name	8961815-4-2	1-0-4	8565225-0-4	3-3-0	4759802-2253063-0	3-6714982-1	0-3-2	4759802-3-0	2-0-1537326	6788731-0-4	8961815-9469048-2	3-9619991-0	499989-0-1	2-0-0	3-0-1	3-3260424-0	2-0-9850370	4-4-3	2-1053675-3	8961815-2827754-2	1-4-0	4-9044074-3	1-0-7217295
assemblage-752-988	13	201	0	0	0	0	0	0	0	0	0	0	68	42	0	164	0	0	0	0	0	0	12
assemblage-860-563	162	41	0	14	0	0	0	0	36	0	0	0	0	55	110	0	0	0	0	0	69	0	9
assemblage-844-496	0	0	0	41	0	0	0	0	0	0	0	0	0	223	7	0	30	136	0	0	0	49	5
assemblage-249-243	149	117	0	0	8	0	0	44	0	0	0	0	0	58	5	93	0	0	0	0	0	0	26
assemblage-866-109	26	136	0	0	13	0	0	0	0	0	0	0	69	175	0	71	0	0	0	7	0	0	3
assemblage-978-756	188	52	0	0	0	0	0	0	40	0	0	0	58	0	144	0	0	0	0	0	0	0	18
assemblage-951-379	0	113	0	0	0	0	0	0	0	0	34	33	72	135	0	83	0	0	0	24	0	0	6
assemblage-787-946	166	63	0	0	0	43	0	0	0	3	0	0	138	0	30	43	0	8	0	0	0	0	6
assemblage-131-138	19	75	0	0	0	62	0	0	0	0	0	0	119	163	10	22	0	0	0	0	0	0	1
assemblage-905-827	100	201	0	0	0	0	0	16	0	0	0	0	14	16	69	77	0	0	0	0	0	0	7
assemblage-752-974	34	75	0	0	0	0	0	0	0	0	0	0	148	98	0	104	0	0	0	0	0	0	15
assemblage-739-314	0	48	68	0	149	0	0	0	0	0	0	0	19	67	0	96	0	0	0	45	0	0	8
assemblage-255-927	63	115	0	38	0	0	0	29	0	52	0	0	0	124	37	0	0	3	0	0	14	0	5
assemblage-94-494	66	102	0	29	0	0	0	32	0	60	0	0	0	116	59	0	0	0	0	0	9	0	6
assemblage-502-373	5	146	0	0	8	0	0	0	0	0	0	0	112	156	0	62	0	0	0	9	0	0	2
assemblage-944-801	0	84	0	0	84	0	0	0	0	0	0	0	89	24	0	140	0	0	0	66	0	0	8
assemblage-959-848	181	26	0	0	0	0	12	0	0	0	0	0	0	185	49	0	0	24	14	0	0	5	4
assemblage-859-499	0	0	0	53	0	0	0	0	0	0	0	0	0	201	4	0	23	152	0	0	0	54	8
assemblage-572-227	0	87	0	0	49	0	0	0	0	0	13	50	122	133	0	32	0	0	0	9	0	0	5
assemblage-527-780	0	11	10	0	287	0	0	0	0	0	0	0	144	32	0	10	0	0	0	0	0	0	6
assemblage-859-809	0	7	0	0	299	0	0	0	0	0	0	0	151	28	0	8	0	0	0	0	0	0	7
assemblage-901-928	80	178	0	0	28	0	0	0	0	0	0	0	69	23	38	51	0	0	0	0	0	0	2
assemblage-287-849	0	0	0	0	155	0	0	0	0	0	0	0	58	195	0	69	0	0	0	8	0	0	9
assemblage-975-756	173	48	0	37	0	0	0	0	34	0	0	0	111	14	49	0	0	34	0	0	0	0	0
assemblage-195-455	9	151	0	16	0	0	25	0	0	0	0	0	0	0	233	0	0	23	4	0	14	0	25
assemblage-926-782	137	31	0	0	0	0	10	0	0	0	0	0	0	183	63	0	0	34	28	0	0	10	4
assemblage-661-956	87	70	0	34	0	0	0	133	0	21	0	0	10	113	28	0	0	0	0	0	0	0	4
assemblage-116-151	36	181	0	0	29	53	0	0	0	0	0	0	42	62	0	59	0	0	0	3	0	0	9
assemblage-97-795	0	73	24	0	112	0	0	0	0	0	5	14	102	101	0	43	0	0	0	20	0	0	6
assemblage-856-509	0	0	0	57	0	0	0	0	0	0	0	0	0	198	9	0	37	140	0	0	0	45	7
