Assemblage_Name	0-4-5885081	0-4801278-1	0-8011491-1	0-4801278-8420654	3584976-8778381-4	2-3901239-4	2-1277092-1	0-4-1	2-7613924-4	2-3955092-4	2-0-4	2-0-1	2-1718735-4	2-1441305-4	2-9363860-4	0-7218101-1	1-4-0	3583420-4-0	0-2653130-1	2-6781095-4	825619-5421987-4	6061653-4-2	6270663-6234166-4
assemblage-141-138	0	91	0	0	74	0	0	47	0	0	57	0	96	0	0	0	63	0	0	48	0	0	11
assemblage-871-116	0	87	36	0	9	0	0	50	0	8	202	0	25	0	0	0	8	0	0	71	0	0	4
assemblage-632-438	81	26	0	0	71	0	0	0	47	0	41	0	35	9	0	0	49	0	0	68	41	0	16
assemblage-104-483	0	0	0	0	0	0	0	68	0	0	94	29	0	0	0	0	228	0	0	0	0	58	10
assemblage-969-101	22	121	0	0	66	0	0	0	65	0	123	0	18	0	0	0	8	0	0	29	0	0	21
assemblage-969-107	28	80	0	0	0	0	0	0	77	0	174	0	41	70	0	0	0	0	0	0	0	0	23
assemblage-373-790	0	0	0	0	0	0	10	34	0	0	185	57	0	0	0	0	66	0	0	0	0	55	21
assemblage-747-973	0	80	20	0	10	0	0	42	0	5	219	0	55	0	0	0	2	0	0	64	0	0	3
assemblage-901-846	0	60	0	0	28	0	0	175	0	0	131	0	0	0	0	0	83	0	0	0	0	0	17
assemblage-894-922	34	58	0	0	0	9	0	110	0	0	169	0	0	0	0	0	82	0	0	0	0	0	14
assemblage-504-675	0	0	0	0	0	0	21	0	0	0	0	181	0	0	0	0	186	32	0	0	0	69	4
assemblage-156-102	0	0	0	0	0	0	0	131	0	0	110	0	22	0	0	0	195	0	0	0	0	20	14
assemblage-843-802	79	36	0	0	72	0	0	0	50	0	52	0	29	9	0	0	58	0	0	60	27	0	13
assemblage-615-421	126	7	0	0	0	0	0	0	12	0	124	0	47	11	0	0	28	0	0	40	78	0	11
assemblage-505-653	0	0	0	0	0	0	6	42	0	0	110	46	0	0	0	26	62	9	0	0	0	96	24
assemblage-870-655	0	0	0	0	0	0	0	39	0	0	98	62	0	0	0	0	184	0	0	0	0	87	30
assemblage-987-763	0	0	0	0	0	6	0	132	0	0	130	11	44	0	0	0	96	0	0	0	0	43	38
assemblage-956-115	38	78	0	0	0	0	0	0	67	0	162	0	38	92	0	0	0	0	0	0	0	0	12
assemblage-408-809	0	0	0	0	0	0	0	35	0	0	147	54	0	0	12	7	160	0	0	0	0	29	33
assemblage-767-570	23	55	0	21	119	0	0	0	48	0	30	0	53	0	0	0	48	0	0	80	0	0	15
assemblage-176-91	0	0	0	0	0	17	0	131	0	0	128	59	0	0	0	0	72	0	18	0	0	31	17
assemblage-831-161	0	0	0	0	0	9	0	93	0	0	124	0	41	0	0	0	140	0	43	0	0	23	10
assemblage-828-162	0	0	0	0	0	7	0	61	0	0	128	0	37	0	0	0	179	0	40	0	0	20	11
assemblage-941-790	42	40	0	39	14	0	0	0	0	0	125	0	84	49	0	0	0	0	0	36	0	0	12
assemblage-496-654	0	0	0	0	0	0	29	0	0	0	0	194	0	0	0	0	196	34	0	0	0	35	6
assemblage-397-779	0	0	0	0	0	0	0	71	0	0	85	0	8	0	46	42	35	0	0	0	0	173	17
assemblage-929-942	0	74	9	42	52	0	0	26	0	0	83	0	42	0	0	0	79	0	0	12	0	0	12
assemblage-942-784	28	61	0	42	130	0	0	0	48	0	29	0	46	0	0	0	47	0	0	48	0	0	15
assemblage-706-788	0	135	0	14	26	0	0	56	0	28	151	0	42	0	0	0	26	0	0	0	0	0	22
assemblage-282-940	0	0	0	0	0	0	0	67	0	0	156	45	52	0	8	0	62	0	0	0	0	40	15
