Assemblage_Name	7840887-1-7095039	9972311-2-1137113	3-3477809-3	3-1-0	3390895-0-1332282	7840887-1-0	8640785-0-8794488	7065265-3707974-3	7840887-5327433-0	3390895-0-5131810	1-0-1332282	1554846-2499006-1	7840887-1-481658	3390895-0-1870767	3072962-3-1	3-7055059-7173832	7840887-1-8036048	1-0-8922429	1554846-3-1	8640785-0-1629695	3-7055059-3	1554846-3-5944795	8738896-5327433-0	1-7986083-1332282	8738896-5928885-0	4150030-5327433-0	3-3477809-9939212	1-0-1	9916939-3477809-3	3-3707974-3	1554846-5765224-1	3546114-0-1225155	6472658-3-1	1554846-3824879-1
assemblage-829-151	0	0	64	26	0	39	50	88	9	33	30	0	0	0	0	0	0	7	27	77	30	0	0	8	0	0	0	0	0	0	0	0	0	8
assemblage-698-780	0	0	0	0	0	56	17	0	95	34	18	0	0	0	0	0	25	0	106	0	26	0	0	0	0	0	0	22	65	0	0	0	0	33
assemblage-603-766	0	0	29	0	0	0	0	9	17	0	0	0	0	0	0	0	0	0	141	0	0	0	0	10	0	36	137	20	3	15	0	0	0	38
assemblage-969-101	0	0	6	0	0	0	0	3	0	0	0	0	0	0	9	73	0	0	147	0	27	0	33	0	19	13	0	0	0	52	0	0	0	34
assemblage-860-563	0	0	0	21	3	0	0	0	0	81	101	0	0	0	0	0	0	62	67	23	11	0	0	0	0	0	0	68	0	7	0	12	0	11
assemblage-844-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	83	37	0	0	0	0	0	0	0	0	41	0	0	12
assemblage-612-439	0	0	13	0	0	0	0	0	0	0	0	66	0	8	0	34	5	0	85	0	0	0	17	0	68	188	0	0	0	0	0	0	0	16
assemblage-866-109	0	0	41	0	0	0	0	24	0	0	0	0	6	0	0	0	0	48	69	0	46	0	69	11	0	16	11	5	0	54	0	0	0	26
assemblage-983-911	0	7	0	0	110	0	0	0	0	0	125	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	69	0	0	0	0	0	27
assemblage-564-224	0	0	0	0	0	0	0	43	0	0	0	0	0	15	0	0	11	0	75	0	63	0	51	0	22	183	0	0	0	9	0	0	0	28
assemblage-739-314	0	0	4	0	0	0	0	4	0	0	0	0	0	0	4	88	0	0	153	0	17	0	46	0	20	11	0	0	0	55	0	0	0	25
assemblage-615-421	0	0	20	0	0	0	0	0	0	0	0	62	0	0	0	9	0	0	210	0	31	0	0	0	0	52	0	0	0	32	0	0	0	29
assemblage-94-496	0	0	0	19	5	0	0	0	0	91	102	0	0	0	0	0	0	61	70	27	9	0	0	0	0	0	0	61	0	0	0	13	0	12
assemblage-505-653	0	4	0	59	41	12	0	0	0	0	34	0	0	0	0	0	0	0	73	0	112	7	0	0	0	0	0	46	0	0	8	0	0	39
assemblage-399-803	0	0	0	65	60	30	0	0	0	0	74	0	0	0	0	0	0	0	100	30	18	0	0	0	0	0	0	81	0	0	0	0	0	36
assemblage-902-934	0	0	0	0	0	26	16	0	112	23	24	0	0	0	0	0	33	0	109	0	35	0	0	0	0	0	0	30	49	0	0	0	0	43
assemblage-771-953	0	0	54	20	0	28	71	79	0	17	25	0	0	0	0	0	0	6	22	100	33	0	0	13	0	0	0	0	0	0	0	0	0	32
assemblage-754-596	0	0	55	0	0	0	0	20	0	0	0	0	0	31	9	12	5	0	55	0	31	0	116	0	6	29	0	0	0	33	0	0	11	20
assemblage-767-570	0	0	56	0	0	0	0	13	0	0	0	0	0	28	7	13	7	0	58	0	20	0	138	0	7	36	0	0	0	35	0	0	6	15
assemblage-855-815	0	0	5	0	0	0	0	6	0	0	0	66	0	0	0	10	0	0	162	0	29	0	0	0	0	79	0	0	0	37	0	0	0	32
assemblage-779-935	0	0	0	18	0	44	11	0	44	75	58	0	0	0	0	0	19	0	23	15	69	0	0	0	0	0	0	67	0	21	0	0	0	16
assemblage-627-775	0	0	28	0	0	0	0	23	0	0	0	0	6	0	0	0	7	33	56	0	34	0	86	13	0	24	13	7	0	79	0	0	0	13
assemblage-283-928	6	0	0	92	4	12	0	17	0	0	109	0	0	0	0	0	0	7	67	0	42	25	0	0	0	0	0	20	0	78	0	0	0	11
assemblage-1000-776	53	0	46	42	0	0	0	0	0	37	0	0	0	0	0	0	0	15	142	39	10	0	0	0	0	0	0	36	0	22	0	7	0	25
assemblage-983-757	11	0	0	15	0	86	0	34	7	0	34	0	0	0	0	0	0	64	76	61	52	0	0	0	0	0	0	8	0	17	0	0	0	16
assemblage-131-161	0	0	58	0	0	0	17	63	0	94	7	0	14	0	0	0	6	158	0	0	14	0	0	0	0	0	0	22	0	0	0	0	0	27
assemblage-393-803	0	0	0	0	82	0	0	0	0	7	66	0	0	0	0	0	0	5	148	0	36	0	0	0	0	0	0	23	0	33	43	0	0	38
assemblage-756-597	0	0	60	0	0	0	0	8	0	0	0	0	0	0	0	24	0	0	132	0	78	0	14	0	0	0	25	34	0	37	0	0	8	31
assemblage-390-801	0	11	0	26	110	79	0	0	0	0	22	0	0	0	0	0	0	0	62	0	77	81	0	0	0	0	0	9	0	0	0	0	0	14
assemblage-201-413	0	0	0	32	0	0	0	0	0	82	0	0	0	0	0	0	0	11	139	4	43	38	0	0	0	0	0	78	0	21	0	0	0	26
