Assemblage_Name	1-3-8932805	5593163-9293278-2	1-1-192010	5862492-4-6408032	2-7383720-4	2-1-4	3-1844363-0	1-1-2	1966455-1-2	2-2-5261129	1-3863113-2	0-6048006-0	0-4645657-5106248	2-2-4	1550047-4645657-3824994	2-444325-4	7397429-4-0	1-1-4424801	0-4645657-3824994	1-1-7712746	2919741-1-0	3-4-0	765490-2-2158505	0-4645657-0	38293-3900344-2	38293-1-2	91479-3900344-2	5593163-1-2	9288181-4-0
assemblage-829-151	0	0	0	0	0	0	0	267	0	0	0	33	0	0	14	0	36	0	0	0	24	27	0	0	0	0	0	0	15
assemblage-863-648	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	5	26	0	77	0	0	67	0	0	0	0	0	0	12
assemblage-867-659	0	0	0	0	0	2	0	43	0	0	0	66	0	0	0	0	67	0	226	0	58	25	0	0	0	0	0	0	13
assemblage-373-790	5	0	0	0	6	10	0	248	0	9	0	0	0	4	0	68	0	0	0	0	0	0	35	0	0	0	0	0	20
assemblage-986-762	0	0	0	0	0	0	0	235	0	0	0	65	0	0	6	0	70	0	21	0	0	72	0	0	0	0	0	0	21
assemblage-843-805	0	0	10	0	0	0	0	230	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	22
assemblage-923-779	77	0	0	0	14	0	0	101	0	0	0	0	0	7	0	6	7	0	122	0	0	102	0	40	0	0	0	0	21
assemblage-564-226	0	0	0	0	0	0	0	207	0	0	0	0	127	0	30	0	0	0	0	0	0	0	0	0	0	0	72	0	22
assemblage-905-827	0	0	0	0	0	0	73	158	0	0	0	60	20	0	9	0	10	0	45	0	4	0	0	0	0	0	0	65	16
assemblage-866-658	0	0	0	0	0	24	33	75	0	0	0	0	0	0	118	0	41	0	94	0	0	42	3	18	0	0	0	33	9
assemblage-959-848	55	0	0	14	11	19	0	8	0	0	0	0	0	15	0	7	51	0	57	0	0	94	12	134	0	0	0	0	8
assemblage-573-213	0	0	13	0	0	0	0	225	22	0	0	0	98	0	22	0	0	0	0	79	0	0	0	0	6	0	19	3	6
assemblage-289-864	0	0	0	0	0	0	0	336	37	0	0	0	35	0	0	0	0	0	0	10	0	0	0	0	0	0	59	0	11
assemblage-767-570	0	44	0	0	0	0	0	354	0	0	0	0	9	0	0	0	6	5	0	0	0	0	0	0	0	0	0	45	27
assemblage-831-161	0	0	0	0	0	0	0	130	0	0	0	48	62	0	93	0	24	0	0	0	0	81	0	0	0	0	0	18	19
assemblage-130-147	0	0	0	0	0	0	44	202	0	0	0	12	19	0	12	0	107	16	24	0	0	11	0	0	0	0	0	8	14
assemblage-667-963	0	0	0	0	0	0	0	270	0	0	0	66	0	0	12	0	63	0	24	0	3	46	0	0	0	0	0	0	16
assemblage-945-378	0	43	0	0	0	0	14	233	0	0	9	0	40	0	18	0	5	14	0	0	0	0	0	0	30	0	0	57	27
assemblage-287-849	0	0	0	0	0	0	0	380	36	0	0	0	27	0	0	0	0	0	0	9	0	0	0	0	0	0	43	0	5
assemblage-171-84	0	0	0	0	0	0	0	146	0	0	0	16	49	0	141	0	0	0	57	0	0	15	0	0	0	0	0	19	22
assemblage-965-927	0	0	0	25	0	17	0	0	0	37	0	0	0	77	0	0	9	0	0	0	0	155	56	0	0	0	0	0	4
assemblage-595-777	0	27	0	0	0	0	0	178	0	0	15	0	64	0	0	0	11	0	25	0	0	30	0	0	40	60	0	24	13
assemblage-924-941	0	16	0	0	0	0	59	155	0	0	0	0	11	0	0	0	56	39	19	0	0	31	0	0	0	28	0	81	5
assemblage-885-931	0	0	0	0	0	0	24	255	0	0	0	21	26	0	0	0	87	15	11	0	0	23	0	0	0	0	0	9	10
assemblage-956-899	0	0	0	19	0	7	0	0	0	26	0	0	0	78	0	0	4	0	0	0	0	156	75	0	0	0	0	0	10
assemblage-106-789	0	0	11	0	0	0	0	287	0	0	0	0	44	0	53	0	0	0	0	26	0	0	0	0	27	0	0	44	4
assemblage-711-781	0	0	0	0	0	0	11	135	0	0	0	17	97	0	15	0	47	0	111	0	0	47	0	0	0	0	0	0	10
assemblage-866-95	0	28	0	0	0	0	0	182	0	0	11	0	73	0	7	0	14	0	17	0	0	23	0	0	40	62	0	19	17
assemblage-765-587	0	31	0	0	0	0	5	185	0	0	10	0	68	0	56	0	0	0	0	6	0	0	0	0	11	0	0	81	13
assemblage-856-504	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	124	0	0	94	0	0	0	0	6
