Assemblage_Name	0-3-3484921	3-3-1	4-0-1296941	2030837-4943408-8650950	0-1-4	5633041-1950950-3	4-0-3	0-1-4011459	4-1950950-3	1457453-3-9829423	4-0-2	9622909-1-4011459	0-7286805-8650950	0-7286805-9829423	9716780-3-1	3526328-7286805-8650950	0-3-9829423	0-3-765687	4-6040624-1296941	2782924-0-3	2030837-7286805-8650950	0-3039622-4	0-3-6953936	2246294-0-3	0-1501881-1348533
assemblage-830-129	0	9	0	0	91	0	115	0	0	0	0	0	7	32	0	0	122	16	0	0	40	0	53	0	10
assemblage-871-116	0	0	0	0	102	0	250	0	0	0	0	0	0	17	0	7	12	0	0	47	58	0	0	0	7
assemblage-89-798	0	0	0	30	279	0	25	0	33	53	0	0	0	0	0	0	13	0	0	0	41	0	0	0	5
assemblage-428-423	0	112	0	0	255	0	0	26	0	0	25	0	0	0	29	0	0	0	0	0	0	0	0	0	6
assemblage-495-669	0	0	130	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-601-779	0	0	0	0	88	0	254	0	0	0	0	0	0	17	0	6	16	0	0	43	65	0	0	0	11
assemblage-206-394	0	0	131	0	45	0	97	0	0	0	0	6	32	68	0	0	100	8	0	0	0	0	7	0	6
assemblage-131-138	0	0	0	0	212	0	183	0	4	0	0	0	0	0	0	0	48	0	0	10	0	0	0	0	23
assemblage-954-840	0	70	93	0	75	0	32	10	0	0	14	0	0	0	0	0	167	0	0	0	0	0	0	0	9
assemblage-752-974	0	0	0	0	75	0	253	0	0	0	0	0	0	15	0	13	9	0	0	46	75	0	0	0	4
assemblage-944-801	0	0	0	10	43	0	161	0	88	20	0	0	0	2	0	26	60	0	0	3	72	0	0	8	7
assemblage-300-862	0	0	0	19	75	0	160	0	0	0	0	0	0	7	0	0	133	0	0	0	94	0	0	0	12
assemblage-974-919	0	0	0	0	96	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-876-927	0	0	0	0	116	0	150	0	0	0	0	0	13	78	0	0	71	0	0	0	26	0	15	0	8
assemblage-172-461	0	0	171	0	69	0	190	0	0	0	40	0	0	0	15	0	0	0	0	0	0	0	0	0	15
assemblage-877-569	16	42	93	0	53	0	130	28	0	0	13	6	0	0	0	0	97	0	11	0	0	7	0	0	4
assemblage-527-780	0	0	0	17	240	29	10	0	0	0	0	0	0	0	0	0	10	0	0	0	170	0	0	0	8
assemblage-754-596	0	0	0	14	62	0	150	0	73	24	0	0	0	5	0	22	53	0	0	0	86	0	0	2	9
assemblage-181-106	0	0	129	0	45	0	110	0	0	0	0	0	32	48	0	0	102	0	0	0	0	0	17	0	17
assemblage-243-239	0	10	0	0	111	0	151	0	0	0	0	0	7	30	0	0	82	19	0	0	44	0	34	0	9
assemblage-176-91	0	77	87	0	0	0	94	0	0	0	0	18	0	14	0	0	163	0	0	0	0	0	0	0	17
assemblage-968-117	0	0	0	74	61	0	36	0	65	0	0	0	0	21	0	0	24	0	0	0	187	0	0	0	13
assemblage-292-849	0	0	0	66	295	13	63	0	0	0	0	0	0	0	0	0	10	0	0	0	29	0	0	0	8
assemblage-928-796	0	0	0	0	146	0	162	0	65	6	0	0	0	76	0	0	16	0	0	0	7	0	0	5	6
assemblage-503-216	0	0	0	0	141	0	256	0	0	0	0	0	28	21	0	0	18	0	0	0	10	0	13	0	10
assemblage-262-234	0	19	24	0	171	0	64	0	0	0	0	0	45	0	0	0	88	44	0	0	0	20	7	0	11
assemblage-97-795	0	0	0	35	135	6	81	0	41	20	0	0	0	22	0	0	35	0	0	0	91	0	0	0	21
assemblage-393-805	0	0	178	0	68	0	180	0	0	0	37	0	0	0	18	0	0	0	0	0	0	0	0	0	13
assemblage-282-940	10	29	73	0	67	0	152	21	0	0	9	0	0	0	0	0	105	0	23	0	0	0	0	0	11
assemblage-877-571	18	53	82	0	57	0	139	21	0	0	9	0	0	0	0	0	90	0	20	0	0	7	0	0	4
