Assemblage_Name	5223267-37392-4	8039703-3865863-3	0-792386-2	7537548-2-734209	2-263877-4	2-37392-4	0-9581303-2	5829085-37392-4	0-792386-9018275	6814890-1077635-5937245	6814890-9879838-5937245	7447986-2-4	2-4820143-4	2638323-9581303-2	1404522-674763-2991844	3582998-674763-2991844	1-2495424-3	0-2-3200805	0-1077635-5937245	2-2-4	1-3865863-3	0-792386-7373158	6814890-6271921-4658234	2-2196395-4	0-2-0	1-9908912-3	7447986-2-8372961	1404522-2-2991844	0-1077635-2	0-8691552-3200805	6814890-6271921-5937245	7447986-4812198-8372961	1-289380-3
assemblage-752-988	0	0	35	0	18	6	0	0	0	54	0	32	15	6	4	9	0	24	0	0	137	0	0	20	28	0	41	0	0	0	0	0	24
assemblage-881-672	0	0	29	12	0	91	11	0	16	0	0	60	0	104	0	0	0	0	0	69	0	0	0	0	0	26	0	17	0	0	0	0	18
assemblage-262-925	0	0	29	18	0	65	10	0	16	0	0	78	0	85	0	0	10	0	0	77	0	0	0	0	0	39	0	16	0	0	0	0	12
assemblage-373-790	0	0	37	0	0	80	19	0	4	0	0	48	0	0	0	0	28	0	0	207	0	0	0	0	33	0	0	0	17	0	0	0	21
assemblage-935-118	76	78	40	0	0	18	0	0	0	0	0	75	0	0	0	82	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	7	25
assemblage-747-973	0	0	51	0	0	48	0	0	0	61	0	41	0	9	0	0	8	0	0	0	21	0	0	0	23	0	170	0	0	0	0	54	14
assemblage-964-845	0	0	75	15	0	13	24	0	0	0	0	49	0	0	0	0	12	0	84	143	0	0	0	0	0	0	0	0	12	0	0	0	23
assemblage-494-668	0	0	0	0	0	79	0	81	0	0	0	10	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-504-675	0	0	0	0	0	81	0	105	0	0	0	13	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-885-841	0	0	32	0	0	49	0	0	0	17	10	164	0	0	35	0	127	0	0	0	0	0	17	0	16	0	0	0	0	0	7	0	26
assemblage-567-217	4	28	121	0	0	0	0	0	0	0	0	89	0	0	0	30	0	21	0	0	41	63	0	13	34	0	0	0	0	0	0	14	9
assemblage-522-758	3	0	78	0	0	0	0	0	0	0	0	74	0	0	0	13	0	0	0	0	133	81	0	0	11	0	0	0	0	11	0	0	13
assemblage-163-101	0	0	6	0	0	80	0	0	0	87	84	75	0	0	0	0	21	0	0	4	0	0	0	0	68	0	0	34	0	0	24	0	10
assemblage-118-500	0	0	14	22	0	28	0	0	0	45	0	200	0	0	0	0	0	0	23	5	0	0	0	0	47	41	0	31	9	0	0	0	24
assemblage-637-432	0	23	61	0	0	0	0	0	0	0	0	41	0	0	0	0	0	11	0	0	256	49	0	0	0	0	0	0	0	0	0	0	13
assemblage-541-768	0	6	69	0	0	0	0	0	0	0	0	28	0	0	0	0	0	22	0	0	306	0	0	0	6	0	0	0	0	34	0	0	16
assemblage-124-179	0	0	49	0	11	72	0	0	0	16	0	85	11	43	12	0	92	0	0	0	14	0	7	0	54	0	20	0	0	0	0	0	14
assemblage-181-106	0	0	11	0	0	69	0	0	0	70	73	104	0	0	0	0	29	0	0	0	0	0	0	0	84	0	0	19	0	0	24	0	17
assemblage-176-91	0	0	27	0	0	53	0	0	0	16	4	114	0	112	21	0	0	0	0	27	0	0	0	0	9	5	70	29	0	0	0	0	13
assemblage-831-161	0	0	40	0	0	39	0	0	0	34	0	172	0	44	70	0	9	0	0	8	0	0	0	0	65	0	0	0	0	0	0	0	16
assemblage-897-916	0	0	151	0	0	37	0	0	0	0	0	65	0	16	30	0	100	0	0	0	36	0	11	0	18	0	0	0	0	0	0	0	10
assemblage-920-795	0	0	17	0	0	11	0	0	0	0	0	93	0	0	0	153	21	0	0	0	15	18	0	0	52	0	32	0	0	0	0	68	20
assemblage-595-777	0	0	41	0	13	6	0	0	0	63	0	22	11	3	11	0	0	20	0	0	130	0	0	17	25	0	71	0	0	0	0	0	22
assemblage-779-935	0	0	99	0	0	57	0	0	0	0	0	79	0	96	0	0	74	0	0	0	0	0	0	0	16	0	65	0	0	0	0	0	14
assemblage-103-772	0	11	17	0	0	68	0	0	0	0	0	107	0	0	0	6	0	0	0	0	45	102	0	5	104	0	0	0	0	6	0	0	9
assemblage-393-803	0	0	77	13	0	15	22	0	0	0	0	75	0	0	0	0	0	0	85	128	0	0	0	0	0	0	0	0	13	0	0	0	26
assemblage-942-784	0	42	18	0	0	102	0	0	0	0	0	81	0	0	0	102	0	0	0	0	15	0	0	5	72	0	5	0	0	0	0	0	24
assemblage-756-597	0	0	19	0	0	8	0	0	0	0	0	96	0	0	0	131	17	0	0	0	17	28	0	0	37	0	36	0	0	0	0	87	16
assemblage-522-210	0	0	37	0	0	76	0	0	0	71	0	92	0	40	7	0	89	0	0	0	0	0	11	0	23	0	36	0	0	0	0	0	18
assemblage-856-509	0	0	0	133	0	0	0	8	0	0	0	146	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	14
