Assemblage_Name	8229732-8826497-1094563	8494297-0-1	9498753-1-251444	9936599-0-1	3-1-251444	0-4-9727649	3-1-0	7653482-4-3	5524822-0-1211558	8229732-8826497-5880283	8323232-0-3592816	1-0-4946595	6529926-2-1	3-3-4	0-4-3	0-1-4	1-0-1738325	1-0-243939	0-2-3813206	0-1-2925709	2-0-1	0-3-2	186311-4-3	0-4-7342336	7699143-0-1	1061213-0-1	1524211-0-1	9936599-0-1204982	8030784-5547777-1	0-1-5068064	4798522-1-0	9711272-3-2	399611-1-3083838	5524822-0-3592816	0-1-3079832	749370-1-0	7495949-1-0	1-0-3437180	5524822-0-1	8229732-8985034-2	0-6920389-1678894	0-2834884-9974365	5524822-5474282-1	4798522-6751110-0	1-0-1	5524822-477925-1	1-0-4100839	0-2571291-3	5524822-500561-1211558	8229732-3-2	0-4-1678894	0-2834884-4	0-7599759-1678894	5471241-2834884-9974365
assemblage-496-517	0	0	0	0	39	0	0	0	0	0	0	0	17	44	9	55	0	15	12	0	0	0	0	0	6	0	0	0	0	0	69	0	16	0	0	0	0	0	0	5	0	0	0	0	102	0	19	0	0	23	13	0	0	46
assemblage-418-418	7	0	0	4	0	22	0	18	0	16	0	0	0	0	24	30	0	0	0	0	0	0	0	0	16	14	0	2	0	17	11	0	0	16	3	20	0	0	55	0	0	0	8	19	73	0	0	0	0	0	30	20	9	49
assemblage-470-601	0	0	0	0	8	0	8	0	0	0	0	0	39	41	45	18	0	24	6	0	22	19	0	12	0	0	42	0	0	0	17	0	35	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	15	0	0	0	39
assemblage-340-439	0	0	0	0	0	15	0	54	17	0	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	11	10	0	0	0	11	0	0	0	19	60	0	0	28	24	0	77	11	0	0	18	0	32	8	0	43
assemblage-410-494	10	0	0	0	0	20	0	34	0	13	0	0	0	0	18	11	0	0	0	0	0	0	9	0	5	0	0	23	0	22	0	0	0	38	0	0	0	9	28	0	4	16	6	0	68	0	0	0	0	0	34	29	0	93
assemblage-462-687	0	0	0	0	29	0	7	0	0	0	0	0	22	10	7	37	0	17	30	0	10	0	0	9	0	0	27	0	0	0	53	6	27	0	0	0	0	0	0	4	0	0	0	0	120	0	0	0	0	22	11	0	0	39
assemblage-489-343	0	31	10	9	0	0	0	0	0	42	0	0	0	0	56	95	0	0	0	0	0	0	0	0	6	0	0	0	0	0	43	0	0	0	3	0	12	0	30	0	0	0	12	0	18	0	0	0	0	0	41	9	0	66
assemblage-425-523	11	9	0	15	0	7	0	6	0	47	0	0	0	0	53	45	0	0	0	7	0	0	0	0	8	0	0	0	0	7	19	0	0	0	13	18	0	0	53	0	0	0	12	8	44	0	0	0	0	0	46	15	0	53
assemblage-598-540	14	20	0	18	0	14	0	8	0	15	0	0	0	0	59	37	0	0	0	12	0	0	0	0	14	0	0	0	0	0	32	0	0	0	6	16	0	0	66	0	0	0	10	12	41	0	0	0	0	0	42	13	0	51
assemblage-530-477	0	0	0	0	25	0	12	0	0	0	0	0	37	11	14	44	0	26	19	0	7	0	0	9	0	0	18	0	0	0	31	13	24	0	0	0	0	0	0	4	0	0	0	0	142	0	0	0	0	16	7	0	0	34
