Assemblage_Name	8229732-8826497-1094563	8494297-0-1	9498753-1-251444	9936599-0-1	3-1-251444	0-4-9727649	3-1-0	7653482-4-3	5524822-0-1211558	8229732-8826497-5880283	8323232-0-3592816	1-0-4946595	6529926-2-1	3-3-4	0-4-3	0-1-4	1-0-1738325	1-0-243939	0-2-3813206	0-1-2925709	2-0-1	0-3-2	186311-4-3	0-4-7342336	7699143-0-1	1061213-0-1	1524211-0-1	9936599-0-1204982	8030784-5547777-1	0-1-5068064	4798522-1-0	9711272-3-2	399611-1-3083838	5524822-0-3592816	0-1-3079832	749370-1-0	7495949-1-0	1-0-3437180	5524822-0-1	8229732-8985034-2	0-6920389-1678894	0-2834884-9974365	5524822-5474282-1	4798522-6751110-0	1-0-1	5524822-477925-1	1-0-4100839	0-2571291-3	5524822-500561-1211558	8229732-3-2	0-4-1678894	0-2834884-4	0-7599759-1678894	5471241-2834884-9974365
assemblage-534-591	8	13	0	23	0	11	0	8	0	25	0	0	0	0	55	52	0	0	0	1	0	0	0	0	11	0	0	0	0	0	30	0	0	0	8	6	0	0	62	0	0	0	10	16	59	0	0	0	0	0	44	15	0	43
assemblage-485-380	0	34	4	15	0	0	0	0	0	11	0	0	10	0	62	97	6	0	0	0	0	0	0	0	21	0	0	0	0	0	65	0	0	0	0	0	0	0	11	0	0	0	0	0	51	0	33	0	0	20	20	0	0	40
assemblage-562-460	0	0	0	0	0	17	0	51	17	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9	17	0	0	0	14	0	0	0	14	54	0	0	25	25	0	83	10	0	0	3	0	34	17	0	48
assemblage-447-549	0	0	0	0	11	0	4	0	0	0	0	0	40	38	40	18	0	13	17	0	10	8	0	28	0	0	25	0	0	0	14	5	52	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	9	0	0	0	44
assemblage-556-482	0	31	10	20	0	0	0	0	0	8	0	0	3	0	57	97	11	0	0	0	0	0	0	0	19	0	0	0	0	0	79	0	0	0	0	0	0	0	6	0	0	0	0	0	41	0	36	0	0	22	19	0	0	34
assemblage-539-478	0	0	0	0	0	12	0	48	23	0	14	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	42	8	19	0	0	0	22	0	0	0	19	45	0	0	19	23	0	77	0	0	0	8	0	41	22	0	31
assemblage-454-506	9	0	0	6	0	12	0	21	0	17	0	0	0	0	29	28	0	0	0	0	0	0	0	0	7	9	0	7	0	22	7	0	0	6	0	7	0	0	73	0	0	0	7	33	44	0	0	0	0	0	35	23	4	73
assemblage-489-537	0	41	0	13	0	0	0	3	0	29	0	0	0	0	40	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	5	0	19	0	52	0	0	0	9	0	32	0	4	0	0	0	50	11	0	59
assemblage-550-443	0	44	8	23	0	0	0	0	0	0	0	0	4	0	36	104	10	0	0	0	0	0	0	0	14	0	0	0	0	0	84	0	0	0	0	0	0	0	14	0	0	0	0	0	43	0	41	0	0	14	14	0	0	47
assemblage-467-608	0	33	4	17	0	0	0	0	0	40	0	0	0	0	79	64	0	0	0	0	0	0	0	0	7	0	0	0	0	0	47	0	0	0	6	0	18	0	45	0	0	0	10	0	29	0	0	0	0	0	31	8	0	57
assemblage-491-505	8	0	0	7	0	14	0	16	0	19	0	0	0	0	25	34	0	0	0	0	0	0	0	0	12	8	0	5	0	21	8	0	0	7	0	10	0	0	76	0	0	0	11	16	84	0	0	0	0	0	24	29	3	50
assemblage-620-556	4	0	0	0	0	20	0	41	10	14	0	0	0	0	6	11	0	0	0	0	0	0	12	0	4	12	0	31	0	33	0	0	0	40	0	0	0	10	25	0	11	22	0	0	78	0	0	0	0	0	29	28	0	56
assemblage-395-626	0	0	0	0	40	0	0	0	0	0	0	0	17	33	20	37	0	8	4	0	0	0	0	0	7	0	0	0	0	0	74	0	16	0	0	0	0	0	0	0	0	0	0	0	119	0	24	0	0	41	11	0	0	49
assemblage-526-324	0	0	0	0	14	0	7	0	0	0	0	0	37	34	38	18	0	16	11	0	14	10	0	7	0	0	43	0	0	0	20	0	36	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	24	0	0	0	59
assemblage-415-630	0	0	0	0	29	0	11	0	0	0	0	0	33	8	22	29	0	29	46	0	11	0	0	0	0	0	22	0	0	0	19	14	24	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	13	10	0	0	64
assemblage-478-729	6	0	0	0	0	21	0	23	7	23	0	0	0	0	4	16	0	0	0	0	0	0	8	0	12	0	0	26	0	32	0	0	0	44	0	0	0	14	24	0	5	19	0	0	69	5	0	0	0	0	47	23	0	72
assemblage-340-403	0	19	6	14	26	0	0	0	0	0	0	0	27	6	38	55	0	0	0	0	0	0	0	0	8	0	0	0	0	0	77	0	14	0	0	0	0	0	0	0	0	0	0	0	56	0	36	20	0	20	12	0	0	58
assemblage-387-535	0	23	3	15	30	0	0	0	0	0	0	0	24	3	30	51	0	0	0	0	0	0	0	0	13	0	0	0	0	0	89	0	9	0	0	0	0	0	0	0	0	0	0	0	58	0	34	14	0	42	11	0	0	42
assemblage-488-519	0	22	8	22	19	0	0	0	0	0	0	0	29	13	28	59	0	0	0	0	0	0	0	0	12	0	0	0	0	0	88	0	18	0	0	0	0	0	0	0	0	0	0	0	54	0	42	15	0	19	13	0	0	39
assemblage-527-566	0	0	0	0	34	0	0	0	0	0	0	0	20	18	12	57	0	12	7	0	0	0	0	0	10	0	0	0	0	0	61	0	17	0	0	0	0	0	0	9	0	0	0	0	109	0	27	7	0	28	7	0	0	65
