Assemblage_Name	4655917-4265420-7649531	0-4-8235043	6209716-0-8185053	1-0-739105	4-649363-5643242	1-1-9777838	0-0-7649531	1243314-0-8943600	1-218514-3310582	0-4-9104693	5433885-6214186-1	6832936-0-8875078	9172571-0-8875078	5433885-6214186-7554319	1-1-1	1-0-8185053	9963407-0-8875078	2-6214186-1	2-9063681-0	4-4-2405380	2-1613979-3733654	3-0-8875078	8876226-0-8875078	2-1613979-1905501	7096596-0-3310582	0-4-3	4-649363-6047769	3-5426170-8875078	0-5737548-9104693	4-9449060-5643242	2-7831762-1	5433885-2253590-1	4-951884-5643242	2-0-1	1-0-8943600	2-4951006-1289580	6531447-649363-5643242	2026389-3206116-5643242	1-0-3310582	2-1613979-0	5433885-6214186-2808782	3730958-4-9104693	2-1372244-639133	5433885-6214186-2837340	3743906-4-359417	6620803-0-8943600	1-0-7463177	1-4770326-1	1183167-649363-5643242	4-4-5643242	4-3206116-5643242	3743906-4-9955979	4-1-2	4-649363-1818432	2-3487489-1	2-9063681-639133	2672203-7033830-3310582	3755377-1-1	9759934-4770326-1	1-0-279959
assemblage-558-310	0	0	0	0	0	0	33	0	0	23	0	0	0	0	31	0	0	0	0	48	26	38	0	0	0	10	0	0	0	0	0	0	13	11	0	0	0	0	147	15	0	0	0	0	7	0	0	4	0	9	0	4	19	0	4	0	0	7	0	51
assemblage-605-473	0	0	0	0	0	0	42	0	0	28	0	3	0	0	30	0	0	0	0	35	3	30	0	0	0	20	0	0	0	0	0	0	7	19	0	0	0	0	136	10	0	0	0	0	6	0	0	13	0	7	0	12	13	0	8	0	0	8	0	47
assemblage-565-445	0	10	0	0	70	0	0	0	0	15	41	0	0	0	19	4	0	66	0	0	0	14	7	0	0	0	0	0	55	0	0	0	0	0	79	0	0	10	25	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
assemblage-502-519	0	24	0	0	53	0	0	0	8	0	8	0	0	0	29	0	0	64	0	0	0	0	5	0	0	0	6	0	42	0	0	17	0	0	77	0	0	4	17	27	26	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	61
assemblage-318-446	0	19	6	0	64	0	0	0	13	0	6	0	0	0	36	0	0	41	0	0	0	0	9	0	0	0	18	0	33	0	0	15	0	0	76	0	0	4	20	24	18	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	58
assemblage-402-587	0	13	8	0	77	0	0	0	0	7	43	0	0	4	8	17	0	51	0	0	0	6	23	0	0	0	0	0	75	0	0	0	0	0	35	0	7	23	22	21	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	44
assemblage-496-480	0	13	0	0	0	0	23	0	0	15	0	34	13	0	28	0	6	42	15	42	3	12	0	5	0	22	0	0	0	0	3	0	0	13	19	9	0	0	58	23	0	0	0	0	0	0	15	0	0	16	0	0	3	0	0	0	0	0	0	68
assemblage-417-583	10	21	0	7	0	0	61	10	0	23	0	14	0	0	23	0	0	37	18	13	0	20	0	0	0	8	0	2	0	0	23	0	0	6	17	0	0	0	30	20	0	0	0	0	0	0	0	0	0	33	5	0	0	0	0	0	0	0	15	84
assemblage-641-508	0	9	0	0	0	0	27	0	0	9	0	39	2	0	27	0	0	26	0	32	18	42	0	6	9	14	0	0	0	0	0	0	10	12	0	4	0	0	80	20	0	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0	0	0	0	93
assemblage-514-397	0	0	0	0	0	0	21	0	0	13	0	27	8	0	35	0	9	16	0	44	26	30	0	0	7	17	0	0	0	0	0	0	27	10	0	4	0	0	101	17	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	7	0	58
assemblage-477-268	0	13	0	0	0	0	28	0	0	18	0	22	7	0	22	0	6	38	31	23	0	19	0	4	0	21	0	0	0	0	0	0	10	24	15	10	0	0	48	16	0	0	0	0	0	0	23	0	0	16	3	0	12	0	0	0	0	0	8	59
assemblage-541-414	0	17	0	0	54	11	0	0	0	42	0	5	0	0	9	0	0	53	8	0	0	19	0	0	0	4	0	0	18	0	0	0	0	0	95	0	0	11	20	52	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	4	10	0	0	42
assemblage-437-342	0	13	0	0	84	9	0	0	0	13	22	0	0	0	15	8	0	60	0	0	0	15	8	0	0	0	0	0	46	0	0	0	0	0	81	0	0	16	17	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	50
assemblage-494-373	0	20	0	0	0	0	33	0	0	45	0	3	0	0	40	0	0	44	37	23	0	12	0	0	0	8	0	0	10	0	7	0	0	13	33	0	0	0	5	33	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	12	0	0	0	62
