Assemblage_Name	2-6810477-3	4-3-1406808	9763466-4-2	3958873-3-1406808	3-1-1	4-670589-1406808	8168216-670589-1406808	4-5991310-6442575	4-1666091-4348417	5706635-3-1406808	9842957-4217285-3	5341854-670589-1406808	8168216-1330712-1406808	1675745-670589-1406808	5941695-2176856-1323112	6656403-4177258-1406808	4-3153817-1323112	4114951-670589-1406808	4-3084664-4348417	4-1-2596273	832206-1-0	4-2176856-1323112	3-5989852-8106915	7889678-670589-1406808	4-4177258-1406808	1-4-2	2-4217285-3	3-1005576-1	3-1-9925626	3-1-9001999	4-1-0	6211330-1-560838	5706635-3-2912980	4-3-4348417	4-3153817-5358942	689884-1-0	3-0-1	6582495-670589-7949142	4-695807-1406808	1581306-3-1406808
assemblage-673-568	0	61	56	16	62	31	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	11	0	0	0	0	86	19	0	9	0	29	17	0	0	29
assemblage-616-507	11	57	49	0	32	25	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	0	0	0	44	14	9	0	0	67	22	0	13	0	46	6	0	14	50
assemblage-409-524	0	0	0	0	19	165	111	0	10	22	0	7	10	3	0	0	7	0	5	12	0	39	0	0	0	0	0	0	0	0	19	0	14	13	0	0	0	0	0	44
assemblage-507-435	0	0	0	0	0	82	160	0	0	0	0	0	0	0	0	0	0	35	33	5	0	41	0	11	10	0	0	0	0	0	81	0	8	0	0	0	0	0	0	34
assemblage-463-336	0	89	28	21	82	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	79	14	0	18	0	23	6	0	0	54
assemblage-676-543	0	73	20	7	61	48	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	6	158	8	0	3	0	0	0	0	0	35
assemblage-471-550	0	39	0	13	14	109	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	102	4	0	0	0	0	0	0	7	90	0	16	13	0	0	0	0	0	57
assemblage-652-467	0	0	0	0	0	73	145	0	0	0	0	0	0	0	0	31	0	11	68	0	10	32	0	20	14	0	0	0	0	0	63	0	0	0	0	0	0	15	0	15
assemblage-596-514	0	12	0	0	24	126	130	0	15	11	0	18	10	4	0	0	13	0	9	9	0	37	0	0	0	0	0	0	0	0	20	0	20	10	0	0	0	0	0	32
assemblage-584-383	0	0	0	0	0	82	157	0	0	0	0	0	0	0	0	0	0	24	40	13	0	30	0	8	14	0	0	0	0	0	76	0	6	0	10	0	0	0	0	40
assemblage-448-485	0	29	0	0	8	114	31	0	9	17	0	0	0	0	7	0	0	0	0	39	0	66	8	0	0	0	0	0	4	0	66	0	28	36	0	0	0	0	0	38
assemblage-478-510	0	0	0	0	22	79	123	0	11	8	0	0	0	7	0	0	8	0	49	7	0	53	0	0	0	0	0	0	0	0	53	0	17	7	6	0	0	0	0	27
assemblage-607-536	16	56	52	0	25	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	40	14	7	0	0	101	28	0	0	0	38	5	0	6	45
assemblage-593-417	0	0	0	0	0	70	140	0	0	0	0	0	0	0	0	0	0	28	51	2	7	43	0	11	10	0	0	0	0	0	89	0	0	0	8	0	0	0	0	30
assemblage-575-668	0	82	43	18	80	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	11	0	0	0	0	81	4	0	10	0	21	10	0	0	36
assemblage-538-547	0	35	0	0	21	87	17	0	0	16	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	5	119	0	13	17	0	0	0	0	0	59
assemblage-484-666	0	0	0	0	14	79	161	0	5	0	0	0	0	7	0	0	0	0	59	5	0	44	0	0	0	0	0	0	0	0	56	0	14	9	9	0	0	0	0	38
assemblage-362-460	0	54	12	15	59	66	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	7	140	7	0	6	0	7	0	0	0	36
assemblage-504-504	0	0	0	0	3	56	157	0	14	0	0	0	0	0	0	0	0	0	66	0	0	52	0	0	0	0	0	0	0	0	58	0	41	5	0	0	0	0	0	48
assemblage-571-521	0	20	0	0	32	130	87	2	11	26	0	15	0	0	0	0	0	0	0	19	0	27	0	0	0	0	0	0	6	0	30	0	12	47	0	0	0	0	0	36
assemblage-424-635	0	25	0	0	0	94	42	0	0	12	0	0	0	0	9	0	4	0	0	20	0	78	13	0	0	0	0	0	8	0	78	0	19	46	0	0	0	0	0	52
assemblage-438-372	0	0	0	0	0	76	144	0	0	0	0	0	0	0	0	40	0	16	61	0	5	28	0	26	13	0	0	0	0	0	59	0	0	0	0	0	0	18	0	12
assemblage-649-515	0	21	0	0	18	118	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	104	2	0	0	0	0	0	0	13	107	0	24	23	0	0	0	0	0	35
assemblage-581-468	0	11	0	0	21	138	70	5	6	35	0	6	8	0	0	0	13	0	0	27	0	31	0	0	0	0	0	0	0	0	39	0	15	43	0	0	0	0	0	32
assemblage-507-514	0	0	0	0	0	50	147	0	0	0	0	0	0	0	0	23	0	10	84	0	12	27	0	32	14	0	0	0	0	0	69	0	0	0	0	0	0	4	0	21
assemblage-615-470	0	30	0	0	26	113	76	8	15	36	0	22	7	0	0	0	8	0	0	14	0	41	0	0	0	0	0	0	5	0	32	0	6	28	0	0	0	0	0	23
assemblage-340-370	8	63	51	0	35	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	26	0	0	0	48	16	8	0	0	55	28	0	12	0	32	17	0	11	32
assemblage-493-366	0	29	0	0	0	126	39	0	7	13	0	0	0	0	10	0	0	0	0	29	0	71	0	0	0	0	0	0	7	0	83	0	15	27	0	0	0	0	0	44
assemblage-779-734	0	70	16	16	62	40	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	109	13	0	0	0	4	4	0	0	37
assemblage-470-433	0	0	0	0	35	125	123	0	9	12	0	0	16	3	0	0	0	0	6	21	0	41	0	0	0	0	0	0	0	0	23	0	22	5	0	0	0	0	0	47
