Assemblage_Name	2-8820611-7102447	3673796-1-3	79096-4-9223646	7347025-3-0	4-2776581-5485096	3673796-1-8998437	3-2-3	2702122-2776581-0	2-1557203-4	3-3-0	1-4168790-8693638	1323152-3-4286526	6070819-4-431867	1-4-1274353	3673796-8847308-8998437	9627451-3-1	4-9313164-9154471	1-4168790-1	1323152-7882437-4286526	4-2776581-0	4-2776581-9154471	7961692-3-0	5956986-4-9628573	1323152-3-0	4-3-0	4-2776581-8487496	1025219-3-4286526	1-1799178-1	2-3-1	9627451-3-8036519	1658019-3-0	8070292-3-0	4-2776581-3642900	1323152-3-2161880	5956986-4-1274353	3-3-774170	2-4911739-4	8676272-3-1	1-4-3	3673796-1-3473921	6850292-8059902-5915075	3601972-2776581-8487496	2-8820611-4	6030638-9313164-9154471	4-2776581-6867674	2730607-1-8998437	1-4-9223646	6551674-2776581-8487496	4-2776581-4941746	3-9371550-0	4-1063165-0	2639167-8820611-4	3673796-5175899-8998437
assemblage-702-358	24	0	0	0	13	56	0	0	17	25	0	0	0	0	0	0	0	0	0	42	49	0	0	71	15	0	0	4	0	0	0	2	19	14	0	0	0	8	0	0	0	0	22	0	24	4	26	0	0	6	0	0	59
assemblage-411-672	0	0	0	30	0	23	0	5	0	34	0	0	0	0	0	29	0	0	0	91	20	5	0	17	33	0	0	27	11	0	0	0	0	0	13	17	0	0	3	0	5	0	72	0	0	0	16	0	0	0	0	0	49
assemblage-499-650	3	0	0	0	0	45	0	0	3	21	0	0	0	0	0	6	0	0	0	70	42	0	0	65	45	0	0	16	0	0	0	0	0	0	6	0	0	11	0	7	0	0	35	0	21	0	12	0	0	24	0	0	48
assemblage-472-658	0	0	0	9	0	20	29	0	0	59	14	0	0	6	0	30	0	0	0	80	0	7	0	11	24	0	0	20	16	0	0	0	0	0	9	15	0	0	9	0	7	0	48	0	0	0	0	0	10	0	0	6	53
assemblage-489-343	13	0	0	0	9	54	0	0	19	14	0	0	0	0	0	0	0	0	0	67	54	0	0	38	10	0	0	5	0	0	0	7	15	0	11	0	8	13	0	0	0	0	13	0	20	7	14	0	0	15	0	0	84
assemblage-618-649	16	0	0	0	28	42	0	0	0	0	0	53	6	0	9	0	6	0	0	61	28	0	0	85	0	27	0	21	0	0	11	0	0	0	0	0	0	0	0	0	0	11	17	0	28	0	0	0	0	0	0	0	46
assemblage-385-572	0	17	0	0	0	14	26	0	0	9	7	0	0	26	0	36	0	14	0	85	0	12	0	0	63	0	0	23	8	0	0	0	0	0	0	6	0	0	5	0	0	0	39	0	0	0	0	0	29	0	8	8	64
assemblage-508-408	18	0	0	0	0	31	0	0	0	15	0	0	0	0	0	10	0	0	0	74	24	0	11	59	48	0	0	14	0	0	0	6	10	8	13	0	4	0	0	7	0	0	40	0	35	0	12	0	0	10	0	0	51
assemblage-633-584	4	0	0	0	5	9	0	0	0	0	0	108	49	0	0	0	5	0	14	39	0	0	0	22	0	28	25	6	0	0	15	0	0	0	0	0	0	0	0	0	0	0	21	20	43	0	0	6	0	0	0	0	70
assemblage-445-476	14	0	0	0	0	48	0	0	8	17	0	0	0	0	0	6	0	0	0	76	31	0	0	56	44	0	0	23	0	0	0	0	1	0	6	0	11	5	0	4	0	0	41	0	22	0	13	0	0	24	0	0	38
assemblage-380-571	23	0	15	0	27	89	0	0	4	0	0	13	0	0	0	0	0	0	0	33	43	0	0	90	0	8	0	24	0	14	0	0	9	0	0	0	0	10	0	0	0	2	12	0	27	6	0	0	0	0	0	0	39
assemblage-461-558	0	0	0	23	0	44	0	4	0	39	0	0	0	0	0	15	0	0	0	83	23	14	0	20	22	0	0	27	0	0	0	0	0	0	11	16	0	0	7	0	6	0	63	0	0	0	24	0	0	0	0	0	40
assemblage-489-624	31	0	16	0	21	62	0	0	0	0	0	8	0	0	0	0	0	0	0	45	50	0	0	70	0	29	0	15	0	6	0	0	15	0	0	0	0	17	0	0	0	0	23	0	21	0	0	0	0	0	0	0	71
assemblage-544-495	13	0	0	0	36	25	0	0	0	0	0	108	21	0	13	0	16	0	0	58	0	0	0	50	0	11	0	9	0	0	17	0	0	0	0	0	0	0	0	0	0	0	14	0	31	0	0	9	0	0	0	0	69
assemblage-634-469	9	0	0	0	0	31	0	0	0	38	0	0	0	0	0	9	0	0	0	75	33	6	0	25	39	0	0	33	0	0	0	0	0	0	24	20	0	0	0	0	0	0	71	0	15	0	30	0	0	0	0	0	39
assemblage-362-460	0	0	0	19	0	45	0	0	0	34	0	0	0	0	0	10	0	0	0	80	11	17	0	21	34	0	0	33	9	0	0	0	0	0	15	19	0	0	11	0	3	0	71	0	0	0	16	0	0	0	0	0	50
