Assemblage_Name	5714144-2-2	7782119-2-0	1-2-3078652	2307670-7634212-1	1-2-5048973	4-1612912-0	4-2-6536330	2307670-3-8584371	3-2360391-0	4-5265452-0	1756019-1376715-0	1-6108526-3078652	1-1-2	1-113770-2	9117045-1376715-0	210748-6294759-659272	8800037-1376715-0	0-0-4	0-0-3	210748-1376715-4149471	3-1376715-5873797	2198512-2-0	3-161504-0	0-3-0	2307670-6105147-1	1-2-2	1-2-4	1-8808924-2	0-0-135909	210748-6597144-0	210748-1376715-0	210748-1376715-557274	1-2-2857724	3-1376715-9079443	1-3-1	4-2-0	1-2-3075251	3-4-3	3-5407582-0	344050-2-2	2307670-3985964-1	210748-1376715-659272	1-638731-2	0-3-980271	4-2-8996639	3-0-97815	2307670-3-1	8800037-5049214-0	3-0-0	1-2-518940	7775508-2-2	3-8592064-3	4267967-6105147-1	3-1376715-0	6688287-6105147-1	8768666-3-1	3060250-1376715-0	9730435-0-0	5887318-2-2
assemblage-581-474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	10	0	0	2	0	0	75	0	0	0	0	103	0	0	0	0	85	0	0	0	0	0	0	0	0	2	0	116	0	0	5	0	0	0	12	11	0	0	0	39
assemblage-227-549	0	7	18	0	0	0	0	0	0	0	0	11	0	5	0	0	16	0	0	0	0	0	0	0	8	97	25	0	0	0	86	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	45	9	0	0	0	5	0	96	0	0	0	0	22
assemblage-606-491	0	4	18	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	0	0	0	0	0	0	6	108	27	0	0	0	82	0	0	0	2	37	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	10	0	110	0	0	0	0	25
assemblage-673-568	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	27	0	0	0	0	0	22	0	106	20	0	11	0	0	0	0	12	47	34	0	8	0	0	0	0	0	0	0	9	0	0	34	0	0	0	0	132	0	0	0	0	26
assemblage-702-358	0	0	18	0	0	0	0	0	0	0	0	7	0	6	0	0	29	0	0	0	0	0	0	0	16	112	19	0	0	0	69	5	0	0	0	52	0	0	0	0	0	0	0	0	0	0	49	6	0	0	0	11	0	74	0	0	0	0	27
assemblage-494-372	0	5	14	0	0	0	0	0	0	0	0	9	0	14	0	0	27	0	0	0	0	0	0	0	9	119	22	0	0	0	74	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	42	5	0	0	0	5	0	90	0	0	0	0	24
assemblage-558-310	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	37	10	0	0	0	0	18	0	75	31	0	0	0	0	0	0	0	30	37	0	20	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	100	0	10	0	0	31
assemblage-497-574	0	0	26	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	100	8	0	0	0	16	0	0	0	72	54	6	11	0	0	0	0	0	0	0	0	29	0	0	0	0	9	0	123	0	0	0	0	27
assemblage-605-473	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	27	8	0	0	0	0	10	0	54	29	0	0	0	0	0	0	9	34	36	0	16	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	108	0	14	0	0	33
assemblage-348-355	0	0	15	0	6	10	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	4	0	120	32	0	0	0	7	0	0	0	85	32	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	129	0	9	0	0	25
assemblage-616-507	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	36	9	0	0	0	0	12	0	49	18	0	0	0	0	0	0	10	36	38	0	6	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	137	0	8	0	0	20
assemblage-532-354	0	0	18	0	20	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	144	6	0	0	0	22	0	0	0	46	61	8	26	0	0	0	0	0	0	0	0	19	0	0	0	0	10	0	80	0	12	0	0	19
assemblage-363-547	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	19	0	99	28	0	13	0	0	0	0	11	53	39	0	16	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	137	0	0	0	0	24
assemblage-529-629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	3	0	0	0	0	0	82	0	0	0	0	96	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	112	0	0	8	0	0	0	17	22	0	0	0	34
assemblage-707-574	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	167	0	0	0	15	70	6	0	0	0	76	0	0	0	0	0	8	0	0	0	0	38	0	0	0	0	0	0	37	7	0	27	0	31
assemblage-363-465	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	22	0	0	0	0	0	30	0	104	25	0	9	0	0	0	0	11	58	33	0	9	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	121	0	0	0	0	32
assemblage-368-631	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	107	10	0	0	19	69	18	0	0	0	84	0	0	0	0	0	9	0	0	0	0	33	0	0	0	0	10	0	65	0	0	0	0	41
assemblage-411-672	0	0	18	0	4	11	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	1	0	106	32	0	0	0	11	0	0	0	83	45	0	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	115	0	7	0	0	33
assemblage-348-464	0	0	19	0	16	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	99	32	0	0	0	12	0	0	0	66	43	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	125	0	8	0	0	43
assemblage-698-498	0	0	26	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	141	9	0	0	0	24	0	0	0	58	48	17	13	0	0	0	0	0	0	0	0	32	0	0	0	0	6	0	90	0	0	0	0	25
assemblage-497-493	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	24	0	116	29	0	6	0	0	0	0	16	41	35	0	14	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	133	0	10	0	0	21
assemblage-409-524	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	99	27	0	0	28	87	6	0	0	0	63	0	0	0	0	0	10	0	0	0	0	30	0	0	0	0	5	0	60	0	0	0	0	41
assemblage-696-326	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	38	11	0	0	0	0	21	0	64	28	0	0	0	0	0	0	6	29	40	0	6	0	0	0	0	0	10	0	0	0	0	51	0	0	0	0	112	0	6	0	10	12
assemblage-404-579	0	0	25	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	107	12	0	0	0	15	0	0	0	64	71	5	14	0	0	0	0	0	0	0	0	29	0	0	0	0	19	0	92	0	0	0	0	28
assemblage-596-514	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	122	16	0	0	17	89	19	0	0	0	87	0	0	0	0	0	11	0	0	0	0	27	0	0	0	0	7	0	65	0	0	0	0	10
assemblage-387-549	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	122	6	0	0	20	106	6	0	0	0	73	0	0	0	0	0	18	0	0	0	0	38	0	0	0	0	0	0	48	0	0	16	0	21
assemblage-612-665	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	157	0	0	0	19	52	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	31	4	0	11	0	50
assemblage-432-615	0	0	25	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	117	8	0	0	0	12	0	0	0	64	59	2	15	0	0	0	0	0	0	0	0	30	0	0	0	0	19	0	96	0	0	0	0	34
assemblage-767-668	0	16	16	0	0	0	0	0	0	0	0	6	0	13	0	0	28	0	0	0	0	0	0	0	13	90	18	0	0	0	81	0	0	0	6	35	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	5	0	95	0	0	0	0	34
assemblage-525-510	0	0	28	0	0	0	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	13	92	21	0	0	0	79	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	100	0	0	0	0	43
assemblage-543-479	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	95	15	0	0	22	68	13	0	0	0	101	0	0	0	0	0	9	0	0	0	0	31	0	0	0	0	10	0	58	0	0	0	0	43
assemblage-275-306	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	102	18	0	0	35	72	10	0	0	0	85	0	0	0	0	0	7	0	0	0	0	31	0	0	0	0	8	0	61	0	0	0	0	28
assemblage-436-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	7	0	0	0	0	0	84	0	0	0	0	73	0	0	0	0	95	0	0	0	0	0	0	0	0	5	0	119	0	0	5	0	0	0	16	15	0	0	0	30
assemblage-535-590	0	5	18	0	0	0	0	0	0	0	0	10	0	10	0	0	25	0	0	0	0	0	0	0	8	112	21	0	0	0	61	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	19	0	101	0	0	0	0	23
assemblage-496-517	0	0	14	0	10	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	98	39	0	0	0	8	0	0	0	86	37	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	150	0	0	0	0	34
assemblage-511-550	7	0	13	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	119	31	0	0	0	6	0	0	0	73	42	0	4	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	125	0	0	0	0	36
assemblage-565-445	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	115	16	0	0	27	63	13	0	0	0	81	0	0	0	0	0	7	0	0	0	0	25	0	0	0	0	11	0	71	0	0	0	0	23
assemblage-392-520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	8	0	0	0	0	0	95	0	0	0	0	104	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	95	0	0	7	0	0	0	15	15	0	0	0	29
assemblage-529-483	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	31	8	0	0	0	0	13	0	84	22	0	0	0	0	0	0	12	32	41	0	12	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	121	0	8	0	4	20
assemblage-530-503	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	41	9	0	0	0	0	17	0	72	30	0	0	0	0	0	0	7	37	34	0	8	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	98	0	11	0	6	23
assemblage-663-385	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	35	13	0	0	0	0	17	0	51	25	0	0	0	0	0	0	7	44	24	0	22	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	117	0	12	0	6	23
assemblage-548-384	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	20	0	0	0	0	0	18	0	86	38	0	15	0	0	0	0	19	42	48	0	8	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	140	0	4	0	0	20
assemblage-499-650	0	0	45	0	0	0	0	0	0	0	0	10	0	4	0	0	22	0	0	0	0	0	0	0	0	126	16	0	0	0	21	0	0	0	17	58	0	3	0	0	0	0	0	0	0	0	58	0	0	0	0	16	0	80	0	0	0	0	24
assemblage-291-504	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	22	10	0	0	0	0	20	0	60	27	0	0	0	0	0	0	10	36	20	0	18	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	115	0	8	0	0	28
assemblage-436-466	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	108	12	0	0	17	101	10	0	0	0	80	0	0	0	0	0	13	0	0	0	0	39	0	0	0	0	0	0	40	0	0	29	0	26
assemblage-502-519	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	81	0	0	0	0	85	0	0	0	0	84	0	0	0	0	0	0	0	0	3	0	113	0	0	14	0	0	0	15	13	0	0	0	44
