Assemblage_Name	1-0-7852484	4655917-4265420-7649531	0-4-8235043	3-7878272-2	1-2644862-3310582	5017311-0-3199969	6209716-0-8185053	4-649363-271110	2-9063681-3701724	1-0-739105	5433885-6214186-6726111	4-649363-5643242	1341130-0-8943600	1-1-7196694	8803734-6214186-1	1-1-9777838	2-1613979-5261066	0-0-7649531	4971831-0-8875078	1243314-0-8943600	1-218514-3310582	4-649363-150844	0-4-9104693	2-1613979-1627432	4174474-0-1	1-0-986037	7096596-0-809460	4-4-1428740	5433885-6214186-1	6832936-0-8875078	9172571-0-8875078	2026389-9854493-5643242	5433885-6214186-7554319	1-1-1	1-0-8185053	9963407-0-8875078	2-6214186-1	2-9063681-0	2-4493482-0	7124993-0-8943600	4-4-2405380	2-1613979-3733654	3-0-8875078	8876226-0-8875078	2-1613979-1905501	9916902-4-359417	7096596-0-3310582	0-4-3	4-649363-6047769	4-1-4097019	3-5426170-8875078	4-4-4152324	2-3487489-1433072	0-5737548-9104693	4-9449060-5643242	6599431-5737548-9104693	1847982-4-8235043	4-3829152-2405380	4-4-715430	0-5737548-7794691	1-7033830-3310582	4-646973-5643242	2-7831762-1	5433885-2253590-1	4-951884-5643242	2-0-1	1-0-8943600	235435-649363-5643242	2-4951006-1289580	1-5760760-4	0-0-3678844	6531447-649363-5643242	2-9063681-9110589	2026389-3206116-5643242	1-0-3310582	2-1613979-0	0-2389478-9104693	5433885-6214186-2808782	5611894-9608982-8875078	133654-4-5643242	4-7432689-2405380	5017311-0-3310582	3730958-4-9104693	2-1372244-639133	5433885-6214186-2837340	8135070-4-2405380	3743906-4-359417	8876226-4837216-8875078	0-4-353949	9172571-0-6842828	4-4-4645047	6620803-0-8943600	0-4-4783251	1-0-7463177	1174078-5737548-9104693	1-4770326-1	1-0-7497843	1183167-649363-5643242	4-172741-5643242	3069535-0-8875078	1-8185733-3310582	3-4-2	8441012-0-7649531	9963407-0-7963202	2-6214186-1614059	0-4-5702325	7097074-0-7463177	4-4-5643242	8800678-2253590-1	6467559-649363-5643242	4-3206116-5643242	3743906-4-9955979	4-7743679-5643242	4-1-2	3-9608982-8875078	3171588-6214186-1	5303043-0-8943600	3-8836121-8875078	2865102-1613979-0	1-1-7886194	4-649363-1818432	2-3487489-1	2-9063681-639133	2913003-0-8943600	2672203-7033830-3310582	1-1-3868010	0-4758586-7649531	3-6690495-8875078	2-4-1	3755377-1-1	5551520-649363-5643242	1-5775990-3310582	0-0-4987103	651852-4-8235043	3-5426170-4867891	6349702-649363-1818432	0-9416239-8235043	9759934-4770326-1	1-0-279959
assemblage-616-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	34	0	0	0	0	0	0	13	0	0	0	30	0	0	0	0	0	0	41	12	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	6	0	0	0	0	0	108	24	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	50
assemblage-532-354	0	9	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	72	0	23	0	0	34	0	0	0	0	0	0	17	0	0	0	29	0	0	24	27	0	0	8	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	7	17	0	0	0	0	0	8	0	26	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	86
assemblage-363-547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	15	0	0	0	0	0	0	27	9	0	0	39	0	0	19	0	0	0	37	13	36	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	11	0	0	0	0	0	89	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	67
assemblage-529-629	0	0	15	0	0	0	3	0	0	0	4	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	32	0	0	58	0	0	0	0	0	0	8	0	0	0	0	16	0	0	0	0	57	0	0	0	0	0	0	0	0	0	9	0	0	72	0	0	0	0	0	0	4	12	30	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	50
assemblage-707-574	0	0	32	0	0	0	6	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	12	0	0	64	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	26	5	0	0	0	0	0	0	0	0	11	0	0	54	0	0	0	0	0	0	14	21	20	0	23	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
assemblage-363-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	24	0	0	0	0	0	0	38	13	0	0	33	0	4	34	0	0	0	33	16	20	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	0	9	0	0	0	0	0	68	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
assemblage-368-631	0	0	6	0	0	0	0	0	0	0	0	95	0	0	0	4	0	0	0	0	0	0	21	0	0	0	0	0	13	0	0	0	0	16	12	0	64	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	24	12	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-411-672	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	15	0	0	0	0	0	0	36	8	0	0	15	0	8	34	17	0	0	34	0	10	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	19	17	0	7	0	0	0	0	0	63	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	13	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
assemblage-348-464	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	20	0	0	0	0	0	0	46	8	0	0	28	0	7	22	24	0	0	23	0	24	0	7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	11	26	0	14	0	0	0	0	0	58	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	56
assemblage-698-498	0	20	19	0	0	10	0	0	0	11	0	0	0	0	0	0	0	43	0	14	0	0	25	0	0	0	0	0	0	23	0	0	0	29	0	0	37	32	0	0	18	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	23	0	0	0	0	0	3	0	45	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	55
assemblage-497-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	16	0	0	0	0	0	0	25	6	0	0	35	0	0	34	0	0	0	44	12	24	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	0	0	7	0	0	0	0	0	91	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	63
assemblage-409-524	0	0	6	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	14	0	0	0	0	25	13	0	50	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	57	0	0	0	0	4	0	0	0	0	0	0	0	86	0	0	0	0	0	0	11	15	18	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
assemblage-696-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	31	0	0	0	0	0	0	7	0	0	0	27	0	0	0	0	0	0	35	9	37	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	0	0	0	0	0	0	0	0	141	17	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	39
assemblage-404-579	0	17	15	0	0	4	0	0	0	4	0	0	0	0	0	0	0	52	0	13	0	0	30	0	0	0	0	0	0	14	0	0	0	33	0	0	46	18	0	0	13	0	13	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	31	0	0	0	0	0	7	0	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	70
assemblage-596-514	0	0	18	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	20	0	0	58	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	27	6	18	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
assemblage-387-549	0	0	14	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	4	7	14	0	45	0	0	0	0	0	16	31	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	6	0	40	27	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-612-665	0	0	15	0	0	0	10	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	11	0	0	42	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	14	0	0	55	0	0	0	0	0	0	16	45	28	0	28	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	37
assemblage-432-615	0	17	21	0	0	7	0	0	0	0	0	0	0	0	0	0	0	38	0	11	0	0	35	0	0	0	0	0	0	8	0	0	0	33	0	0	54	31	0	0	7	0	17	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	38	0	0	0	0	0	8	0	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	55
assemblage-767-668	0	0	15	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	7	0	0	0	14	0	0	48	7	0	0	0	0	18	0	0	0	0	14	0	0	0	0	0	32	0	0	0	0	5	0	0	0	0	0	0	0	79	0	0	0	0	0	0	5	30	40	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
assemblage-525-510	0	0	21	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	14	0	0	47	10	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	81	0	0	0	0	0	0	11	24	26	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	52
assemblage-543-479	0	0	8	0	0	0	0	0	0	0	0	72	0	0	0	5	0	0	0	0	0	0	29	0	0	0	0	0	21	0	0	0	0	20	13	0	67	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	18	11	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
assemblage-275-306	0	0	9	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	20	0	0	0	0	25	10	0	64	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	14	9	8	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-436-616	0	0	17	0	0	0	0	0	0	0	3	81	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	20	0	0	0	0	34	0	0	55	0	0	0	0	0	0	11	0	0	0	0	15	0	0	0	0	33	7	0	0	0	0	0	0	0	0	15	0	0	86	0	0	0	0	0	0	5	16	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
assemblage-535-590	0	0	19	0	0	0	0	0	0	12	0	55	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	9	0	0	0	7	0	0	51	11	0	0	0	0	10	0	0	0	0	11	0	0	0	0	0	30	0	0	0	0	7	0	0	0	0	0	0	11	72	0	0	0	0	0	0	8	20	35	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	49
assemblage-496-517	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	27	8	0	0	29	0	11	38	26	0	0	32	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	15	0	9	0	0	0	0	0	68	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	59
assemblage-511-550	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	7	0	0	0	15	0	0	0	0	0	0	42	11	0	0	37	0	6	21	10	0	0	29	9	19	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	7	27	0	6	0	0	0	0	0	58	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	67
assemblage-565-445	0	0	10	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	19	4	0	66	0	0	0	0	0	14	7	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	10	25	19	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
assemblage-392-520	0	0	21	0	0	0	6	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	18	0	0	59	0	0	0	0	0	0	6	0	0	0	0	10	0	0	0	0	41	0	0	0	0	0	0	0	0	0	10	0	0	80	0	0	0	0	0	0	6	8	19	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	66
assemblage-529-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	22	0	0	0	0	0	0	12	0	0	0	31	0	0	0	0	0	0	41	9	26	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	6	0	0	0	0	0	126	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	9	0	0	0	14	0	21	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0	40
