Assemblage_Name	4301618-3-1	966978-2216770-3	2263114-8403351-3	5473498-3-4876038	4-6050819-0	9303804-4641444-3	1-3-4876038	3121009-4-3	1832580-1046559-3	4-1-2632959	8965143-0-3	6474371-4-3	7548594-3-1	966978-5872756-3	9491039-3-1	1-8789010-1	1-3-285272	9303804-4-1519138	1-4-6930233	31689-4-5910369	1-1676979-3	1-4-6273992	1-1443946-3	1-7032431-1	1-4551189-1	8330911-4-3	5007301-4-5910369	6618053-4693009-4876038	1-4-6744212	1-5668141-3	4328871-3-1	0-0-3	1-9113436-5910369	1-4-5910369	5680517-4-3	1-362613-3	9303804-4-3456253	7035065-3-1	1-4-1383148	6456539-4-5910369	1-4-5197198	1-4-5751523	2329216-0-3	8795687-4-3	1-5230202-3	2-2-1	152082-4-3	8251099-4-3	1-3-8164662	9707522-3-1	4-520309-0	1-3-9304164	1-3-1	2-8852973-1	1-3699611-3	2263114-4557883-3	1832580-4-3	1832580-1148622-3	1-4-3	5614429-3-1	4184380-4-3	1-4-7121227	1-4864416-1	3050237-4-3	1-147071-4876038	1-6041815-3	6618053-3-4876038	1-6073972-3	2524837-3820565-1	5075875-4-3	4-1-0	966978-4-3	152082-4-4563955	836909-4-3	2263114-4-3	1-4-2453527	1-3-5034828	6664822-4-3	9670416-6073972-3	1-3-8187886	9303804-4-3	1-5590524-1	4-5463324-0	312703-4-3
assemblage-318-446	0	0	0	0	0	10	45	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	65	0	0	6	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	59	0	0	15
assemblage-591-436	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	109	0	0	0	0	0	182	0	0	10	0	10	0	0	0	20	0	0	37	0	0	0	31	0	0	0	0	0	19	0	0	28
assemblage-296-526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	59	0	0	0	0	0	140	0	0	34	0	0	0	0	0	0	0	0	85	38	0	5	0	0	0	0	0	0	0	0	0	46
assemblage-266-508	0	0	0	7	0	6	72	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	85	0	0	19	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	60	0	0	13
assemblage-695-531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	20	0	136	0	0	0	0	0	0	0	0	27	0	0	10	0	0	0	32	0	0	0	0	0	44	0	0	34
assemblage-388-522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	152	0	0	0	0	0	212	0	0	0	0	0	0	0	0	20	0	0	8	0	0	0	21	0	0	0	0	0	34	0	0	30
assemblage-402-587	0	0	0	16	0	29	22	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	10	0	0	0	0	15	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	135	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	54	0	0	19
assemblage-648-678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	65	0	0	0	0	0	166	0	0	33	0	0	0	0	0	0	0	0	80	7	0	6	9	0	0	0	0	0	14	0	0	31
assemblage-457-430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	67	0	0	0	0	0	195	0	0	31	0	0	0	0	0	0	0	0	71	11	0	0	23	0	0	0	0	0	7	0	0	21
assemblage-676-543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	132	0	0	0	0	0	187	0	0	8	0	7	0	0	0	14	0	0	38	0	0	0	22	0	0	0	7	0	9	0	0	34
assemblage-518-329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	135	0	0	0	0	0	206	0	0	0	0	8	0	0	0	34	0	0	10	0	0	0	15	0	0	0	0	0	23	0	0	32
assemblage-658-550	0	0	0	15	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	7	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	128	0	0	0	10	0	114	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	11	0	0	0	0	0	53	0	0	40
assemblage-720-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	45	0	0	0	0	0	161	0	0	25	0	0	0	0	0	0	0	0	92	26	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-413-510	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	152	0	0	0	29	0	124	0	0	0	0	0	0	0	0	27	0	0	14	0	0	0	46	0	0	0	0	0	44	0	0	24
assemblage-417-539	0	0	0	22	0	7	36	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	5	0	0	0	0	21	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	75	0	0	20
assemblage-549-367	0	0	0	10	0	23	51	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	37	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	77	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	45	0	0	25
assemblage-649-269	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	72	0	0	12	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	37	0	0	20
assemblage-685-459	0	0	0	7	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	5	0	0	0	42	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	133	0	0	0	7	0	114	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	19	0	0	0	0	0	47	0	0	26
assemblage-405-228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	148	0	0	0	21	0	135	0	0	0	0	0	0	0	0	35	0	0	13	0	0	0	44	0	0	0	4	0	45	0	0	14
assemblage-405-545	0	0	0	0	0	0	37	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	167	0	0	0	8	0	112	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	42	0	0	34
assemblage-549-340	0	0	0	14	0	18	37	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	78	0	0	7	0	0	107	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	80	0	0	22
assemblage-532-424	0	0	0	0	0	11	41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	66	0	0	13	0	0	93	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	109	0	0	0	0	0	72	0	0	9
assemblage-559-455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	48	9	0	0	0	0	160	0	0	37	0	0	0	0	0	0	0	0	80	29	0	0	0	0	0	0	0	0	3	0	0	38
assemblage-471-550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	240	0	0	0	0	0	0	5	0	25	0	0	9	0	0	0	28	0	0	0	0	0	22	0	0	33
assemblage-617-323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	232	0	0	0	0	0	0	0	0	30	0	0	7	0	0	0	19	0	0	0	7	0	39	0	0	44
assemblage-381-447	0	0	0	13	0	32	40	0	0	0	0	0	0	0	0	0	5	0	0	13	0	0	0	8	4	0	0	7	0	7	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	10	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	48	0	0	10
assemblage-457-537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	39	0	161	0	0	0	0	0	0	0	0	21	0	0	13	0	0	0	40	0	0	0	0	0	27	0	0	28
assemblage-559-518	0	0	0	0	0	0	12	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	35	0	78	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	33	0	0	0	0	0	45	0	0	45
assemblage-441-323	0	0	0	14	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	181	0	0	0	7	0	104	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	14	0	0	0	0	0	60	0	0	29
assemblage-572-411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	92	0	0	0	0	0	224	0	7	10	0	9	0	0	0	22	0	0	24	0	0	0	9	0	12	0	0	0	23	0	0	38
assemblage-470-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	64	0	0	0	0	0	134	0	0	42	0	0	0	0	0	0	0	0	102	49	0	0	0	0	0	0	0	0	11	0	0	26
assemblage-331-488	0	0	0	13	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	135	0	0	0	12	0	133	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	20	0	0	0	0	0	44	0	0	32
assemblage-456-628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	134	0	0	0	25	0	133	0	0	0	0	0	0	0	0	34	0	0	15	0	0	0	42	0	0	0	0	0	35	0	0	26
assemblage-652-467	0	0	0	0	0	6	63	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	77	0	0	12	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	56	0	0	18
assemblage-643-414	0	0	0	7	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	16	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	167	0	0	0	9	0	96	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	11	0	0	0	0	0	45	0	0	29
assemblage-595-664	0	0	0	18	0	11	35	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	5	4	0	0	0	0	18	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	135	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	76	0	0	24
assemblage-401-535	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	4	0	0	25	0	0	0	0	0	0	56	0	0	0	0	0	151	0	0	27	0	0	0	0	0	0	8	0	91	48	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-334-568	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	234	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	19	0	0	0	0	0	37	0	0	26
assemblage-340-439	0	0	0	0	0	12	52	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	80	0	0	6	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	50	0	0	15
assemblage-617-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	41	0	0	0	9	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	39	0	0	0	0	0	184	0	0	30	0	0	0	0	0	0	0	0	105	48	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-546-560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	75	0	0	0	0	0	193	0	0	23	0	0	0	0	0	0	0	0	79	4	0	0	20	0	0	0	0	0	6	0	0	26
assemblage-701-642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	127	0	0	0	0	0	210	0	0	9	0	5	0	0	0	24	0	0	27	0	0	0	18	0	6	0	0	0	12	0	0	28
assemblage-644-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	20	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	117	0	0	0	0	0	190	0	3	12	0	8	0	0	0	22	0	0	24	0	0	0	16	0	6	0	11	0	17	0	0	23
assemblage-395-617	0	0	0	14	0	6	40	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	118	0	0	16	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	31	0	0	6
assemblage-366-456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	56	0	0	0	0	0	154	0	0	47	0	0	0	0	0	0	0	0	86	32	0	0	0	0	0	0	0	0	0	0	0	43
assemblage-655-541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	8	0	219	0	0	0	0	0	0	0	0	28	0	0	5	0	0	0	23	0	0	0	0	0	39	0	0	32
assemblage-493-392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	105	0	0	0	0	0	237	0	0	5	0	10	0	0	0	36	0	0	26	0	0	0	13	0	3	0	0	0	10	0	0	20
assemblage-410-494	0	0	0	16	0	17	45	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	94	0	0	6	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	80	0	0	22
assemblage-545-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	0	0	0	106	0	0	0	0	0	197	0	0	9	0	7	0	0	0	14	0	0	34	0	0	0	16	0	5	0	0	0	27	0	0	21
assemblage-528-259	0	0	0	0	0	14	60	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	71	0	0	10	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	42	0	0	22
assemblage-390-298	0	0	0	8	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	5	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	139	0	0	0	11	0	145	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	19	0	0	0	0	0	43	0	0	11
assemblage-257-556	0	0	0	14	0	15	39	0	0	0	0	0	0	0	0	0	15	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	69	0	0	5	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	57	0	0	18
assemblage-380-571	0	0	0	4	0	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	152	0	0	0	7	0	105	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	20	0	0	0	0	0	64	0	0	30
assemblage-565-525	0	0	0	32	0	8	30	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	121	0	0	0	0	0	86	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	71	0	0	27
assemblage-462-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	73	0	0	0	0	0	182	0	0	36	5	0	0	0	0	0	0	0	72	13	0	0	5	0	0	0	0	0	10	0	0	22
assemblage-395-421	0	0	0	12	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	131	0	0	0	7	0	122	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	39	0	0	0	0	0	48	0	0	27
assemblage-489-343	12	0	0	0	0	0	21	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	127	0	0	0	25	0	116	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	42	0	0	0	0	0	62	0	0	26
assemblage-627-462	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	9	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	57	0	0	0	0	0	183	0	0	27	0	0	0	0	0	0	0	0	80	0	0	0	23	0	0	0	0	0	7	0	0	33
assemblage-584-383	0	0	0	14	0	27	34	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	89	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	43	0	0	27
assemblage-546-364	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	161	0	0	0	21	0	122	0	0	0	0	0	0	0	0	31	0	0	12	0	0	0	44	0	0	0	0	0	38	0	0	19
assemblage-499-459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	12	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	115	0	0	0	0	0	198	0	0	17	0	0	0	0	0	25	0	0	33	0	0	0	18	0	0	0	10	0	12	0	0	30
assemblage-458-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	78	0	0	0	0	0	179	0	0	36	0	0	0	0	0	0	0	0	73	2	0	0	0	0	0	0	0	0	14	0	0	33
assemblage-551-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	110	0	0	0	0	0	228	0	0	9	0	7	0	0	0	17	0	0	25	0	0	0	7	0	7	0	0	0	16	0	0	19
assemblage-731-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	136	0	0	0	20	0	138	0	0	0	0	0	0	0	0	40	0	0	16	0	0	0	41	0	0	0	0	0	35	0	0	16
assemblage-645-438	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	12	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	177	0	0	0	34	0	86	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	37	0	0	0	0	0	46	0	0	32
assemblage-416-479	0	0	0	19	0	28	52	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	67	0	0	20	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	51	0	0	12
assemblage-663-438	0	0	0	0	0	8	63	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	82	0	0	13	0	0	67	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	104	0	0	0	0	0	46	0	0	11
assemblage-511-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	129	0	0	0	27	0	156	0	0	0	0	0	0	0	0	36	0	0	13	0	0	0	54	0	0	0	0	0	27	0	0	28
assemblage-521-511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	44	5	0	0	0	0	152	0	0	47	0	0	0	0	0	0	0	0	84	48	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-618-649	0	0	0	23	0	7	34	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	5	7	0	0	0	0	17	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	82	0	0	20
assemblage-305-539	0	0	0	16	0	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	155	0	0	0	6	0	106	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	12	0	0	0	0	0	44	0	0	17
assemblage-576-492	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	30	0	117	0	0	0	0	0	0	0	0	26	0	0	20	0	0	0	44	0	0	0	0	0	23	0	0	21
assemblage-454-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	79	0	0	0	0	0	214	0	0	21	0	0	0	0	0	0	0	0	83	0	0	0	5	0	0	0	0	0	9	0	0	30
assemblage-387-655	0	0	0	29	0	8	34	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	5	9	0	0	0	0	7	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	106	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	32	0	0	0	0	0	82	0	0	15
assemblage-565-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	16	0	151	0	0	0	0	0	0	0	0	30	0	0	18	0	0	0	50	0	0	0	0	0	36	0	0	12
