Assemblage_Name	2-2868464-0	3334519-3-6583487	591085-3-7687979	2-4-944367	3387575-3-0	2171709-4-4	3-1-1	6690248-4-4323475	0-3802564-0	6690248-1684119-6203179	6690248-4-7397968	6690248-4-2	2-4-8675704	196116-4-7397488	262884-3-7687979	9966828-3-9764935	5500215-4-7501264	0-5439944-0	8098215-4-7397488	5286544-0-3	4-1830476-3	2564925-0-4751432	0-871089-0	4359799-4-4	260539-4-2	0-4-2	5513236-4-7397488	8511820-1-1	9476987-0-0	3334519-7708364-0	3334519-3-8246647	0-3-770454	4407389-4-4	2-4-9536064	4-0-9286420	2-5844722-0	2-0-0	0-3600479-0	0-3-0	3-1-7246196	126469-0-0	5500215-4-2	5671639-1-1730157	2-4-7021305	3747969-3-3	2-5922847-148946	2-4-1910252	3334519-2242214-0	2-4-1750298	2-9647367-0	1-3-7687979	5671639-1-1	2403504-4-2	8854338-4-4	1-3-2543661	2-9142920-4	6690248-3584389-6203179	6935400-1-1	5160504-0-0	5671639-1-7786448	5671639-1-2372850	348820-3-0	1-3-3	0-2-3454453	7693441-4-4	1-3-5741454	5500215-4-7397488	0-4836616-0	8135503-4-2	0-2-4	6690248-4-6203179	2-4-9523066	6608838-3-150812	9733990-4-9656703	3500984-3-2543661	3334519-3-3431795	9733990-4-4	6209585-4-6203179	8728641-4-9720976	4-0-3	1-7405205-3	5500215-4-656607	2-1385578-4	1-3-4	5500215-5663814-7397488	2-4-4	3334519-5913771-0	3334519-3-0	1-3-3139491	1821898-1-1	8055589-0-0	1575557-3-0	3334519-8872341-0	2564925-0-0	2903639-3-0	7778027-3-2543661
assemblage-616-507	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	13	53	0	0	62	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	27	0	0	0	23	0	0	0	0	2	0	34	0	7	0	0	0	0	0	0	0	30	0	0	0	50	0	42	0	0	0	0	0	0	0	0	0	36
assemblage-532-354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	16	0	57	0	0	95	0	0	10	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	90	0	9	0	0	0	0	0	0	0	41
assemblage-363-547	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	30	0	30	0	0	108	8	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	37	0	0	0	50	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	45	0	0	0	18	0	36	0	0	0	0	0	0	0	0	0	36
assemblage-529-629	0	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	38	0	0	10	0	0	0	0	0	0	0	0	20	76	0	0	21	0	9	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	6	0	0	5	0	96	0	0	0	0	21	10	0	66
assemblage-707-574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	11	57	0	0	8	0	8	0	0	0	0	0	0	0	0	9	67	0	0	0	26	0	0	0	0	0	0	27	0	0	0	0	5	0	0	26	0	137	0	0	0	0	6	5	0	48
assemblage-363-465	0	0	0	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	29	0	34	0	0	109	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	34	0	0	0	35	0	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	51	0	0	0	10	0	41	0	0	0	0	0	0	0	0	0	43
assemblage-368-631	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	4	0	0	41	0	23	18	0	0	0	13	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	22	0	0	15	40	0	0	0	26	0	0	0	0	0	0	0	0	11	0	0	0	0	0	93	0	85	0	0	0	18	0	0	0	29
assemblage-411-672	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	35	0	44	0	0	79	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	10	0	0	0	51	0	0	0	0	30	0	14	0	0	0	0	0	0	0	0	0	17	0	0	0	9	0	104	0	0	0	0	0	0	0	0	0	38
assemblage-348-464	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	47	0	43	0	0	107	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	6	8	0	0	38	0	0	0	0	26	0	7	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	41
assemblage-698-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	66	0	0	86	0	0	8	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	116	0	9	0	0	0	0	0	0	0	46
assemblage-497-493	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	0	52	0	0	109	4	11	0	0	0	0	0	0	0	18	0	0	0	0	0	0	35	0	0	0	34	0	0	0	0	8	0	33	0	0	0	0	0	0	0	0	0	34	0	0	0	27	0	47	0	0	0	0	0	0	0	0	0	26
assemblage-409-524	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	63	0	26	17	0	0	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	21	0	0	11	26	0	0	0	16	0	0	0	0	0	0	0	0	19	0	0	0	0	0	84	0	87	0	0	0	6	0	9	0	57
assemblage-696-326	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	7	51	0	0	50	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	21	0	0	0	26	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	33	0	0	0	54	0	51	0	0	0	0	0	0	0	0	0	50
assemblage-404-579	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	43	0	47	0	0	82	0	0	17	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	87	0	14	0	0	0	0	0	0	0	48
assemblage-596-514	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	56	0	29	29	0	0	0	14	0	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	14	0	0	9	48	0	0	0	29	0	0	0	0	0	0	0	0	12	0	0	0	0	0	85	0	81	0	0	0	10	0	12	0	24
assemblage-387-549	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	0	0	0	0	0	55	0	22	9	0	0	0	0	0	0	0	0	5	36	0	0	0	0	0	0	0	0	0	0	9	0	0	5	61	0	0	0	31	0	0	0	0	4	0	6	0	0	0	0	0	0	0	57	0	123	0	0	0	0	0	10	0	35
assemblage-612-665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	26	62	0	0	2	0	8	0	0	0	0	0	0	0	0	10	67	0	0	0	26	0	0	0	0	0	0	13	0	0	0	0	9	0	0	31	0	126	0	0	0	0	0	8	0	66
assemblage-432-615	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	14	0	74	0	0	82	0	0	13	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	29	0	0	0	6	21	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	90	0	11	0	0	0	0	0	0	0	43
assemblage-767-668	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	9	29	0	57	0	5	24	0	0	0	21	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	28	0	0	0	29	0	0	0	12	0	0	0	0	0	0	0	4	19	0	0	0	0	0	100	0	69	0	0	0	0	0	0	0	35
assemblage-525-510	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	13	44	0	60	0	6	22	0	0	0	19	0	0	0	0	0	28	0	0	0	13	0	0	0	0	0	0	27	0	0	0	24	0	0	0	10	0	0	0	0	0	0	0	0	15	0	0	0	0	0	105	0	60	0	0	0	0	0	0	0	37
assemblage-543-479	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	52	0	20	27	0	0	0	14	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	22	0	0	14	39	0	0	0	20	0	0	0	0	0	0	0	0	9	0	0	0	0	0	79	0	99	0	0	0	10	0	6	0	34
assemblage-275-306	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13	0	0	35	0	31	10	0	0	0	7	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	35	0	0	10	40	0	0	0	16	0	0	0	0	0	0	0	0	7	0	0	0	0	0	97	0	77	0	0	0	22	0	7	0	41
assemblage-436-616	0	0	0	0	10	0	0	0	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	0	0	19	0	0	0	0	0	0	0	0	10	71	0	0	22	0	15	7	0	0	0	0	0	0	0	6	68	0	0	0	0	0	0	0	24	0	0	4	0	0	0	0	20	0	0	21	12	73	0	0	0	0	16	0	0	46
assemblage-535-590	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	3	27	0	43	0	9	25	0	0	0	27	0	0	0	0	0	17	0	0	0	10	0	0	0	0	0	0	32	0	0	0	23	0	0	0	14	0	0	0	0	0	0	0	5	17	0	0	0	0	0	119	0	70	0	0	0	0	0	0	0	29
assemblage-496-517	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	40	0	47	0	0	97	0	0	6	0	0	0	0	0	0	41	0	0	0	0	0	0	15	0	0	0	37	0	0	0	0	25	0	17	0	0	0	0	0	0	0	0	0	23	0	0	0	6	0	89	0	0	0	0	0	0	0	0	0	30
assemblage-511-550	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	49	0	43	0	0	95	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	13	0	0	0	41	0	0	0	0	22	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	93	0	0	0	0	0	0	0	0	0	26
assemblage-565-445	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	49	0	15	22	0	0	0	12	0	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	15	0	0	6	46	0	0	0	30	0	5	0	0	0	0	0	0	16	0	0	0	0	0	83	0	68	0	0	0	19	0	0	0	32
assemblage-392-520	0	0	12	0	4	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	17	63	0	0	21	0	6	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	35	0	0	11	0	0	0	0	12	0	0	25	0	88	0	0	0	0	17	9	0	57
assemblage-529-483	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	45	9	59	0	0	50	7	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	23	0	0	0	27	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0	23	0	0	0	52	0	60	0	0	0	0	0	0	0	0	0	33
assemblage-530-503	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	52	15	43	0	0	60	13	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	28	0	0	0	24	0	0	0	0	7	0	19	0	0	0	0	0	0	0	0	0	25	0	0	0	43	0	59	0	0	0	0	0	0	0	0	0	47
assemblage-663-385	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	42	6	0	58	13	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	13	0	0	0	22	0	0	0	0	4	0	30	0	5	0	0	0	0	0	0	0	33	0	0	0	57	0	50	0	0	0	0	0	0	0	0	0	42
assemblage-548-384	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	45	0	0	119	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	24	0	0	0	46	0	0	0	0	13	0	29	0	0	0	0	0	0	0	0	0	30	0	0	0	13	0	52	0	0	0	0	0	0	0	0	0	47
assemblage-499-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	27	0	55	0	0	73	0	0	0	19	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	30	0	0	8	13	0	0	0	18	0	0	0	0	0	0	0	0	56	0	0	0	0	0	83	0	24	0	0	0	0	0	0	0	35
assemblage-291-504	6	0	0	0	0	0	31	0	0	0	0	0	0	0	0	7	0	0	0	0	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	45	3	47	0	0	61	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	15	0	0	0	20	0	0	0	0	11	0	29	0	4	0	0	0	0	0	0	0	21	0	0	0	35	0	58	0	0	0	0	0	0	0	0	0	39
assemblage-436-466	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	8	0	0	0	0	0	48	0	25	8	0	0	0	0	0	0	0	0	9	46	0	0	0	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	25	0	0	0	0	0	0	5	0	0	0	0	8	0	0	54	0	105	0	0	0	0	0	7	0	54
assemblage-502-519	0	0	0	0	8	0	0	0	0	0	0	0	17	0	0	0	3	0	6	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	35	0	0	11	0	0	0	0	0	0	0	0	19	69	0	0	16	0	2	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	9	0	0	10	3	89	0	5	0	0	26	0	0	55
assemblage-529-551	0	0	0	0	8	0	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	0	0	17	0	0	0	0	0	0	0	0	9	74	0	0	15	0	2	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	22	0	97	0	0	0	0	21	11	0	56
assemblage-472-658	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	0	29	0	0	127	8	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	27	0	0	0	36	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	54	0	0	0	21	0	39	0	0	0	0	0	0	0	0	0	33
assemblage-521-552	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	7	71	0	0	10	0	24	0	0	0	0	0	0	0	0	11	76	0	0	0	21	0	0	0	0	0	0	21	0	0	0	0	6	0	0	33	0	122	0	0	0	0	0	10	0	43
assemblage-507-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	15	64	0	0	5	0	17	0	0	0	0	0	0	0	0	11	78	0	0	0	22	0	0	0	0	0	0	21	0	0	0	0	8	0	0	37	0	111	6	0	0	0	0	8	0	42
assemblage-521-555	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	20	0	54	0	0	100	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	31	0	0	0	48	0	0	0	0	19	0	28	0	0	0	0	0	0	0	0	0	37	0	0	0	22	0	45	0	0	0	0	0	0	0	0	0	44
assemblage-444-561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	37	0	46	0	0	69	0	0	0	9	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	34	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	56	0	0	0	0	0	79	0	40	0	0	0	0	0	0	0	46
assemblage-463-336	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	24	0	54	0	0	126	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	36	0	0	0	52	0	0	0	0	14	0	25	0	0	0	0	0	0	0	0	0	35	0	0	0	19	0	46	0	0	0	0	0	0	0	0	0	33
assemblage-384-352	0	0	0	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	40	0	0	119	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	29	0	0	0	50	0	0	0	0	12	0	20	0	0	0	0	0	0	0	0	0	23	0	0	0	18	0	57	0	0	0	0	0	0	0	0	0	49
assemblage-527-523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	18	0	63	0	0	73	0	0	0	10	0	0	0	0	0	63	0	0	0	5	0	0	0	0	0	0	21	0	0	0	24	0	0	0	14	0	0	0	0	0	0	0	0	36	0	0	0	0	0	67	0	44	0	0	0	0	0	0	0	49
assemblage-432-479	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	36	0	51	0	4	23	0	0	0	20	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	35	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	5	24	0	0	0	0	0	80	0	68	0	0	0	0	0	0	0	30
assemblage-544-611	0	0	0	0	13	0	0	0	0	0	0	0	18	0	0	0	5	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	34	0	0	16	0	0	0	0	0	0	0	0	16	72	0	0	26	0	6	0	0	0	0	0	0	0	0	8	71	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	17	0	70	0	0	0	0	20	8	0	55
assemblage-550-465	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	32	0	48	0	0	118	7	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	38	0	0	0	52	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	0	43	0	0	0	24	0	28	0	0	0	0	0	0	0	0	0	36
assemblage-478-546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	14	0	56	0	0	90	0	0	19	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	100	0	12	0	0	0	0	0	0	0	63
assemblage-557-394	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	55	0	25	25	0	0	0	14	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	15	0	0	17	41	0	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	0	57	0	108	0	0	0	14	0	8	0	37
assemblage-371-326	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	31	24	0	0	0	18	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	37	0	0	15	51	0	0	0	6	0	5	0	0	0	0	0	0	9	0	0	0	0	0	62	0	85	0	0	0	15	0	6	0	44
