Assemblage_Name	2-7748413-143682	1-8856005-4496511	5938661-2-2	2-6128381-3	8273525-7621349-3	2-1266365-3	1674078-2-1	1-2220108-1	7011820-3-7078637	5651021-7194410-1270782	2-7885305-1270782	5827985-3-8190683	6396597-2-3	3-2338383-3	2-4-2493388	9413295-5713577-1270782	6248735-6128381-3	9104846-4-143682	4-837673-6423603	4-8592483-1	4-8626599-3	3-2-3	1-2-4335505	3-8185073-3	4-6724181-3	1464827-3-0	4-2-1500939	3231876-4-3	3559313-1-3	6652238-7621349-3	9413295-4-9333619	5100994-4-1270782	7367320-2-3	2-4-143682	2-737407-143682	5827985-3-0	2-4-3	4-2-7353485	4-8990699-1	4-2-9480375	1-2-1	4-2-2765993	4-3-0	1260061-4-143682	7192562-837673-7483800	2-2-1	2-4-6916402	0-787345-2	4-2-8413664	4-6104783-3	2-8340330-3	3849597-1-3	4-2-1064316	6652238-6272890-3	4-837673-3	2-7194410-1270782	0-2-2	2-4-2856861	2-2170712-143682	9413295-4-1270782	5138994-2-1	4-2-3	4-2-1	3559313-1-5258562	2-7882508-143682	2-2-7072932	2-4-1270782	1-2-4496511	6147432-2-3	5827985-3-7078637	9263013-2-3	2-4-8024483	2-4242436-3	2-7868930-3	4960978-3-5653739	2-8927348-143682	4-2-7538358	4-0-4	4960978-3-2	4-2-7776328	2433045-3-8190683	6396597-2-5533167	4-9679683-4	2-4-4968652	4-2-590978	6652238-7621349-441427	4-2-1901796
assemblage-616-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	31	29	0	0	0	6	0	50	40	0	0	0	23	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	17	0	42	27	0	0	0	70	6	0	0	0	0	0	0	7	0	0	15	18	0	0	0	0	0	0	0	37
assemblage-532-354	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	5	13	0	0	0	0	73	0	10	87	0	0	0	40	0	0	0	0	0	2	0	0	0	0	0	0	0	0	34	0	0	0	0	0	68	27	0	0	0	31	0	0	0	0	0	0	0	21	0	0	0	9	0	0	0	0	0	0	0	49
assemblage-363-547	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	26	0	0	0	50	0	19	42	0	0	0	33	0	42	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	27	0	46	24	0	0	0	48	28	0	0	0	0	0	0	11	0	0	0	15	0	0	0	0	0	0	0	37
assemblage-529-629	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	27	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	30
assemblage-707-574	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	126	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	188	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-363-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	38	0	24	57	0	0	0	17	0	32	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	21	0	58	30	0	0	0	59	16	0	2	0	0	0	0	9	0	0	0	12	0	0	0	0	0	0	5	58
assemblage-368-631	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	188	106	0	0	0	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	9	0	0	0	0	53
assemblage-411-672	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	19	11	0	0	0	55	0	18	80	0	0	0	29	0	44	0	0	0	9	0	0	0	0	10	0	0	0	13	0	0	0	11	0	90	16	0	0	0	19	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	28
assemblage-348-464	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	22	6	0	0	0	56	0	14	86	0	0	0	29	0	35	0	0	0	6	0	0	0	0	2	0	0	0	14	0	0	0	16	0	86	24	0	0	0	22	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	15	27
assemblage-698-498	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	94	0	12	60	0	0	0	50	0	6	0	0	0	10	0	0	0	0	0	0	0	0	29	0	0	0	0	0	75	31	0	0	0	22	0	0	0	0	0	0	0	10	0	0	0	5	10	0	0	0	0	0	0	63
assemblage-497-493	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	23	0	0	0	37	0	13	51	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	28	0	59	30	0	0	0	42	15	0	0	0	0	0	0	16	0	0	0	24	0	0	0	0	0	0	8	49
assemblage-409-524	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	79	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	216	99	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	53
assemblage-696-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	37	31	0	0	0	13	0	41	46	0	0	0	17	0	56	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	10	0	36	19	0	0	0	86	6	0	0	0	0	0	0	4	0	0	6	18	0	0	0	0	0	0	0	43
assemblage-404-579	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	86	0	21	84	0	0	0	32	0	0	0	0	0	4	0	0	0	0	11	0	0	0	31	0	0	0	0	7	68	27	0	0	0	28	0	0	0	0	0	0	0	23	0	0	0	10	5	0	0	0	0	0	0	45
assemblage-596-514	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	212	81	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	10	0	0	0	0	45
assemblage-387-549	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	100	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	223	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	35
assemblage-612-665	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13	117	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	228	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-432-615	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	10	0	0	0	0	69	0	27	101	0	0	0	49	0	3	0	0	0	7	0	0	0	0	0	0	0	0	39	0	0	0	0	0	67	16	9	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	32
assemblage-767-668	0	0	0	0	13	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	10	42	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	164	125	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	56
assemblage-525-510	7	0	0	0	10	0	0	0	0	0	0	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	143	122	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	49
assemblage-543-479	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	200	122	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	49
assemblage-275-306	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0	191	109	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	54
assemblage-436-616	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	27	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	29
assemblage-535-590	0	0	0	0	11	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	15	49	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	173	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-496-517	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	16	0	0	0	54	0	18	92	0	0	0	38	0	27	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	11	0	67	20	0	0	0	32	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	9	40
assemblage-511-550	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	56	0	13	109	0	0	0	43	0	23	0	0	0	4	0	0	0	0	1	0	0	0	14	0	0	0	17	0	78	10	0	0	0	26	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	7	46
assemblage-565-445	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	222	95	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	52
assemblage-392-520	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	36
assemblage-529-483	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	9	0	0	0	6	0	0	39	19	0	0	0	6	0	38	55	0	0	0	28	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	30	18	0	0	0	64	4	0	0	0	0	0	0	3	0	0	6	23	0	0	0	0	0	0	0	35
assemblage-530-503	0	0	0	0	0	0	0	0	0	0	7	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	26	28	0	0	0	11	0	53	46	0	0	0	31	0	82	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	16	0	32	17	0	0	0	50	6	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0	0	32
assemblage-663-385	0	0	0	0	0	0	0	0	0	0	5	0	0	0	23	0	0	0	0	0	0	14	0	0	0	0	0	0	22	28	0	0	0	15	0	47	42	0	0	0	20	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	42	18	0	0	0	68	4	0	0	0	0	0	0	2	0	0	7	17	0	0	0	0	0	0	0	37
assemblage-548-384	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	21	0	0	0	40	0	30	50	0	0	0	25	0	45	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	19	0	45	38	0	0	0	45	15	0	0	0	0	0	0	17	0	0	0	14	0	0	0	0	0	0	9	42
assemblage-499-650	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	73	0	10	74	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	154	59	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	47
assemblage-291-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	0	0	0	0	0	0	25	21	0	0	0	14	0	25	41	0	0	0	14	0	60	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	19	0	39	30	0	0	0	80	8	0	0	0	0	0	0	7	0	0	10	20	0	0	0	0	0	0	0	48
assemblage-436-466	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	120	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	214	60	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	0	35
assemblage-502-519	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	29	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	30
assemblage-529-551	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	214	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	24
assemblage-472-658	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	0	0	0	33	0	24	63	0	0	0	31	0	30	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	67	27	0	0	0	60	18	0	0	0	0	0	0	16	0	0	0	20	0	0	0	0	0	0	5	42
assemblage-521-552	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	29	140	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	183	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-507-435	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	143	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	211	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-521-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	34	0	0	0	47	0	19	50	0	0	0	31	0	35	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	13	0	61	25	0	0	0	54	14	0	7	0	0	0	0	21	0	0	0	17	0	0	0	0	0	0	0	40
assemblage-444-561	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	69	0	4	81	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	155	65	0	0	0	8	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-463-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0	30	0	21	51	0	0	0	36	0	32	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	16	0	65	19	0	0	0	64	19	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	0	0	3	50
assemblage-384-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	33	0	20	64	0	0	0	32	0	26	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	25	0	56	16	0	0	0	55	16	0	0	0	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	62
assemblage-527-523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	72	0	0	85	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	40	0	5	0	0	0	155	42	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-432-479	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	15	64	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	195	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
assemblage-544-611	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	162	21	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	24
assemblage-550-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	46	0	0	0	28	0	19	44	0	0	0	17	0	28	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	20	0	58	17	0	0	0	70	16	0	0	0	0	0	0	27	0	0	0	12	0	0	0	0	0	0	6	57
assemblage-478-546	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	0	0	0	79	0	11	84	0	0	0	45	0	6	0	0	0	9	0	0	0	0	0	0	0	0	16	0	0	0	0	7	70	32	7	0	0	31	0	0	0	0	0	0	0	21	4	0	0	11	0	0	0	0	0	0	0	40
assemblage-557-394	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	211	95	0	0	0	0	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	46
assemblage-371-326	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	191	115	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	52
assemblage-377-570	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	77	0	0	90	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	160	51	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	50
assemblage-390-415	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	30	0	21	41	0	0	0	18	0	37	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	0	62	30	0	0	0	57	18	0	8	0	0	0	0	16	0	0	0	23	0	0	0	0	0	0	11	37
assemblage-394-439	5	0	0	0	5	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	9	63	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	193	103	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	46
assemblage-649-566	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	21	148	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	189	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-603-296	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	25	23	0	0	0	38	0	24	53	0	0	0	21	0	30	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	0	57	31	0	0	0	67	7	0	4	0	0	0	0	19	0	0	0	20	0	0	0	0	0	0	0	30
assemblage-538-178	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	135	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	201	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
assemblage-641-489	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	160	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	201	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
