Assemblage_Name	0-3-5960757	1-5670622-2	4267247-2-2	9331227-1489243-702450	0-3-1914634	1-4-1034851	4-6560864-3	1084405-1-9410831	4-9332730-3	9326259-1-9410831	668899-0-1	4083542-6678262-4	0-4895173-8246569	0-1-9410831	4-1-3	0-8364436-4	6746964-3-4	9331227-0-389080	4083542-331682-4	9331227-1489243-3911688	4083542-3-4	0-1-2	7191688-3-4	0-1-6737455	4083542-7220265-4	4953351-3-1	887133-3-1	5626659-1-9410831	1-2-7951770	1-2-6888927	0-3-3596329	2594983-1-9410831	4083542-3-6747246	0-2-1	0-3-8246569	2198857-3-5960757	3718048-3-4	1-1731409-2	4083542-9842609-6747246	1-3-1	2012216-3-4	0-1-1236168	4387694-3-4	9331227-0-9548052	2-0-1	4-1-5112150	9331227-0-7771250	0-6144828-1	9331227-0-6713014	2910737-0-9548052	0-3-4	8782577-9443837-3	9331227-1489243-9548052	1-5936326-2	0-5512196-1	4387694-3-854309	4083542-3-6994675	1-2-2	1-2-4	2238867-2-2	1-4-2	1-3-50275	0-1-7415835	2-5080591-1	2-0-7673815	1-9183806-2	0-1825020-9410831	4-9443837-3	1940309-2-1	2-117042-1	1-7517211-2	4-1093652-3	2-0-9548052	4123760-5936326-2
assemblage-455-462	0	0	0	0	0	0	0	0	15	0	0	0	5	40	16	0	0	0	0	0	15	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	55	0	0	0	0	0	0	202	0	27	0	0	0	0	26	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	23
assemblage-470-542	8	0	0	0	0	0	0	0	56	0	0	0	0	36	27	10	0	0	0	0	0	14	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	7	0	0	0	0	0	117	0	0	16	0	0	0	55	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-494-612	0	0	0	0	6	11	0	0	37	0	0	0	13	78	24	0	0	0	0	0	6	0	0	0	0	0	53	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	35	0	0	0	0	0	0	149	0	17	10	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-558-490	0	0	0	0	9	5	0	0	43	0	0	0	33	62	31	4	0	0	0	0	0	2	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	147	0	40	10	0	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16
assemblage-513-431	0	0	0	0	0	0	0	0	0	0	0	0	0	34	68	0	0	0	0	0	0	20	0	25	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12	0	0	0	33	80	0	0	0	0	0	28	0	0	18	0	0	0	118	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-607-536	0	0	0	0	0	0	0	0	0	0	0	0	0	40	69	0	0	0	0	0	0	14	0	10	0	0	0	0	4	0	0	0	0	25	0	0	0	0	0	12	0	0	0	20	82	0	0	0	0	0	20	0	0	14	0	0	0	123	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	29
assemblage-627-483	0	0	0	0	0	0	0	0	22	0	0	0	19	39	17	0	0	0	0	0	20	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	215	0	40	5	0	0	0	17	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	13
assemblage-339-595	0	0	0	0	0	0	0	0	10	0	0	0	0	44	62	0	0	0	0	0	0	8	0	0	0	0	8	0	9	6	0	0	0	18	0	0	0	0	0	7	0	0	0	41	77	0	0	0	0	0	86	0	0	6	0	0	0	80	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-326-635	0	0	0	0	0	0	0	0	25	0	0	0	0	68	8	0	0	0	0	0	61	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	26	0	0	0	0	38	0	88	0	53	0	0	16	0	26	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	18
assemblage-417-583	0	0	0	0	0	0	0	0	39	0	0	0	0	22	53	5	0	0	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	72	39	0	0	0	0	0	118	0	0	26	12	0	0	57	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-581-624	0	0	0	0	0	0	0	0	12	0	0	0	0	40	50	7	0	0	0	0	0	11	0	0	0	0	11	0	0	13	0	0	0	25	7	0	0	0	0	0	0	0	0	44	98	0	0	6	0	0	86	0	0	17	8	0	0	31	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-641-508	0	0	0	0	0	0	0	0	4	0	0	0	0	43	49	0	0	0	0	0	0	3	0	0	0	0	0	0	8	9	0	0	0	8	0	0	0	0	0	0	0	0	0	35	94	0	0	0	0	0	107	0	0	23	0	0	0	78	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-451-444	0	0	0	0	0	0	0	0	21	0	0	0	0	16	10	0	0	0	4	0	78	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	33	35	0	0	0	0	8	0	111	0	55	0	0	0	7	33	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	18
assemblage-598-648	5	0	0	0	8	0	0	0	30	0	0	0	12	72	32	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	155	0	34	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-433-652	0	0	0	0	0	0	0	0	10	0	0	0	0	32	38	0	0	0	0	0	0	9	0	0	0	0	0	0	11	10	0	0	0	4	0	0	0	0	0	0	0	0	0	42	94	0	0	10	0	0	111	0	0	10	0	0	0	68	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-635-480	0	0	0	0	0	0	0	0	25	0	0	0	0	30	50	14	0	0	0	0	0	19	0	0	0	0	10	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	31	66	0	0	6	0	0	86	0	0	22	28	0	0	37	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-534-385	0	0	0	0	0	0	0	0	17	0	0	0	0	26	13	0	0	0	0	0	14	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	221	0	43	0	0	0	0	28	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	13
assemblage-514-397	0	0	0	0	0	0	0	0	0	0	0	0	0	57	68	0	0	0	0	0	0	6	0	0	0	0	10	0	7	5	0	0	0	15	0	0	0	0	0	0	0	0	0	45	70	0	0	0	0	0	95	0	0	6	0	0	0	61	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-491-522	9	0	0	0	0	0	0	0	38	0	0	0	0	32	42	13	0	0	0	0	0	14	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	12	0	0	0	0	0	132	0	0	25	0	0	0	51	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-596-549	0	0	0	0	0	0	0	0	19	0	0	0	0	33	23	0	0	8	0	0	59	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	85	0	0	0	0	0	13	115	0	26	0	0	0	5	37	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	6
assemblage-477-268	0	0	0	0	0	0	0	0	8	0	0	0	0	40	47	9	0	0	0	0	0	21	0	0	0	0	6	0	0	7	0	0	0	20	0	0	0	0	0	0	0	0	0	51	86	0	0	5	0	0	80	0	0	22	12	0	0	43	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-294-555	8	0	0	0	4	12	0	0	34	0	0	0	18	61	39	5	0	0	0	0	4	7	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	131	0	24	13	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-422-456	0	0	0	0	0	0	0	0	37	0	0	0	0	32	57	8	0	0	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	60	48	0	0	0	0	0	124	0	0	9	6	0	0	46	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-545-414	0	0	0	0	0	7	0	5	44	0	0	0	14	59	42	7	0	0	0	0	3	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	140	0	20	11	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	23
assemblage-541-414	5	0	0	0	0	0	0	0	22	0	0	0	24	81	46	15	0	0	0	0	5	0	0	0	0	0	31	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	52	0	0	0	0	0	0	149	0	20	3	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-488-656	8	0	0	0	0	8	0	0	22	0	0	0	17	92	53	7	0	0	0	0	0	2	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	129	0	16	12	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-389-410	0	0	0	0	0	0	0	0	6	0	0	0	0	32	47	0	0	0	0	0	0	6	0	0	0	0	3	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	51	89	0	0	0	0	0	102	0	0	25	0	0	0	93	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-345-403	0	0	0	0	0	0	0	0	7	0	0	0	0	45	50	13	0	0	0	0	0	12	0	0	0	0	9	0	0	14	0	0	0	20	0	0	0	0	0	0	0	0	0	47	83	0	0	0	0	0	82	0	0	13	18	0	0	46	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-483-276	0	0	0	0	0	0	0	0	24	0	0	0	0	21	51	6	0	0	0	0	0	4	0	0	0	0	18	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	96	40	0	0	0	0	0	134	0	0	16	19	0	0	29	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-598-540	0	0	0	0	0	0	0	0	11	0	0	0	5	31	24	0	0	0	0	0	17	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	248	0	35	6	0	0	0	23	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	13
assemblage-508-408	10	0	0	0	0	0	0	0	15	0	0	0	2	39	45	15	0	0	0	0	0	16	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	7	0	0	0	0	0	133	0	0	19	0	0	0	71	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-443-448	0	0	0	0	0	0	0	0	13	0	0	0	0	59	16	0	0	0	0	0	73	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	24	0	98	0	53	0	0	12	0	27	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	27
assemblage-441-558	0	0	0	0	0	0	0	0	11	0	0	0	0	49	19	0	0	0	0	0	66	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	24	0	98	0	69	0	0	8	0	28	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	17
assemblage-598-466	0	0	0	0	0	0	0	0	21	0	0	0	0	22	5	0	0	0	5	0	64	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	52	0	0	0	0	0	0	139	0	63	0	0	0	4	27	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	15
assemblage-413-336	0	0	0	0	0	0	0	0	29	0	0	0	0	9	12	0	0	0	14	0	71	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	10	0	127	0	56	0	0	0	7	32	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	13
assemblage-633-584	0	0	0	0	0	0	0	0	15	0	0	0	0	52	15	0	0	0	0	0	32	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	27	0	0	0	0	49	0	120	0	67	0	0	6	0	23	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	23
assemblage-562-542	0	0	0	0	0	0	0	0	18	0	0	0	0	64	15	0	0	0	0	0	36	0	19	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	27	0	0	0	0	28	0	106	0	61	0	0	12	0	19	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	19
assemblage-343-490	0	0	0	0	0	0	0	0	16	0	0	0	0	9	10	0	0	0	8	0	56	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	15	71	0	0	0	0	9	0	115	0	61	0	0	0	0	22	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	22
assemblage-424-495	8	0	0	0	0	0	0	0	53	0	0	0	7	34	38	20	0	0	0	0	0	11	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	11	0	0	0	0	0	124	0	0	17	0	0	0	63	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-356-528	0	0	0	0	0	0	0	0	11	0	0	0	0	79	19	0	0	0	0	0	60	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	24	0	122	0	60	0	0	11	0	18	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	14
assemblage-445-476	9	0	0	0	0	0	0	0	30	0	0	0	0	42	40	5	0	0	0	0	0	16	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	67	8	0	0	0	0	0	146	0	0	26	0	0	0	49	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-623-440	0	0	0	0	0	0	0	0	4	0	0	0	0	31	16	0	0	0	0	0	43	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	61	0	0	0	0	0	4	141	0	63	0	0	0	9	53	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	6
assemblage-665-452	0	0	0	0	0	0	0	0	0	0	0	0	0	51	69	0	0	0	0	0	0	20	0	12	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	6	0	0	0	24	83	0	0	0	0	0	25	0	0	11	0	0	0	109	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	26
assemblage-519-455	0	0	0	0	0	0	0	0	0	0	0	0	0	36	59	0	0	0	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	11	0	0	0	26	79	0	0	0	0	0	44	0	0	15	0	0	0	127	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-300-435	0	0	0	0	0	0	0	0	18	0	0	0	0	33	59	8	0	0	0	0	0	22	0	0	0	0	12	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	30	91	0	0	0	0	0	113	0	0	21	12	0	0	25	0	0	23	0	0	0	0	0	0	0	3	0	0	0	0	5
assemblage-404-560	0	0	0	0	0	0	0	0	17	0	0	0	0	27	13	0	0	0	0	0	47	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	51	0	0	0	0	0	0	156	0	55	0	0	0	13	42	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	15
assemblage-525-433	0	0	0	0	0	0	0	0	0	0	0	0	0	42	51	0	0	0	0	0	0	32	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	0	0	23	100	0	0	0	0	0	32	0	0	13	0	0	0	117	0	0	28	0	0	0	0	5	0	0	0	0	0	0	7	15
assemblage-437-342	0	0	0	0	0	0	0	0	19	0	0	0	0	36	23	0	0	0	0	0	22	0	0	0	0	0	38	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	198	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	23
assemblage-337-459	0	0	0	0	0	0	0	0	34	0	0	0	0	18	62	11	0	0	0	0	0	20	0	0	0	0	16	0	0	0	0	0	0	18	12	0	0	0	0	0	0	0	0	72	49	0	0	0	0	0	114	0	0	20	6	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-639-638	0	0	0	0	0	0	0	0	22	0	0	0	0	18	5	0	9	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16	67	0	0	0	0	4	0	125	0	67	0	0	0	18	26	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	14
assemblage-470-468	0	0	0	0	0	0	0	0	31	0	0	0	0	22	51	17	0	0	0	0	0	10	0	0	0	0	21	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	76	34	0	0	0	0	0	108	0	0	28	11	0	0	34	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-255-510	10	0	0	0	0	0	0	0	35	0	0	0	5	32	42	9	0	0	0	0	0	21	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	5	0	0	0	0	0	121	0	0	8	0	0	0	66	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-530-477	0	0	0	0	0	0	0	0	10	0	0	0	0	53	45	0	0	0	0	0	0	21	0	0	0	0	5	0	8	13	0	0	0	12	0	0	0	0	0	0	0	0	0	40	96	0	0	0	0	0	80	0	0	14	0	0	0	70	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-465-469	0	0	0	0	0	0	0	0	0	0	0	0	0	34	39	0	0	0	0	0	0	25	0	12	0	0	0	0	6	0	0	0	0	20	0	0	0	0	0	20	0	0	0	14	73	0	0	0	0	0	32	0	0	6	0	0	0	124	8	0	48	0	0	0	0	11	0	0	0	0	0	0	11	17
assemblage-465-544	0	0	0	0	0	0	0	0	17	0	0	0	0	21	16	0	0	0	0	0	44	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11	50	0	0	0	0	2	0	146	0	41	0	0	0	6	36	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	21
assemblage-504-537	0	0	0	0	0	0	0	0	4	0	0	0	0	45	47	0	0	0	0	0	0	6	0	0	0	0	5	0	10	1	0	0	0	8	0	0	0	0	0	0	0	0	0	30	112	0	0	3	0	0	102	0	0	7	0	0	0	74	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-429-313	0	0	0	0	0	0	0	0	14	0	0	0	0	53	12	0	0	0	0	0	60	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	21	15	0	0	0	0	34	0	105	0	49	0	0	13	0	27	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	23
assemblage-390-657	0	0	0	0	0	0	0	0	30	0	0	0	0	28	50	16	0	0	0	0	0	12	0	0	0	0	15	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	83	37	0	0	0	0	0	113	0	0	12	7	0	0	49	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-576-508	11	0	0	0	0	0	0	0	36	0	0	0	0	33	45	17	0	0	0	0	0	14	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	14	0	0	0	0	0	156	0	0	3	0	0	0	36	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-435-567	0	0	0	0	0	0	0	0	15	0	0	0	6	34	15	0	0	0	0	0	26	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	197	0	46	0	0	0	0	20	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	16
assemblage-586-500	11	0	0	0	0	0	0	0	42	0	0	0	0	35	36	10	0	0	0	0	0	16	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	102	4	0	0	0	0	0	121	0	0	12	0	0	0	46	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-435-407	0	0	0	0	0	0	0	0	13	0	0	0	0	26	64	10	0	0	0	0	0	23	0	0	0	0	4	0	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	22	88	0	0	0	0	0	90	0	0	25	8	0	0	41	0	0	36	0	0	0	0	0	0	0	10	0	0	0	0	14
assemblage-513-505	0	0	0	0	0	0	0	0	0	0	0	0	0	35	43	0	0	0	0	0	0	32	0	23	0	0	0	0	5	0	0	0	0	21	0	0	0	0	0	9	0	0	0	29	81	0	0	0	0	0	33	0	0	11	0	0	0	137	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-662-471	0	0	0	0	0	0	0	0	30	0	0	0	0	4	17	0	0	0	12	0	48	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	60	0	0	0	0	14	0	100	0	56	0	0	0	12	22	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	17
assemblage-607-312	8	0	0	0	0	11	0	0	28	0	0	0	6	75	60	3	0	0	0	0	7	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	130	0	23	6	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-494-373	0	0	0	0	0	0	0	0	45	0	0	0	0	24	52	15	0	0	0	0	0	13	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	8	0	0	0	0	0	120	0	0	11	0	0	0	52	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-491-463	0	0	0	0	0	0	0	0	0	0	0	0	0	58	44	0	0	0	0	0	0	26	0	10	0	0	0	0	9	0	0	0	0	13	0	0	0	0	0	15	0	0	0	32	89	0	0	8	0	0	19	0	0	13	0	0	0	124	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-489-624	0	0	0	0	0	0	0	0	19	0	0	0	6	28	22	0	0	0	0	0	13	0	0	0	0	0	29	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	214	0	34	0	0	0	0	19	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	21
assemblage-444-552	0	0	0	0	0	0	0	0	21	0	0	0	0	29	18	0	0	0	0	0	44	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	64	0	0	0	0	0	6	154	0	46	0	0	0	3	52	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	10
assemblage-684-458	0	0	0	0	0	0	0	0	17	0	0	0	0	26	5	0	0	0	7	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	61	0	0	0	0	4	0	149	0	47	0	0	0	6	30	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	21
assemblage-653-581	0	0	0	0	0	0	0	0	39	0	0	0	0	21	44	9	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	83	39	0	0	0	0	0	118	0	0	21	13	0	0	42	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-593-417	0	0	0	0	0	0	0	0	14	0	0	0	0	24	8	0	0	0	6	0	67	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	29	57	0	0	0	0	8	0	123	0	43	0	0	0	12	24	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	18
assemblage-561-413	0	0	0	0	0	6	0	0	39	0	0	0	14	65	52	0	0	0	0	0	18	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	114	0	20	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-557-369	0	0	0	0	0	0	0	0	26	0	0	0	0	62	29	0	0	0	0	0	73	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	27	0	0	0	0	25	0	99	0	36	0	0	12	0	20	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	28
assemblage-522-513	0	0	0	0	0	0	0	0	29	0	0	0	0	13	7	0	0	0	2	0	67	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	49	0	0	0	0	10	0	156	0	55	0	0	0	0	25	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	12
assemblage-615-413	9	0	0	0	0	0	0	0	30	0	0	0	4	31	49	10	0	0	0	0	0	17	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	7	0	0	0	0	0	125	0	8	14	0	0	0	51	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-498-583	8	0	0	0	7	0	0	0	51	0	0	0	5	29	40	3	0	0	0	0	0	15	0	0	0	0	54	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	46	14	0	0	0	0	0	132	0	8	6	0	0	0	55	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-588-576	0	0	0	0	0	0	0	0	34	0	0	0	15	25	40	6	0	0	0	0	0	9	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	86	7	0	0	0	0	0	116	0	0	15	0	0	0	38	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-353-362	0	0	0	0	0	0	0	0	0	0	0	0	0	59	48	0	0	0	0	0	0	25	0	14	0	0	0	0	8	0	0	0	0	13	0	0	0	0	0	15	0	0	0	35	77	0	0	0	0	0	27	0	0	16	0	0	0	107	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	29
assemblage-532-742	0	0	0	0	0	0	0	0	15	0	0	0	0	73	22	0	0	0	0	0	15	5	0	0	0	0	31	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	199	0	54	0	0	0	0	16	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11
assemblage-534-591	0	0	0	0	0	0	0	0	17	0	0	0	0	34	28	0	0	0	0	0	20	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	210	0	45	0	0	0	0	19	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	15
assemblage-333-495	0	0	0	0	0	0	0	0	20	0	0	0	0	40	50	0	0	0	0	0	0	18	0	0	0	0	15	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	40	84	0	0	0	0	0	86	0	0	24	6	0	0	38	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-550-679	0	0	0	0	0	0	0	0	48	0	0	0	0	25	54	16	0	0	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	59	42	0	0	0	0	0	87	0	0	30	10	0	0	58	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-511-353	2	0	0	0	8	8	0	0	28	0	0	0	7	85	31	6	0	0	0	0	7	4	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	153	0	21	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-540-375	0	0	0	0	0	0	0	0	0	0	0	0	0	34	48	0	0	0	0	0	0	24	0	11	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	40	74	0	0	0	0	0	28	0	0	14	0	0	0	109	0	0	25	12	0	0	0	0	0	0	0	0	0	0	4	27
