Assemblage_Name	1353338-4212082-2	1772908-4-1	1-1-1	4192300-4339526-6565210	3-9191555-4031663	2-4-1832220	2-4-6487870	4-4212082-2	3-3-3	4-2-1	5768673-4-1	1800564-4-1	2-9586501-7899368	2-4-2955477	6026514-6889436-9761490	2-6889436-2541862	4-0-2	4-2166004-0	3-1-0	2-333744-1	3998155-2-1	4-4212082-8738704	2-2866705-2541862	1570406-9191555-1	5008828-4-2541862	3-1-903740	5525816-9191555-1	2-4-6565210	6211698-3-3	3-9191555-1	3-9191555-9124589	1395647-4-1	2-5877882-1	2-4-1	3-4-7515680	1800564-1446850-1	3440953-4-1	2-4339526-6565210	9616075-4212082-2	5423321-9191555-1	2-4-2541862	2-4-7899368	4-4212082-4244562	5617373-4-1	3-4-3	2-3579162-6565210	4-367875-2	4-3-0	3-2-1	4236032-4-1	2-5877882-9578228
assemblage-581-474	0	0	0	0	0	0	0	69	0	0	0	23	0	39	0	46	0	0	0	0	0	0	0	0	0	0	0	72	0	31	2	0	10	109	0	0	0	53	0	13	13	0	0	0	0	17	0	0	0	0	3
assemblage-227-549	0	0	0	0	0	0	0	99	19	0	0	26	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	58	0	46	0	0	31	91	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	42
assemblage-606-491	5	0	0	0	0	0	0	134	18	0	0	24	0	0	0	70	0	0	0	7	0	0	0	0	0	0	0	49	0	45	0	0	28	67	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	29
assemblage-673-568	0	0	0	0	0	0	0	20	25	0	0	0	0	0	0	0	0	0	41	0	22	0	0	0	0	0	0	3	0	48	0	0	0	112	0	0	0	0	0	0	128	0	0	0	0	0	0	0	79	0	22
assemblage-702-358	0	0	0	0	0	0	0	89	21	0	0	22	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	67	0	59	0	0	25	74	0	0	0	0	3	0	26	0	0	0	0	0	0	0	0	0	58
assemblage-494-372	6	0	0	0	0	0	0	129	13	0	0	27	0	0	0	53	0	0	0	3	0	0	0	0	0	0	0	71	0	45	0	0	25	82	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	24
assemblage-558-310	0	0	0	0	0	0	0	15	67	11	0	0	0	0	0	0	16	0	11	0	13	0	0	0	0	0	0	16	8	14	0	0	0	109	0	0	0	0	0	0	85	0	0	0	12	0	0	30	68	0	25
assemblage-497-574	0	0	0	0	0	0	0	65	15	0	0	11	0	0	0	25	0	0	0	0	0	0	0	0	0	6	0	31	0	42	0	0	21	192	0	0	0	0	0	0	49	0	0	11	0	0	0	0	0	0	32
assemblage-605-473	0	0	4	0	0	0	0	6	53	11	0	0	0	0	0	0	11	0	29	0	9	0	0	0	0	0	0	4	11	18	0	0	0	95	6	0	0	0	0	0	96	0	0	0	8	0	0	36	91	0	12
assemblage-348-355	0	0	0	0	0	0	0	54	6	0	0	0	0	0	0	5	0	0	39	0	15	0	0	0	0	10	0	33	0	37	0	0	10	131	0	0	0	0	0	0	101	0	0	14	0	0	16	2	22	0	5
assemblage-616-507	0	0	0	0	0	0	0	0	46	8	0	0	0	0	0	0	6	0	14	0	18	0	0	0	0	0	0	16	8	19	0	0	0	124	0	0	0	0	0	0	97	0	0	0	18	0	0	30	69	0	27
assemblage-532-354	0	0	0	0	0	0	0	57	13	0	0	8	0	0	0	25	0	0	0	0	0	0	0	0	0	9	0	29	0	64	0	0	22	182	0	0	0	0	0	0	63	0	0	8	0	0	0	0	0	0	20
assemblage-363-547	0	0	0	0	0	0	0	60	22	0	0	0	0	0	0	0	0	0	38	0	19	0	0	0	0	0	0	10	0	35	0	0	0	133	0	0	0	0	0	0	107	0	0	0	0	0	0	6	58	0	12
assemblage-529-629	0	0	0	0	0	0	0	74	0	0	0	8	0	37	0	35	0	0	0	0	0	0	0	0	0	0	0	74	0	25	0	0	12	116	0	0	0	70	0	9	15	0	0	0	0	15	0	0	0	0	10
assemblage-707-574	0	0	0	0	0	0	0	67	0	0	0	22	0	33	0	34	0	0	0	0	0	0	0	0	0	0	0	46	0	30	3	0	21	96	0	0	0	28	0	33	44	0	0	0	0	25	0	0	0	0	18
assemblage-363-465	0	0	0	0	0	0	0	38	29	0	0	0	0	0	0	0	3	0	24	0	19	0	0	0	0	0	0	6	0	53	0	0	0	128	0	0	0	0	0	0	119	0	0	0	0	0	0	1	63	0	17
assemblage-368-631	0	0	0	0	0	0	0	37	43	0	7	61	0	10	0	42	0	0	0	0	0	5	0	0	0	0	0	77	0	82	0	0	17	75	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
assemblage-411-672	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	0	0	0	26	0	15	0	0	0	0	0	0	32	0	40	0	0	10	175	0	0	0	0	0	0	87	0	0	15	0	0	7	6	41	0	8
assemblage-348-464	0	0	0	0	0	0	0	58	7	0	0	0	0	0	0	0	0	0	31	0	19	0	0	0	0	0	0	43	0	46	0	0	11	127	0	0	0	0	0	0	98	0	0	9	0	0	0	11	21	0	19
assemblage-698-498	0	0	0	0	0	0	0	53	16	0	0	15	0	0	0	27	0	0	0	0	0	0	0	5	0	7	0	32	0	60	0	0	30	179	0	0	0	0	0	0	44	0	0	9	0	0	0	0	0	0	23
assemblage-497-493	0	0	0	0	0	0	0	38	36	0	0	0	0	0	0	0	6	0	47	0	14	0	0	0	0	0	0	0	0	24	0	0	0	136	0	0	0	0	0	0	109	0	0	0	0	0	0	3	71	0	16
assemblage-409-524	0	0	0	0	0	0	0	36	55	0	0	46	0	14	0	59	0	0	0	0	0	6	0	0	0	0	0	73	0	65	0	0	24	86	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	11
assemblage-696-326	0	0	0	0	0	0	0	0	57	6	0	0	0	0	0	0	16	0	16	0	26	0	0	0	0	0	0	16	7	14	0	0	0	95	11	0	0	0	0	0	93	0	0	0	16	0	0	24	92	0	11
assemblage-404-579	0	0	0	0	0	0	0	42	15	0	0	15	0	0	0	26	0	0	0	0	0	0	0	4	0	9	0	40	0	52	0	0	27	178	0	0	0	0	0	0	51	0	0	5	0	0	7	6	0	0	23
assemblage-596-514	0	0	0	0	0	0	0	46	45	0	5	37	0	15	0	37	0	0	0	0	0	19	0	0	0	0	0	68	0	79	0	0	27	73	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	22
assemblage-387-549	0	0	0	8	0	12	0	34	35	0	0	22	0	10	0	6	0	0	0	0	0	14	5	0	0	0	0	41	0	94	0	0	30	94	0	0	0	14	0	7	29	6	0	0	0	30	0	0	0	0	9
assemblage-612-665	0	0	0	0	0	0	0	61	0	0	0	7	0	26	0	38	0	0	0	0	0	0	0	0	0	0	0	49	0	40	5	0	14	104	0	0	0	35	0	24	34	0	0	0	0	35	0	0	0	0	28
assemblage-432-615	0	0	0	0	0	0	0	64	22	0	0	6	0	0	0	14	0	0	0	0	0	0	0	6	0	9	0	42	0	66	0	0	39	151	0	0	0	0	0	0	50	0	0	0	0	0	0	5	0	0	26
assemblage-767-668	5	0	0	0	0	0	0	99	19	0	0	22	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	84	0	64	0	0	17	65	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	37
assemblage-525-510	9	0	0	0	0	0	0	92	22	0	0	32	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	50	0	53	0	0	21	70	0	0	0	0	16	0	17	0	0	0	0	0	0	0	0	0	33
assemblage-543-479	0	0	0	0	0	0	0	34	44	0	0	47	0	14	0	43	0	0	0	0	0	13	0	0	0	0	0	70	0	88	0	0	24	70	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	21
assemblage-275-306	0	0	0	0	0	0	0	45	38	0	0	53	0	15	0	45	0	0	0	0	0	4	0	0	0	0	0	66	0	100	0	0	20	69	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	21
assemblage-436-616	0	0	0	0	0	0	0	54	0	0	0	8	0	33	0	35	0	0	0	0	0	0	0	0	0	0	0	76	0	26	5	0	22	131	0	0	0	41	0	15	33	0	0	0	0	19	0	0	0	0	2
assemblage-535-590	8	0	0	0	0	0	0	107	18	0	0	19	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	47	0	58	0	0	35	79	0	0	0	0	13	0	20	0	0	0	0	0	0	0	0	0	12
assemblage-496-517	0	0	0	0	0	0	0	45	17	0	0	0	0	0	0	0	0	0	38	0	23	0	0	0	0	10	0	22	0	42	0	0	11	138	0	0	0	0	0	0	91	0	0	15	0	0	6	6	30	0	6
assemblage-511-550	0	0	0	0	0	0	0	50	9	0	0	0	0	0	0	0	0	0	38	0	26	0	0	0	0	0	0	24	0	34	0	0	10	151	0	0	0	0	0	0	90	0	0	16	0	0	6	7	24	0	15
assemblage-565-445	0	0	0	0	0	0	0	42	45	0	0	39	0	22	0	45	0	0	0	0	0	3	3	0	0	0	0	82	0	75	0	0	18	72	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	18
assemblage-392-520	0	0	0	0	0	0	0	67	0	0	0	17	0	26	0	42	0	0	0	0	0	0	0	0	0	0	0	78	0	38	0	0	10	115	0	0	0	54	0	9	17	0	0	0	0	16	0	0	0	0	11
assemblage-529-483	0	0	0	0	0	0	0	0	66	19	0	0	0	0	0	0	9	0	24	0	19	0	0	0	0	0	0	11	16	21	0	0	0	104	0	0	0	0	0	0	105	0	0	0	4	0	0	23	55	0	24
assemblage-530-503	0	0	0	0	0	0	0	0	48	12	0	0	0	0	0	0	10	0	19	0	22	0	0	0	0	0	0	13	12	9	0	0	0	92	0	0	0	0	0	0	113	0	0	0	23	0	0	19	89	0	19
assemblage-663-385	0	0	0	0	0	0	0	0	62	23	0	0	0	0	0	0	9	0	9	0	15	0	0	0	0	0	0	5	9	18	0	0	0	102	0	0	0	0	0	0	106	0	0	0	8	0	0	23	90	0	21
assemblage-548-384	0	0	0	0	0	0	0	34	24	0	0	0	0	0	0	0	5	0	42	0	21	0	0	0	0	0	0	12	0	43	0	0	0	144	0	0	0	0	0	0	108	0	0	0	0	0	0	0	53	0	14
assemblage-499-650	3	0	0	0	0	0	0	72	8	0	0	33	0	0	0	45	0	0	0	5	0	0	0	0	0	0	0	33	0	86	0	0	34	144	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	20
assemblage-291-504	0	0	3	0	0	0	0	0	54	7	0	0	0	0	0	0	8	0	8	0	23	0	0	0	0	0	0	13	11	9	0	0	0	113	8	0	0	0	0	0	86	0	0	0	12	0	0	36	101	0	8
