Assemblage_Name	8384147-7311547-4	1-9515726-0	1-3935016-0	1-3748402-1025007	1-1-0	1-1-2	1-8966704-0	4-6377202-4	1-3748402-0	2-3-2	1-3748402-2033529	5970341-77736-4	4-7311547-638248	4-8637784-4	4694814-7923161-4	4904774-4-4	7623531-9790736-4	3658230-4-4	1650335-1-0	4-7923161-4	1366996-4-4	7623531-4-4	4-7311547-4	4-9566606-5764083	8779224-3748402-0	1-5685249-0	4-7311547-5764083	9246808-4-4	4-7227187-4	1-9263640-0	4-4-7182066	1-6602042-0	1650335-1786433-0	3817711-7923161-4	4-4-4	0-3-1	4-5789639-5764083	4-8449665-4	1481486-1-0	4694814-7923161-3632333	0-9934201-1	1-2-0	2-1-2	1-5965286-0	1-6065928-0	881747-1-0	1-1-8742718	3-2-3	4-7331112-4	7456118-1-0	4-5233630-4	0-3-1918460	5231965-3748402-0	1650335-1-514391	1-348758-0
assemblage-581-474	0	0	0	7	63	0	0	0	91	0	0	0	0	0	0	0	3	0	0	41	0	68	10	0	0	0	0	0	0	0	0	0	0	0	167	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21
assemblage-227-549	8	0	0	0	82	0	0	0	63	0	0	0	0	0	0	0	0	0	0	26	0	0	60	0	0	0	0	0	0	0	5	0	0	0	194	12	0	0	0	0	0	0	0	0	30	0	0	0	0	7	0	0	0	0	13
assemblage-606-491	0	0	0	0	95	0	0	0	73	0	0	0	0	0	0	0	0	0	0	24	0	0	78	0	0	0	0	0	0	0	6	0	0	0	177	11	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	13
assemblage-673-568	0	0	0	0	111	15	0	0	26	37	0	0	0	0	0	0	0	0	8	22	0	0	24	0	0	0	0	0	0	0	19	0	0	0	138	53	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-702-358	7	0	0	0	91	0	0	0	58	0	0	0	0	0	0	0	0	0	0	18	0	0	75	0	0	0	0	0	0	0	4	0	0	0	178	22	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	19
assemblage-494-372	7	0	0	0	63	0	0	0	58	0	0	0	0	0	0	0	0	0	0	24	0	0	73	0	0	0	0	0	0	0	17	0	0	0	206	6	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	12
assemblage-558-310	0	0	0	0	79	19	0	0	14	26	0	16	0	0	0	0	0	0	13	52	0	0	31	0	0	0	0	0	0	0	17	0	0	0	134	30	0	0	0	0	0	31	16	0	0	10	0	0	0	0	0	0	0	0	12
assemblage-497-574	0	0	0	0	88	0	0	0	114	7	0	0	0	0	0	0	0	0	0	31	0	0	89	0	0	0	0	0	0	0	5	0	0	0	110	39	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	6
assemblage-605-473	0	0	0	0	66	20	0	0	23	15	0	7	0	0	0	0	0	0	26	71	0	0	15	0	0	0	0	0	0	0	11	0	0	0	134	50	0	0	0	0	0	15	13	0	0	22	0	0	0	0	0	0	0	0	12
assemblage-348-355	0	0	0	0	170	0	0	0	67	12	0	0	0	0	0	0	0	0	13	17	0	0	51	0	0	0	0	0	0	0	18	0	0	0	80	28	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	0	18
assemblage-616-507	0	0	0	0	72	23	0	0	12	16	0	8	0	0	0	0	0	0	12	47	0	0	14	0	0	0	0	0	0	0	14	5	0	0	145	29	0	0	0	0	0	28	21	0	0	34	0	0	0	0	0	0	0	0	20
assemblage-532-354	0	0	0	0	101	0	0	0	81	6	0	0	0	0	0	0	0	0	0	33	0	0	110	0	0	0	0	0	0	0	4	0	0	0	99	29	0	0	0	0	0	13	0	0	15	0	0	0	0	0	0	0	0	0	9
assemblage-363-547	0	0	0	0	106	25	0	0	35	21	0	0	0	0	0	0	0	0	12	27	0	0	27	0	0	0	0	0	0	0	14	0	0	0	109	52	0	0	0	0	0	52	0	0	0	0	6	0	0	0	0	0	0	0	14
assemblage-529-629	0	0	0	14	86	0	0	0	103	0	0	0	0	0	0	0	6	0	0	28	0	54	8	0	0	0	0	0	0	0	0	0	0	0	152	30	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	8
assemblage-707-574	0	0	0	0	42	0	0	0	131	0	0	0	0	0	0	0	0	0	0	50	0	36	16	0	0	0	0	0	0	0	0	0	0	0	184	4	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	26
assemblage-363-465	0	0	0	0	96	10	0	0	26	29	0	0	0	0	0	0	0	0	18	18	0	0	27	0	0	0	0	0	0	0	20	0	0	0	128	38	0	0	0	0	0	56	9	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-368-631	0	0	0	0	71	0	0	9	89	0	0	0	0	0	0	0	0	0	0	11	0	0	48	0	0	0	0	0	0	0	0	0	0	0	209	5	0	0	0	0	0	0	0	0	41	0	0	0	0	7	0	0	0	0	10
assemblage-411-672	0	0	0	0	123	0	0	0	58	23	0	0	0	0	0	0	0	0	16	15	0	0	39	0	0	0	0	0	0	0	24	0	0	0	107	35	0	0	0	6	0	43	0	0	0	0	0	0	0	0	0	0	2	0	9
assemblage-348-464	0	0	0	0	121	0	0	0	35	10	0	0	0	0	0	0	0	0	16	13	0	0	96	0	0	0	0	0	0	0	14	0	0	0	103	43	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-698-498	0	0	0	0	129	0	0	0	83	0	0	0	0	0	0	0	0	0	0	26	0	0	88	0	0	0	0	0	0	0	4	0	0	0	122	27	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12
assemblage-497-493	0	0	0	0	123	13	0	0	29	28	0	0	0	0	0	0	0	0	13	23	0	0	11	0	0	0	0	0	5	0	18	0	0	0	149	37	0	0	0	0	0	32	9	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-409-524	0	0	0	0	109	0	0	19	51	0	1	0	0	0	0	0	0	0	0	6	0	0	33	0	0	0	0	0	0	0	0	0	0	0	206	9	0	0	0	0	0	0	0	0	41	0	0	0	0	10	0	0	0	0	15
assemblage-696-326	0	0	0	0	60	10	0	0	27	19	0	23	0	0	0	0	0	0	15	66	0	0	36	0	0	0	0	0	0	0	16	0	0	0	110	42	0	0	0	0	8	26	11	0	0	11	0	0	0	0	0	0	0	0	20
