Assemblage_Name	0-3-6919629	0-0-8410293	3-3-0	2-1-1242045	0-5007795-2	4-1-0	4-3335436-0	1-3-1702144	4-1-4235434	1-3-8641243	657263-3-1	0-3-2	4-9360655-0	0-238895-2	4-503996-0	4-824246-0	0-3-3630941	4-1540791-0	0-5241989-2	4-0-0	4-2489772-0	0-0-8410874	0-0-3	3522532-3-2	90627-1-7835004	5562640-1-0	1-3-7931772	1-3-1	9567912-3-4	0-7291174-2	1-8652687-1	3-0-0	0-3892850-3	4-7495274-0	1-6736386-1	0-3-8031668	4-2-2	3-0-2607942	0-3-4	0-3-2897862	1-8444986-1	3-0-7826560	2-1-3	0-6228842-3	0-3-4028395	6627746-3-1	0-3-9323035	4-1-5151706
assemblage-565-445	0	0	0	0	0	194	0	0	0	0	0	119	0	0	22	0	0	0	0	0	0	0	36	0	0	15	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	17	0	5
assemblage-392-520	0	0	0	0	0	151	0	0	60	0	0	70	0	0	70	0	0	0	0	0	0	0	76	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	10
assemblage-529-483	0	0	21	0	0	44	0	16	0	0	0	140	0	0	0	0	0	0	0	10	0	0	51	0	0	0	0	124	7	0	5	21	0	0	0	0	4	1	29	0	0	0	20	0	0	0	0	7
assemblage-530-503	0	0	29	0	0	42	0	0	0	0	0	162	0	0	0	0	0	0	0	6	0	0	45	0	0	0	0	109	0	0	4	32	0	0	0	0	11	0	26	0	0	0	20	0	0	0	0	14
assemblage-663-385	0	0	30	0	0	40	0	1	0	0	0	139	0	0	0	0	0	0	0	17	0	0	36	0	0	0	0	138	0	0	0	20	0	0	0	0	3	4	42	0	4	0	15	0	0	0	0	11
assemblage-548-384	0	0	6	0	0	64	0	0	0	1	0	207	0	0	0	0	0	0	0	12	0	0	59	0	0	0	0	76	0	0	0	5	0	0	0	0	0	0	15	0	9	0	34	0	0	0	0	12
assemblage-499-650	0	0	0	0	0	101	0	0	0	0	0	173	0	0	0	0	8	0	0	0	0	0	39	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0	9
assemblage-291-504	0	0	31	0	0	38	0	0	0	0	0	156	0	0	0	0	0	0	0	9	0	0	41	0	0	0	0	130	0	0	0	16	0	0	0	0	0	0	34	0	0	0	23	0	0	0	0	22
assemblage-436-466	0	0	0	0	0	117	0	0	11	0	0	156	0	0	3	0	0	0	0	0	0	0	88	0	8	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	7
assemblage-502-519	0	9	0	0	0	131	0	0	60	0	0	89	0	0	42	0	0	0	0	0	0	0	91	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	9
assemblage-529-551	0	0	0	0	0	148	0	0	40	0	0	55	0	0	67	0	0	0	0	0	0	0	122	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	8
assemblage-472-658	0	0	9	0	0	43	0	0	0	6	0	195	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	93	0	0	0	9	0	0	0	0	0	0	24	0	10	0	31	0	0	0	0	10
assemblage-521-552	0	0	0	0	0	133	0	0	22	0	0	116	0	0	47	0	0	0	0	0	0	0	99	0	26	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	2
assemblage-507-435	0	0	0	0	0	104	0	0	31	0	0	143	0	0	40	0	0	0	0	0	0	0	68	0	46	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	3
assemblage-521-555	0	0	7	0	0	64	0	0	0	20	0	153	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	99	0	0	0	4	0	0	0	0	0	0	25	0	5	0	26	0	0	0	0	27
assemblage-444-561	0	0	0	0	0	104	0	0	0	0	0	169	0	0	0	0	8	0	0	0	0	0	27	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	11
assemblage-463-336	0	0	0	0	0	58	0	0	0	9	0	188	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	74	0	0	0	8	0	0	0	0	0	0	18	0	8	0	52	0	0	0	0	17
assemblage-384-352	0	0	8	0	0	54	0	0	0	8	0	177	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	101	0	0	0	9	0	0	0	0	0	0	21	0	22	0	32	0	0	0	0	22
assemblage-527-523	0	0	0	0	0	125	0	0	0	0	0	179	0	0	8	0	7	0	0	0	0	0	23	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	2
assemblage-432-479	0	0	0	0	0	171	0	0	0	0	0	138	0	0	13	0	0	0	0	0	0	0	45	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	23	0	5
assemblage-544-611	0	0	0	0	0	124	0	0	80	0	0	67	0	0	55	0	0	0	0	0	0	0	105	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	10
assemblage-550-465	0	0	14	0	0	48	0	0	0	15	0	160	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	82	0	0	0	17	0	0	0	0	0	0	29	0	0	0	49	0	0	0	0	18
assemblage-478-546	0	0	0	0	0	97	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	24	0	17	0	0	0	0	22
assemblage-557-394	0	0	0	0	0	186	0	0	0	0	0	144	0	0	22	0	0	0	0	0	0	0	45	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	10	0	14
assemblage-371-326	0	0	0	0	0	190	0	0	0	0	0	133	0	0	16	0	0	0	0	0	0	0	53	0	0	3	0	59	0	0	0	0	0	0	0	7	0	0	0	0	0	0	25	0	0	8	0	6
assemblage-377-570	0	0	0	0	0	101	0	0	0	0	0	164	0	0	0	0	11	0	0	0	0	0	27	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	22	0	11
assemblage-390-415	0	0	0	0	0	61	0	0	0	3	0	164	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	89	0	0	0	9	0	0	0	0	0	0	43	0	20	0	36	0	0	0	0	16
assemblage-394-439	0	0	0	0	0	153	0	0	0	0	0	161	0	0	12	0	18	0	0	0	0	0	32	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	18	0	5
assemblage-649-566	0	0	0	0	0	124	0	0	36	0	0	126	0	0	18	0	0	0	0	0	0	0	83	0	28	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	1
assemblage-603-296	0	0	7	0	0	53	0	0	0	11	0	169	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	81	0	0	0	11	0	0	0	0	0	0	24	0	13	0	61	0	0	0	0	6
assemblage-538-178	0	0	0	0	0	128	0	0	48	0	0	124	0	0	26	0	0	0	0	0	0	0	83	0	29	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1
assemblage-641-489	0	0	0	0	0	121	0	0	35	0	0	98	0	0	32	0	0	0	0	0	0	0	120	0	27	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	2
assemblage-616-551	0	0	0	0	0	167	0	0	0	0	0	138	0	0	16	0	0	0	0	0	0	0	43	0	0	6	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	23	0	11
assemblage-418-418	0	0	0	0	0	148	0	0	0	0	0	120	0	0	18	0	0	0	0	0	0	0	78	0	13	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	3
assemblage-587-430	0	0	0	0	0	186	0	0	0	0	0	134	0	0	11	0	6	0	0	0	0	0	49	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20	0	2
assemblage-318-446	0	0	0	0	0	111	0	0	57	0	0	56	0	0	76	6	0	0	0	0	0	0	119	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	5	0	0	0	7
assemblage-591-436	0	0	0	0	0	73	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	131	0	0	0	11	0	0	0	0	0	0	5	0	24	0	34	0	0	0	0	8
assemblage-296-526	0	0	22	0	0	40	0	8	0	0	0	134	0	0	0	0	0	0	0	9	0	0	26	0	0	0	0	159	0	0	0	23	0	0	0	0	0	0	27	0	10	0	27	0	0	0	0	15
assemblage-266-508	0	0	0	0	0	135	0	0	38	0	0	155	0	0	29	0	0	0	0	0	0	0	59	0	24	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
assemblage-695-531	0	0	0	0	0	67	0	0	0	0	0	176	0	0	13	0	17	0	0	0	0	0	43	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	35	0	5
assemblage-388-522	0	0	0	0	0	133	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	12	0	13	0	0	0	0	22
assemblage-402-587	0	0	0	0	0	144	0	0	0	0	0	144	0	0	17	0	0	0	0	0	0	0	76	0	8	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	3
assemblage-648-678	0	0	9	0	0	40	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	116	0	0	0	13	0	0	0	0	0	0	13	0	16	0	32	0	0	0	0	15
assemblage-457-430	0	0	14	0	0	59	0	0	0	9	0	157	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	101	0	0	0	14	0	0	0	0	0	0	17	0	14	0	35	0	0	0	0	12
assemblage-676-543	0	0	0	0	0	71	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	109	0	0	0	18	0	0	0	0	0	0	4	0	19	0	19	0	0	0	0	7
assemblage-518-329	0	0	0	0	0	112	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	138	0	0	0	4	0	0	0	0	0	0	0	0	13	0	24	0	0	0	0	26
assemblage-658-550	0	0	0	0	0	146	0	0	0	0	0	122	0	0	16	0	0	0	0	0	0	0	70	0	0	13	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	24	0	3
assemblage-720-545	0	0	18	0	0	38	0	6	0	0	0	145	0	0	0	0	0	0	0	17	0	0	26	0	0	0	0	142	0	0	0	20	0	0	0	0	0	0	47	0	0	0	32	0	0	0	0	9
assemblage-413-510	0	0	0	0	0	125	0	0	0	0	0	148	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	0	12
assemblage-417-539	0	0	0	0	0	155	0	0	0	0	0	135	0	0	21	0	0	0	0	0	0	0	49	0	19	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	9
assemblage-549-367	0	0	0	0	0	153	0	0	51	0	0	110	0	0	33	0	0	0	0	0	0	0	75	0	13	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	2
assemblage-649-269	0	0	0	0	0	146	0	0	73	0	0	71	0	0	45	0	0	0	0	0	0	0	86	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	5
assemblage-685-459	0	0	0	0	0	177	0	0	0	0	0	102	0	0	7	0	0	0	0	0	0	0	66	0	0	13	0	64	0	0	0	0	0	0	0	10	0	0	0	0	0	0	35	0	0	19	0	7
assemblage-405-228	0	0	0	0	0	118	0	0	0	0	0	183	0	0	0	0	9	0	0	0	0	0	21	0	0	0	0	126	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	21	0	13
assemblage-405-545	0	0	0	0	0	179	0	0	0	0	0	128	0	0	17	0	0	0	0	0	0	0	41	0	0	13	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	6	0	7
assemblage-549-340	0	0	0	0	0	126	0	0	31	0	0	142	0	0	32	0	0	0	0	0	0	0	72	0	26	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	5
assemblage-532-424	0	0	0	0	0	149	0	0	49	0	0	92	0	0	53	0	0	0	0	0	0	0	82	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	9
assemblage-559-455	0	0	27	0	0	32	0	0	0	0	0	170	0	0	0	0	0	0	0	12	0	0	24	0	0	0	0	142	0	0	0	24	0	0	0	0	0	0	24	0	0	0	25	0	0	0	0	20
assemblage-471-550	0	0	0	0	0	128	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	136	0	0	0	5	0	0	0	0	0	0	0	0	7	0	26	0	6	0	0	23
assemblage-617-323	0	0	0	0	0	108	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	12	0	26	0	0	0	0	17
assemblage-381-447	0	0	0	0	0	159	0	0	0	0	0	152	0	0	12	0	0	0	0	0	0	0	58	0	11	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	4
assemblage-457-537	0	0	0	0	0	104	0	0	0	0	0	185	0	0	0	0	7	0	0	0	0	0	14	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	20	0	10
assemblage-559-518	0	0	0	0	0	167	0	0	0	0	0	154	0	0	13	0	5	0	0	0	0	0	28	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	21	0	5
assemblage-441-323	0	0	0	0	0	149	0	0	0	0	0	119	0	0	13	0	0	0	0	0	0	0	93	0	0	8	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	26	0	9
assemblage-572-411	0	0	0	0	0	64	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	128	0	0	0	8	0	0	0	0	0	0	20	0	25	0	23	0	0	0	0	4
assemblage-470-601	0	0	40	0	0	46	0	0	0	0	0	144	0	0	0	0	0	0	0	10	0	0	46	0	0	0	0	121	0	0	0	13	0	0	0	0	9	0	34	0	0	0	22	0	0	0	0	15
assemblage-331-488	0	0	0	0	0	156	0	0	0	0	0	124	0	0	8	0	0	0	0	0	0	0	67	0	0	1	0	76	0	0	0	0	0	0	0	8	0	0	0	0	0	0	42	0	0	13	0	5
assemblage-456-628	0	0	0	0	0	74	0	0	0	0	0	177	0	0	0	0	15	0	0	0	0	0	34	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20	0	10
assemblage-652-467	0	0	0	0	0	114	0	0	48	0	0	89	0	0	55	0	0	0	0	0	0	0	126	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	15
assemblage-643-414	0	0	0	0	0	146	0	0	0	0	0	140	0	0	15	0	0	0	0	0	0	0	51	0	0	19	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	15	0	4
assemblage-595-664	0	0	0	0	0	165	0	0	0	0	0	130	0	0	15	0	0	0	0	0	0	0	43	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	13
assemblage-401-535	0	0	25	0	0	28	0	8	0	0	0	160	0	0	0	0	0	0	0	10	0	0	43	0	0	0	0	123	0	0	0	25	0	0	0	0	5	0	35	0	0	0	23	0	0	0	0	15
assemblage-334-568	0	0	0	0	0	113	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	9	0	14	0	21	0	0	0	0	16
assemblage-340-439	0	0	0	0	0	116	0	0	46	0	0	105	0	0	45	0	0	0	0	0	0	0	116	0	11	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	46	0	0	0	0	6
assemblage-617-545	0	0	39	0	0	21	0	0	0	0	0	129	0	0	0	0	0	0	0	22	4	0	54	0	0	0	0	126	0	0	0	19	0	0	0	0	9	0	23	0	0	0	30	0	0	0	0	24
assemblage-546-560	0	0	7	0	0	35	0	0	0	6	0	175	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	98	0	0	0	14	0	0	0	0	0	0	26	0	9	0	39	0	0	0	0	9
assemblage-701-642	0	0	0	0	0	83	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	90	0	0	0	15	0	0	0	0	0	0	13	0	25	0	24	0	0	0	0	17
assemblage-644-557	0	0	0	0	0	64	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	111	0	0	0	22	0	0	0	0	0	0	13	0	24	0	35	0	0	0	0	7
assemblage-395-617	0	0	0	0	0	129	0	0	29	0	0	135	0	0	23	0	0	0	0	0	0	0	92	0	25	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	3
assemblage-366-456	0	0	25	0	0	38	0	0	0	0	0	145	0	0	0	0	0	0	0	10	0	0	40	0	0	0	0	129	0	0	0	17	0	0	0	0	0	0	43	0	0	0	39	0	0	0	0	14
assemblage-655-541	0	0	0	0	0	115	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	19
assemblage-493-392	0	0	0	0	0	67	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	120	0	0	0	16	0	0	0	0	0	0	11	0	14	0	31	0	0	0	0	11
assemblage-410-494	0	0	0	0	0	130	0	0	25	0	0	111	0	0	43	0	0	0	0	0	0	0	88	0	33	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	54	0	0	0	0	1
assemblage-545-352	0	0	0	0	0	62	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	168	0	0	0	6	0	0	0	0	0	0	26	0	17	0	24	0	0	0	0	8
assemblage-528-259	0	0	0	0	0	131	0	0	59	0	0	84	0	0	52	0	0	0	0	0	0	0	107	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	9
assemblage-390-298	0	0	0	0	0	180	0	0	0	0	0	152	0	0	10	0	0	0	0	0	0	0	51	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	12	0	4
assemblage-257-556	0	0	0	0	0	140	0	0	23	0	0	120	0	0	35	0	0	0	0	0	0	0	89	0	25	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	6
assemblage-380-571	0	0	0	0	0	162	0	0	0	0	0	123	0	0	32	0	0	0	0	0	0	0	41	0	0	15	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	6	0	8
assemblage-565-525	0	0	0	5	2	154	0	0	0	0	0	152	0	0	25	0	0	0	0	0	0	0	60	0	11	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	2
assemblage-462-687	0	0	6	0	0	62	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	77	0	0	0	16	0	0	0	0	13	0	39	0	11	0	39	0	0	0	0	19
