Assemblage_Name	1-3-1215314	831938-1-2	23423-3036604-8640153	1-1-3	23423-3-4555269	0-1-7892584	9865316-3036604-8640153	2-7467940-1	23423-3036604-9948631	1-4013266-1	2-2-614540	9607504-2-1	0-1-2	23423-3036604-3	1-3-3317491	2-2-2610593	1-1645816-1	1-3-1044034	2-2-1	23423-2882229-3	1-3-9459409	4645431-1-2	1856756-3036604-3	23423-3-3	126743-3036604-3	9054923-3036604-3	1-9878607-1	7249347-3036604-3	1-282494-1	2-3139018-1	9732175-2-1	23423-3036604-803247	23423-3036604-1699054	23423-3036604-9233248	0-7732248-2	1-3-1	2-2-5144840	2-6214897-1	23423-3036604-910448	4729511-3036604-3	2-7643560-1	23423-4165917-3	0-8440268-2	23423-3036604-4545858	23423-3036604-528743	23423-3036604-9569583	2-3593846-1	1-3-8394791	9112734-1-2	3597545-1-2	0-9392391-2	2-2-6413952	9859350-2-1	0-4630746-2	3915826-3-1	7824067-3-1	4695199-2-1	6532668-3-3	2198331-2-1
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	0	0	37	171	0	0	0	0	219	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5
assemblage-729-265	0	29	0	0	0	0	0	0	0	0	0	0	173	91	0	0	0	0	99	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-203-402	0	35	0	0	0	0	0	0	0	0	0	0	100	90	0	0	0	0	35	0	0	0	0	72	0	0	9	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	20	33	0	0	8	0	0	0	0	0	11
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	48	0	0	26	0	0	0	0	0	0	0	0	7	0	0	18	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	10
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	148	73	0	0	0	0	24	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	0	0	0	0	4
assemblage-400-899	0	16	0	0	0	0	0	0	0	0	0	0	31	25	0	0	0	0	239	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	228	22	0	0	0	0	130	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-244-910	0	0	0	0	13	0	0	0	0	0	0	0	57	132	0	0	0	0	150	0	0	0	0	19	0	0	0	0	40	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-433-120	0	38	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	13
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-797-749	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	33	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12
assemblage-716-247	0	92	0	0	0	0	0	0	0	0	0	0	82	208	0	0	0	0	37	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-97-538	0	0	0	0	0	0	0	0	0	8	0	0	0	224	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	146	0	0	0	0	0	0	0	0	0	36	31	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-140-383	0	44	0	0	0	0	0	0	0	0	0	0	208	30	0	0	0	0	183	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-684-671	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	23	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
assemblage-262-911	0	55	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	178	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-437-101	0	0	0	0	20	0	0	0	0	0	0	0	42	162	0	0	0	0	128	0	0	0	0	20	0	0	0	0	48	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-802-123	0	0	0	0	0	0	0	0	0	0	0	5	0	145	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-592-295	0	0	0	0	0	0	0	0	0	44	0	0	0	210	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-420-685	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-950-291	0	0	0	0	0	0	0	0	0	0	0	0	437	13	0	0	0	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-867-301	0	0	0	0	25	0	0	0	0	0	0	0	50	154	0	0	0	0	127	0	0	0	0	23	0	0	0	0	37	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7
