Assemblage_Name	3-6915375-3425672	2296482-6227519-4	0-3-2240381	8005751-3-2215282	9013434-3-2	3-9128119-7232205	2296482-2339232-2824817	8005751-1323706-2	476599-9128119-4	7981660-9128119-4	8005751-3-4946565	2296482-9128119-4	3-0-4061783	8847594-3-2	9927667-2339232-7575552	3-0-6126536	9234571-6809356-2	5589605-9128119-4	3-9128119-2033213	3-9128119-4	0-7094553-2	3-2534465-2033213	3-0-9123974	3-9128119-2993172	3-3-4	3-7012766-4927235	6752042-3-4	3-718755-4	9406288-7094553-2	9776744-9128119-4	8005751-4457601-2	8637441-3-2	7885065-7012766-3540347	1676545-0-9123974	2285082-3-2	2694393-9128119-2993172	8990404-4897635-4	3-7678504-4	8005751-3-3060356	0-3-2	3235735-3-2	3-3100211-9123974	8096519-0-9123974	9703314-9128119-2033213	3-1954271-9123974	8134551-9128119-2993172	3-6915375-8507101	3-7012766-1666950	2296482-2339232-5316439	6196345-0-9123974	3-6915375-9123974	3-9541985-4	2285082-3-4838360	6028079-3-2	0-3836131-2	1026308-3-2	2655522-3-7484703	3-7835468-4	1-3-2	8005751-128647-2	5658753-6809356-2	455679-3-2	7064852-7094553-2	0-5129739-2	3-4048700-4	3-9476931-4	3-7012766-3540347	0-7094553-6782001	3-8720548-4	3-9128119-3035960	3-7012766-9539940	2285082-3946709-2	8005751-3-2	0-8443246-2	3-9484726-4	3-8144779-4	6321321-3-2	5658753-3-2	2285082-3-8093917	4249390-3-2	2285082-3-5887355	3-4897635-4	3-7012766-3277342	3-7012766-4	3-1925274-4	3-9128119-8114804	2655522-3-2	2296482-2339232-7575552	3824571-3-2	7298950-3-2	2296482-2339232-4	0-3-3800990	2655522-3-4151371	3356941-0-9123974	0-3787253-2	0-3-2125924	9073317-3-2	8005751-3-8386654	3-9128119-2642772	3-9517199-9123974
assemblage-588-284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	17	0	0	0	0	0	0	0	0	8	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	12	0	106	0	0	0	35	0	0	13	0	0	0	0	0	0	0	0	22
assemblage-224-414	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	21	0	103	17	26	0	46	0	0	0	63	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	28	0	8	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	11
assemblage-788-470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	18	0	0	0	0	0	0	0	0	15	0	109	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	109	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	13
assemblage-431-760	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	85	26	0	51	72	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	118	0	0	0	0	0	0	0	0	0	0	56	0	10	0	0	0	0	14	0	0	0	0	0	0	0	0	13
assemblage-802-759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	17	0	0	0	0	0	0	0	0	16	0	91	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	158	0	0	0	13	0	0	11	0	0	0	0	0	0	0	0	7
assemblage-278-731	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	223	0	0	0	37	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	34	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	28
assemblage-797-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	18	0	0	0	0	0	0	0	0	22	0	99	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	139	0	0	0	18	0	0	8	0	0	0	0	0	0	0	0	12
assemblage-389-888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	109	0	39	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	83	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	25
assemblage-436-686	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	8	0	46	0	0	0	0	35	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	10
assemblage-515-704	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	65	128	0	97	32	0	0	0	0	0	0	0	0	0	0	70	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-909-174	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	27	0	87	22	29	0	45	0	0	0	85	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8
assemblage-959-327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	8	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8
assemblage-246-243	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	110	0	6	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	8	0	72	0	0	0	28	0	0	22	0	0	0	0	0	0	0	0	17
assemblage-516-349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	16	0	119	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	38	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20
assemblage-827-761	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	32	0	0	0	0	0	0	27	0	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	85	0	0	0	15	0	0	40	0	0	0	0	0	0	0	0	20
assemblage-963-273	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	233	0	0	0	26	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	29	0	0	0	0	0	0	0	0	22	0	17	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	18
assemblage-207-404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	121	0	34	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	47
assemblage-483-866	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	76	0	104	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	25	0	15	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-917-808	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	93	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	23
assemblage-106-537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	57	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	106	0	0	0	39	0	0	9	0	0	0	0	0	0	0	0	8
assemblage-463-898	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	21	18	0	73	0	0	0	71	0	0	0	0	0	0	0	101	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	25
assemblage-390-425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	33	52	0	58	0	0	0	28	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	13	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-962-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	213	4	0	24	19	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19
assemblage-536-360	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	10	6	0	75	0	0	0	41	0	0	0	0	0	0	0	23	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	32
assemblage-379-824	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	24	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	17	0	0	0	0	0	0	0	0	12	0	0	9	0	0	82	0	0	0	0	0	0	0	0	1	0	146	0	0	0	8	0	0	57	0	0	0	0	0	0	0	0	8
assemblage-865-797	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	127	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	82	0	0	0	0	0	0	0	0	0	11	45	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	21
assemblage-451-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	187	15	0	109	41	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	17
assemblage-275-260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	75	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-261-263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	56	0	23	0	0	0	0	0	0	0	0	0	14	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16
assemblage-837-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	16	0	113	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	39	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	22
assemblage-863-789	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	123	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	22
assemblage-832-957	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	11	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	53	0	0	0	0	0	64	0	0	0	60	0	0	7
assemblage-955-304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	13	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12
assemblage-527-662	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	14	7	0	103	0	0	0	47	0	0	0	0	0	0	0	22	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	30
assemblage-262-886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	23	58	0	49	0	0	0	29	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-430-192	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	69	124	0	99	23	0	0	0	0	0	0	0	0	0	0	47	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-825-957	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	49	0	0	0	0	0	76	0	0	0	64	0	0	15
assemblage-363-861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	124	0	0	0	0	0	0	0	0	11	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-162-502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	80	0	0	0	0	0	0	0	0	15	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-794-401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	22	120	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	18
assemblage-111-935	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	21	0	0	222	0	54	0	19	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-435-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	244	24	0	29	15	0	0	7	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-413-864	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	26	0	87	20	28	0	47	0	0	0	72	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	29	0	10	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	16
assemblage-599-278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	78	0	0	0	0	0	0	0	0	16	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-475-889	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	64	0	74	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	23	0	15	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-958-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	200	12	0	17	15	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6
assemblage-373-179	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	72	0	61	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	33	0	17	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-802-744	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	31	0	0	0	0	0	0	31	0	11	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	75	0	0	0	12	0	0	54	0	0	0	0	0	0	7	0	10
assemblage-488-381	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	256	0	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	30	0	0	0	0	0	0	0	0	20	0	16	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	22
assemblage-132-399	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	75	0	90	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	23	0	15	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-421-768	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	88	34	0	52	60	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	123	0	0	0	0	0	0	0	0	0	0	55	0	11	0	0	0	0	20	0	0	0	0	0	0	0	0	12
assemblage-800-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	14	0	13	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	19
assemblage-826-970	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	6	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	46	0	0	0	0	0	67	0	0	0	75	0	0	24
assemblage-972-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	192	7	0	21	14	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	28
assemblage-479-511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	11	0	57	0	0	0	0	0	0	0	0	34	0	0	102	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	13
assemblage-275-727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	30	110	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	12
assemblage-804-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	4	0	49	0	0	0	0	39	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	24
assemblage-919-801	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	10
assemblage-160-519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	84	0	0	0	0	0	0	0	0	14	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-436-224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	203	18	0	107	18	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	32
assemblage-949-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	8	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-376-184	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	31	25	0	77	0	0	0	47	0	0	0	0	0	0	0	88	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
