Assemblage_Name	2-2-7334004	2-4-2253497	7265853-7249013-4	8546308-4-4	649489-4-4	8591242-5150039-4	7265853-8979375-4	7265853-847344-4	7265853-4-4	3-3-3	9243909-2-0	9203708-2-0	2-7200428-0	2-2-9654220	7265853-5290244-4	2-2-0	378053-2-0	2-2-7242498	2-4397786-0	2-2633689-4	2-4-9333913	2-2825224-0	2-1656938-0	5120226-2-0	2-6199895-4	2-4-5672695	8255766-4-4	1-2453786-2	1-3-2	2-7551136-4	2-4-5272184	8591242-4-4	2-4-4	2-5950189-0	9871796-4-4	2-2-5264238	0-3-4	9001094-2-0	2-2-9244217	8591242-4-1006986	6469948-4-4	240638-4-4	3-4716168-3	2-6434059-0	2-3329389-0	7265853-4-3741074	7265853-4-3001414	7112268-2-0	6223298-4-4	2-2-5763670	2-2-8779846	737517-4-4	2-9404733-4
assemblage-207-392	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	288	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-729-265	0	0	0	0	0	0	0	0	0	30	0	0	14	44	0	82	0	0	0	11	0	0	0	0	0	0	0	0	29	0	0	14	200	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	0	0	0	9
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	239	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-993-720	0	0	0	0	0	0	16	0	38	0	0	0	0	0	0	103	0	0	49	0	0	0	0	0	33	0	0	0	0	0	0	21	203	0	0	0	0	0	0	0	18	0	0	0	0	0	0	10	0	0	0	0	9
assemblage-714-272	0	0	0	0	0	0	0	0	0	59	0	0	0	8	0	145	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	205	0	0	0	0	7	0	0	39	0	5	0	0	0	0	0	0	0	0	0	6
assemblage-400-899	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	196	0	0	0	0	0	0	0	72	0	0	0	0	0	0	38	0	0	0	0	6
assemblage-520-365	0	0	0	0	0	0	0	0	0	44	0	0	0	30	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	121	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-244-910	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	95	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-433-120	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	150	0	0	0	0	0	0	39	0	0	0	0	11
assemblage-664-667	0	0	0	0	0	39	0	0	0	0	0	0	0	0	44	139	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	102	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-797-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	236	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-716-247	0	0	0	0	0	0	0	0	0	14	0	0	9	107	0	42	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	225	0	0	0	0	0	0	0	71	0	5	0	0	0	0	0	0	0	0	0	5
assemblage-97-538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	14	0	0	0	0	0	6	0	0	0	0	10	220	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-140-383	0	0	0	0	0	0	0	0	0	14	0	0	0	55	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	269	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-684-671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	227	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-262-911	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	149	0	0	0	0	0	0	53	0	0	0	0	4
assemblage-437-101	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	75	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	0	0	6
assemblage-802-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	155	0	56	0	0	138	0	0	0	0	0	0	0	0	0	0	14	79	0	0	0	0	0	0	0	39	0	0	9	0	0	0	0	0	0	0	0	1
assemblage-592-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-420-685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	71	0	0	126	0	0	0	0	0	0	0	0	0	0	17	71	0	0	0	0	0	0	0	43	0	0	18	0	0	0	0	0	0	0	0	4
assemblage-950-291	0	0	0	0	0	0	0	0	0	77	0	0	0	55	0	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46	247	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-867-301	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	85	0	0	0	0	0	0	0	36	0	0	0	0	0	0	4	0	0	0	0	4
assemblage-243-260	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	256	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	16	121	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-667-580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	170	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-797-476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	11	221	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-503-522	0	0	0	0	0	0	0	0	0	5	0	0	0	21	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	176	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-429-117	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	115	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	23	184	0	11	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-794-418	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	30	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-511-700	0	0	0	0	0	0	14	0	23	0	0	0	0	0	0	99	0	0	57	0	5	0	0	0	31	0	0	0	0	0	0	16	219	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-396-413	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	85	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-674-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	199	0	0	0	0	0	0	0	86	0	0	0	0	0	0	36	0	0	0	0	15
assemblage-931-801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-586-303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	140	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	41	153	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-688-589	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	244	0	0	0	0	0	0	0	65	0	0	0	0	0	0	35	0	0	0	0	2
assemblage-754-613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	249	0	16	0	0	7	0	0	0	0	0	0	0	0	0	0	63	135	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
assemblage-254-885	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	110	0	0	0	0	0	0	49	0	0	0	0	15
assemblage-271-278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	177	0	0	0	26	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-748-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	255	0	13	0	0	23	0	0	0	0	0	0	0	0	0	0	50	122	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	4
assemblage-122-945	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	184	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-424-664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	290	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-923-806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	153	0	75	0	0	131	0	0	0	0	0	0	0	0	0	0	7	81	0	0	0	0	0	0	0	38	0	0	8	0	0	0	0	0	0	0	0	3
assemblage-795-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	229	0	18	0	0	44	0	0	0	0	0	0	0	0	0	0	46	101	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	2
assemblage-796-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	203	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-825-948	0	0	0	0	11	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	10
assemblage-262-737	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	107	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-428-665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	269	0	16	0	0	10	0	0	0	0	0	0	0	0	0	0	52	121	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3
assemblage-901-168	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	258	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-432-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	183	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-677-600	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	274	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-406-405	0	0	0	0	0	0	0	10	58	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	86	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-588-284	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	237	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	19	145	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-224-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	186	0	0	0	0	0	0	0	97	0	0	0	0	0	0	49	0	0	0	0	9
assemblage-788-470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	12	227	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	17
