Assemblage_Name	4-549509-7559784	3409976-3-6830204	7597743-3-7559784	4-2-7277706	1210031-3-7559784	5038357-3-1380501	2-1753322-8877049	136402-3-7559784	2828037-4-6911536	2-5094373-8400706	4-5263002-7559784	4-2-3160322	1084620-4-3027624	2-3798826-0	444985-3-7559784	1-4-3027624	8693499-3-7559784	2-1-0	2-1-8400706	3571753-3-7559784	6468193-0-1	2802188-3-1482858	3409976-9227652-7559784	2-1753322-0	5581232-3-7559784	1888699-1-0	2-1-4075622	5054633-4050763-7559784	1-2858437-3027624	1906747-3-7559784	4-4050763-7559784	4-2-1662079	3877107-3-7559784	2-6667571-0	1-4-3724871	5038357-3-7559784	3931620-3-7559784	1459599-1-0	4-3-3400235	4106271-1-0	1742043-3-7559784	5259744-4-0	3660832-1-0	2828037-4-0	2-1753322-325055	4-3-1	6793566-4-0	1-4-2911409	2802188-1857779-7559784	3409976-3-1239259	4-2-6894701	4106271-1-3325785	2-2508378-0	6514127-1-2455881	6101412-3-7559784	3931620-1248484-7559784	3694680-3-7559784	5581232-6236563-7559784	4033182-3-7559784	6714582-4-0	1129097-1-0	4819120-3-7559784	9049659-3-7559784	4-8359099-7559784	136402-4109321-7559784	6601280-0-1	2-1972550-0	2808253-4-0	4-2-2	3409976-3-7559784	4-3-6764290	9825937-4-0	1-4-0	4-4552394-7559784	6514127-1-0	3409976-3-8999850	2042214-2-2	4-2-573903	2802188-3-7559784	4-3-7559784	2-1753322-7753149	4-3-7676159	8661755-1-0	2-1-7695345	6174920-1-0	2-774232-0	7462594-1-0	4306406-3-7559784	3-0-1	3-0-6358592	6726130-3-7559784	2-3276375-0	3409976-3231799-7559784	2-1-6112633	4-9203550-2	4106271-9626533-0	2-1753322-6122983	4-3-4174052
assemblage-207-392	0	0	0	0	7	0	0	0	0	0	34	0	0	0	0	0	0	115	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	21	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-729-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	53	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	53	0	0	0	0	0	0	90	0	0	0	9	0	0	0	0	20	0	0	0	0	0	0	0	0	20
assemblage-203-402	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	153	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	39	0	57	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	13	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	20	27	0	130	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	123	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	38	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	26	0	0	0	0	0	27	105	0	0	0	0	18	0	20	0	0	0	0	0	0	0	0	0	0	25
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	30	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	10	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	10	0	0	0	0	0	0	91	0	0	0	10	0	0	0	0	30	0	0	0	0	0	0	0	0	17
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	3	88	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	52	0	0	0	0	0	0	0	30	0	0	0	197	0	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	59	0	7	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-264-747	0	0	0	0	0	0	0	166	0	0	32	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	29	0	0	0	38	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-797-749	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	32	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	93	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	22
assemblage-716-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	105	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	93	0	0	0	0	0	5	93	0	0	0	17	0	0	0	0	18	0	0	0	0	0	0	0	0	6
