Assemblage_Name	2972615-6614695-8082274	2972615-247089-5119570	2-3-376073	2972615-6614695-3	2-6457939-376073	5954724-8764530-1	0-749553-4025164	1233034-3-376073	2-9850978-376073	2-3-3	0-749553-1	581057-1-0	0-3855009-3	9662619-247089-3	4122460-3-3	4-1-0	1-1-0	2972615-247089-3	0-3393132-1	0-1-1	0-749553-4022429	2-835177-376073	4704378-3-376073	0-8764530-1	4-1-8076982	0-749553-239641	0-8764530-2069693	9627758-3-376073	2-9427148-376073	5717098-247089-3	7292299-1-1	2-9427148-5896775	0-749553-4268926	977077-749553-1	2-3-5209449	0-8764530-8636836	5566516-7023453-376073	943943-247089-3	5566516-8471367-376073	1778346-3-376073	3155704-247089-3	2972615-1898105-3	5566516-3-376073	4-1-1703871	4-7841946-0	5214480-749553-4025164	1555768-3-376073	0-206191-1	0-749553-711024	7236193-3-376073	2-3-3789346	0-749553-8245415
assemblage-207-392	0	0	94	0	0	0	0	0	0	56	133	0	0	0	0	132	0	39	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-729-265	0	0	128	0	0	0	0	0	0	31	17	0	33	0	0	65	38	141	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-203-402	0	0	241	0	0	0	0	0	0	11	44	0	9	0	0	126	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-993-720	0	0	11	27	0	0	0	0	0	0	201	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-714-272	0	0	195	0	0	0	0	0	0	0	28	0	38	0	0	72	73	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-400-899	0	0	127	0	0	0	0	0	0	0	144	0	31	0	0	73	0	116	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-520-365	0	0	63	0	0	0	0	0	0	65	37	0	11	0	0	81	12	216	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-244-910	0	0	118	43	0	0	26	0	0	0	97	0	0	0	0	178	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-433-120	0	0	53	135	0	0	0	0	0	5	81	0	0	0	0	125	0	38	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-664-667	0	0	129	0	0	0	0	0	0	0	91	0	0	0	0	0	0	97	0	0	0	0	0	136	0	0	0	0	26	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-264-747	0	0	40	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	0	10
assemblage-797-749	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	106	0	0	0	0	79	0	0	0	0	97	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	6
assemblage-716-247	0	0	76	0	0	0	0	0	0	23	28	0	73	0	0	128	58	58	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-97-538	0	0	46	0	0	15	0	0	0	0	61	0	0	0	0	0	0	186	0	0	0	0	0	70	0	0	0	0	12	0	0	0	0	32	0	0	0	0	0	0	0	0	27	0	0	0	0	0	39	0	0	12
assemblage-140-383	0	0	182	0	0	0	0	0	0	17	120	0	0	0	0	100	0	55	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-684-671	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	86	0	0	0	0	89	0	0	0	0	97	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	10
assemblage-262-911	0	0	60	129	0	0	0	0	0	6	67	0	0	0	0	118	0	54	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-437-101	0	0	113	35	0	0	10	0	0	0	88	0	0	0	0	217	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-802-123	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	112	0	0	0	0	88	0	0	0	0	96	0	0	0	0	0	0	0	0	43	0	0	0	0	0	43	0	0	11
assemblage-592-295	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	27	0	0	0	0	0	86	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	23	0	0	14
assemblage-420-685	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	124	0	0	0	0	107	0	0	0	0	73	0	0	0	0	0	0	0	0	55	0	0	0	0	0	32	0	0	10
assemblage-950-291	0	0	194	0	0	0	0	0	0	6	0	0	0	0	0	0	13	160	0	102	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-867-301	0	0	99	26	0	0	22	0	0	0	118	0	0	0	0	200	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-243-260	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	97	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	5
assemblage-667-580	0	0	173	37	0	0	0	0	0	0	59	0	0	0	0	120	0	82	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-797-476	0	0	26	0	0	19	0	0	0	0	66	0	0	0	0	0	0	194	0	0	0	0	0	72	0	0	0	0	11	0	0	0	0	40	0	0	0	0	0	0	0	0	19	0	0	0	0	0	43	0	0	10
assemblage-503-522	0	0	94	0	0	0	0	0	0	8	48	0	18	0	0	180	5	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-429-117	0	0	45	36	0	0	0	0	0	7	266	0	0	0	0	23	0	111	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-794-418	0	0	23	24	0	0	0	0	0	0	119	0	0	0	0	28	0	0	0	0	0	0	0	288	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-511-700	0	0	20	30	0	0	0	0	0	0	202	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-396-413	0	0	101	35	0	0	18	0	0	0	112	0	0	0	0	197	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-674-596	0	0	141	0	0	0	0	0	0	0	130	0	29	0	0	88	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-931-801	0	0	86	0	0	0	0	0	0	0	172	0	0	0	0	0	0	25	0	0	0	0	0	31	0	0	0	0	60	0	0	0	0	23	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	11
assemblage-586-303	0	0	61	0	0	0	0	0	0	0	115	0	0	0	0	0	0	71	0	0	0	0	0	126	0	0	0	0	70	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	34	0	0	10
assemblage-688-589	0	0	116	0	0	0	0	0	0	0	130	0	34	0	0	79	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-754-613	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	6	0	0	0	0	146	6	0	7	0	0	0	0	0	0	32	0	6	0	20	0	0	0	0	0	23	0	0	17
assemblage-254-885	0	0	54	114	0	0	0	0	0	12	75	0	0	0	0	120	0	67	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-271-278	0	0	6	0	0	0	0	0	0	109	0	0	0	0	74	0	15	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	5
assemblage-748-637	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	235	0	0	0	0	0	13	0	0	0	0	120	14	0	7	0	0	0	0	0	0	49	0	5	0	22	0	0	0	0	0	22	0	0	8
assemblage-122-945	0	0	246	0	0	0	0	0	0	11	0	0	0	0	0	11	191	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	12
assemblage-424-664	0	0	78	0	0	0	0	0	0	0	186	0	0	0	0	0	0	44	0	0	0	0	0	40	0	0	0	0	46	0	0	0	0	21	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	7
assemblage-923-806	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	94	0	0	0	0	88	0	0	0	0	107	0	0	0	0	0	0	0	0	45	0	0	0	0	0	37	0	0	9
assemblage-795-100	0	0	34	0	0	0	0	0	0	0	76	0	0	0	0	0	0	129	0	0	0	0	0	68	0	0	0	0	82	0	0	0	0	44	0	0	0	0	10	0	0	0	36	0	0	0	0	0	10	0	0	11
