Assemblage_Name	6167099-1-3	8802060-4-4	2-4-1814292	0-0-5422788	4922198-3-7543175	2-238648-4	8014673-3-7543175	0-0-9504363	7645777-2076641-4	2-6533370-4	7317050-3-7543175	0-3-6910292	7645777-3-4	7317050-3-4	0-3-1775787	2-4-1206961	7559934-4-4	2-1652449-4	2-4025288-4	2-4-1664852	2-3786876-4	0-1-0	2-4-8995692	0-0-5684680	2-4-6055486	551959-3-4	9130609-4-4	2-4-6377641	0-0-5556816	9119425-3-4	2-4157503-4	0-0-1052773	6264939-3-4	0-1279266-4729588	2-5228275-4	6259195-4-5881797	0-3-2162007	0-3-5346019	0-8443086-4	2-4-444477	2779438-0-4729588	0-0-1	2-3310549-4	1657555-3-4	2-7898273-4	2-268235-478858	2-4-478858	0-3-3217930	5751983-3-4	2-4-1244595	0-8823455-4	5679805-3-4	2-4-3321524	0-0-1730714	2-9721835-4	5574918-3-4	2-4-5831475	8341077-3-4	0-3-4	3324991-3-7543175	2-4-4	0-2250960-4	2-4-2832738	2-7436359-4	2-4-2621708	4169972-3-4	0-0-4729588	0-402129-1	2-4-5881797	7645777-3756823-4	2-1-4	0-653411-4	0-3-2404023	0-0-1087602	404911-0-4729588	7645777-4168522-4	1900325-4-4	9704825-3-4
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	44	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	114	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-729-265	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	151	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	0	0	14	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	56	0	10	0	0	0	0	0	0	0	0	0	149	0	118	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	9
assemblage-993-720	0	0	0	0	0	0	23	0	0	0	28	0	40	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	212	0	0	0	0	0	0	0	62	10	0	0	0	0	0	0	0	10
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	101	0	159	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	191	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	15	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	48	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	149	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	15
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	16	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	113	0	0	0	0	0	66	0	115	0	0	0	0	0	7	0	0	7
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	71	0	0	0	0	0	0	0	0	15	0	11
assemblage-797-749	0	0	0	0	0	0	0	0	0	5	0	0	68	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	203	0	0	0	0	0	63	0	27	0	0	0	0	0	0	0	0	1
assemblage-716-247	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	5	0	36	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-97-538	0	0	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	207	0	0	0	0	0	64	0	25	0	0	0	0	0	0	0	0	13
assemblage-140-383	0	0	0	0	0	0	0	0	0	0	7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	42	0	0	0	185	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	142	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-684-671	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	107	0	206	0	0	0	0	0	82	0	20	0	0	0	0	0	0	0	0	4
assemblage-262-911	0	0	0	0	0	0	0	0	0	0	38	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	155	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	11
assemblage-437-101	0	0	0	0	0	0	0	0	0	0	5	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-802-123	0	0	0	0	0	0	0	0	0	0	0	34	36	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	234	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	19
assemblage-592-295	0	0	5	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	186	0	0	6	0	0	92	0	18	0	0	0	0	0	0	0	0	6
