Assemblage_Name	4-3-2294319	0-2-9332924	194530-2-3	3-5709774-3	7603965-3-4	0-2-2464693	1-2-3	1137926-2-3	2-1-3	1-7049709-3	0-2-2027423	1-2-6026957	4-3-4	1-2-692631	3-2-1	3-2-3	1-8766966-692631	1764056-0-1	7955211-2-692631	0-2-9291172	0-2-3	829739-2-692631	4-7776232-4
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	9	0	28	63	31	79	0	0	0	0	282	0	8
assemblage-729-265	0	0	0	0	0	0	26	0	0	0	0	0	132	84	5	96	0	0	0	0	152	0	5
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	52	0	134	136	10	21	0	0	0	0	144	0	3
assemblage-993-720	0	0	0	0	0	9	0	0	0	0	0	0	200	144	10	0	0	0	0	0	136	0	1
assemblage-714-272	0	0	0	0	0	0	9	0	0	0	0	0	104	47	0	56	0	0	0	0	280	0	4
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	76	89	3	11	0	0	0	0	309	0	12
assemblage-520-365	0	0	0	0	0	0	7	0	0	0	0	0	237	121	17	91	0	0	0	0	27	0	0
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	0	0	119	208	27	0	0	0	0	0	136	0	10
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	116	136	0	14	7	0	0	11	207	0	9
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	0	0	153	146	0	0	0	0	0	0	201	0	0
assemblage-264-747	0	0	0	0	0	33	0	0	0	0	0	0	89	81	5	123	0	0	0	0	168	0	1
assemblage-797-749	0	0	0	0	0	34	0	0	0	0	0	0	65	233	0	0	0	0	0	0	168	0	0
assemblage-716-247	0	0	0	0	0	0	18	0	0	0	0	0	137	47	0	74	0	0	0	0	222	0	2
assemblage-97-538	0	0	0	0	0	90	0	0	0	0	0	0	24	129	0	0	0	0	0	0	256	0	1
assemblage-140-383	0	0	0	0	0	0	0	0	0	0	0	0	170	92	58	35	0	0	0	0	144	0	1
assemblage-684-671	0	0	0	0	0	41	0	0	0	0	0	0	47	251	0	0	0	0	0	0	160	0	1
assemblage-262-911	0	0	0	0	0	0	0	0	0	0	0	0	70	135	0	24	9	0	0	25	229	0	8
assemblage-437-101	0	0	0	0	0	0	0	0	0	0	0	0	155	206	15	0	0	0	0	0	114	0	10
assemblage-802-123	0	0	0	0	0	11	0	0	0	0	0	0	0	211	0	0	0	0	0	0	270	0	8
assemblage-592-295	0	0	0	0	0	65	0	0	0	0	0	0	130	93	0	1	0	0	0	0	211	0	0
assemblage-420-685	0	0	0	0	0	15	0	0	0	0	0	0	8	229	0	0	0	0	0	0	248	0	0
assemblage-950-291	0	0	0	0	0	0	0	0	0	0	0	0	431	10	5	34	0	0	0	0	19	0	1
assemblage-867-301	0	0	0	0	0	0	0	0	0	0	9	0	122	202	27	0	0	0	0	0	133	5	2
assemblage-243-260	0	0	0	0	0	0	0	0	0	0	0	0	47	215	0	0	0	0	0	0	227	0	11
assemblage-667-580	0	0	0	0	0	0	0	0	0	0	27	0	75	169	78	6	0	0	0	0	143	0	2
assemblage-797-476	0	0	0	0	0	78	0	0	0	0	0	0	19	147	0	0	0	0	0	0	256	0	0
assemblage-503-522	0	0	0	0	0	0	0	0	0	0	7	0	76	99	49	40	0	0	0	0	229	0	0
assemblage-429-117	0	0	0	0	0	20	0	0	0	0	0	0	201	38	35	8	0	0	0	0	197	0	1
assemblage-794-418	0	0	0	0	0	0	0	0	0	0	0	0	60	198	0	19	0	0	0	0	219	0	4
assemblage-511-700	0	0	0	0	0	4	0	0	0	0	0	0	235	124	5	0	0	0	0	0	124	0	8
assemblage-396-413	0	0	0	0	0	0	0	0	0	0	10	0	127	194	26	0	0	0	5	0	129	7	2
assemblage-674-596	0	0	0	0	0	0	0	0	0	0	0	0	93	58	0	5	0	0	0	0	335	0	9
assemblage-931-801	0	0	0	0	0	41	0	0	0	0	0	0	15	206	0	0	0	0	0	0	238	0	0
assemblage-586-303	0	0	0	0	0	0	0	0	0	0	0	0	139	123	0	20	0	0	0	0	216	0	2
assemblage-688-589	0	0	0	0	0	0	0	0	0	0	0	0	81	52	0	0	0	0	0	0	361	0	6
assemblage-754-613	0	0	0	0	0	75	0	0	0	0	0	0	0	18	0	0	0	0	0	0	401	0	6
assemblage-254-885	0	0	0	0	0	0	0	0	0	0	0	0	98	125	0	13	18	0	0	17	224	0	5
assemblage-271-278	0	0	0	0	0	0	49	0	0	0	0	0	4	0	30	289	0	0	0	0	126	0	2
assemblage-748-637	0	0	0	0	0	70	0	0	0	0	0	0	0	27	0	0	0	0	0	0	396	0	7
assemblage-122-945	0	0	0	0	0	0	86	0	0	0	0	0	44	0	13	76	0	0	0	0	273	0	8
assemblage-424-664	0	0	0	0	0	31	0	0	0	0	0	0	21	217	0	0	0	0	0	0	229	0	2
assemblage-923-806	0	0	0	0	0	16	0	0	0	0	0	0	8	211	0	0	0	0	0	0	264	0	1
assemblage-795-100	0	0	0	0	0	30	0	0	0	0	0	0	27	183	0	0	0	0	0	0	260	0	0
assemblage-796-465	0	0	0	0	0	43	0	0	0	0	0	0	50	240	0	0	0	0	0	0	167	0	0
assemblage-825-948	0	0	0	0	0	0	42	0	14	0	0	0	38	167	162	0	0	0	0	0	74	0	3
assemblage-262-737	0	0	0	0	0	10	0	0	0	0	0	0	92	124	0	41	0	0	0	0	230	0	3
assemblage-428-665	0	0	0	0	0	84	0	0	0	0	0	0	0	15	0	0	0	0	0	0	391	0	10
assemblage-901-168	0	0	0	0	0	0	0	0	0	0	5	0	56	57	34	52	0	0	0	0	290	0	6
assemblage-432-143	0	0	0	0	0	0	0	0	0	0	0	0	204	18	6	73	0	0	0	0	185	0	14
assemblage-677-600	0	0	0	0	0	0	0	0	0	0	8	0	46	69	19	51	0	0	0	0	300	0	7
assemblage-406-405	0	0	0	0	0	0	0	0	0	0	0	0	138	218	31	0	0	0	0	0	106	0	7
assemblage-588-284	0	0	0	0	0	0	0	0	0	0	0	0	37	237	0	0	0	0	0	0	216	0	10
assemblage-224-414	0	0	0	0	0	0	0	0	0	0	0	0	70	70	0	6	0	0	0	0	351	0	3
assemblage-788-470	0	0	0	0	0	111	0	0	0	0	0	0	14	133	0	0	0	0	0	0	242	0	0
assemblage-431-760	0	0	0	0	0	39	0	0	0	0	0	0	101	95	53	70	0	0	0	0	141	0	1
assemblage-802-759	0	0	0	0	0	114	0	0	0	0	0	0	18	111	0	0	0	0	0	0	257	0	0
assemblage-278-731	0	0	0	0	0	0	0	0	0	0	0	0	152	129	0	0	0	0	0	0	214	0	5
assemblage-797-468	0	0	0	0	0	92	0	0	0	0	0	0	13	123	0	0	0	0	0	0	272	0	0
assemblage-389-888	0	0	0	0	0	0	0	0	0	0	25	0	75	176	49	6	0	0	0	0	168	0	1
assemblage-436-686	0	0	0	0	0	93	0	0	0	0	0	0	0	27	0	0	0	0	0	0	372	0	8
assemblage-515-704	0	0	0	0	0	0	0	0	0	0	0	0	274	50	66	0	0	0	15	0	89	0	6
assemblage-909-174	0	0	0	0	0	0	0	0	0	0	0	0	78	68	6	11	0	0	0	0	336	0	1
assemblage-959-327	0	0	0	0	0	0	0	0	0	0	0	0	411	9	0	45	0	0	0	0	25	0	10
assemblage-246-243	0	0	0	0	0	0	0	0	0	0	0	0	84	205	0	9	0	0	0	0	200	0	2
assemblage-516-349	0	0	0	0	0	0	17	0	0	0	0	0	105	44	0	34	0	0	0	0	292	0	8
assemblage-827-761	0	0	0	0	0	54	0	0	0	0	0	0	71	218	0	0	0	0	0	0	157	0	0
assemblage-963-273	0	0	0	0	0	0	0	0	0	0	0	0	149	112	0	10	0	0	0	0	229	0	0
assemblage-207-404	0	0	0	0	0	0	0	0	0	0	14	0	80	184	63	9	0	0	0	0	148	0	2
assemblage-483-866	0	0	0	0	0	0	0	0	0	0	8	0	54	95	41	51	0	0	0	0	249	0	2
assemblage-917-808	0	0	0	0	0	25	0	0	0	0	0	0	11	197	0	0	0	0	0	0	267	0	0
assemblage-106-537	0	0	0	0	0	16	0	0	0	0	0	0	27	143	0	0	0	0	0	0	314	0	0
assemblage-463-898	0	0	0	0	0	0	0	0	0	0	0	0	47	90	0	39	0	0	0	0	318	0	6
assemblage-390-425	0	0	0	0	0	14	0	0	0	0	0	0	173	46	33	0	0	0	0	0	225	0	9
assemblage-962-300	0	0	0	0	0	5	0	0	0	0	0	0	64	125	0	20	0	0	0	0	285	0	1
assemblage-536-360	0	0	0	0	0	0	43	0	0	4	0	0	104	64	0	173	0	0	0	0	105	0	7
assemblage-379-824	0	0	0	0	0	79	0	0	0	0	0	0	110	92	0	6	0	0	0	0	212	0	1
assemblage-865-797	0	0	0	0	0	0	20	0	0	0	0	0	138	70	0	72	0	0	0	0	194	0	6
assemblage-451-195	0	0	0	0	0	6	0	0	0	0	0	0	213	150	7	0	0	0	0	0	123	0	1
assemblage-275-260	0	0	0	0	0	0	55	0	0	0	0	0	0	0	37	287	0	0	0	0	118	0	3
assemblage-261-263	0	0	0	0	0	0	37	0	0	0	0	0	6	0	20	318	0	0	0	0	117	0	2
assemblage-837-802	0	0	0	0	0	0	6	0	0	0	0	0	108	48	4	34	0	0	0	0	297	0	3
assemblage-863-789	0	0	0	0	0	0	12	0	0	0	0	0	201	154	26	86	0	0	0	0	18	0	3
assemblage-832-957	0	0	0	0	0	0	36	0	13	0	0	0	35	114	234	0	0	0	0	0	67	0	1
assemblage-955-304	0	0	0	0	0	0	0	0	0	0	0	0	423	9	0	38	0	0	0	0	23	0	7
