Assemblage_Name	1-1-3540864	3-1294175-4	5669159-1-3	1-1-6922	3484032-488312-6316244	1-109969-3	301596-1-3	3328377-4624489-4	3-2610585-4	3476215-5949595-4	1605224-1-3	942876-8538128-0	3-2711204-4	1183562-1-2360755	308850-1-3	5134188-1-3	5365238-4-4	1-1-4787585	1183562-1-7073672	3328377-4-4	1759154-817949-0	5669159-518-3	1-1-6162802	1-3970220-1	1-1-748499	1-2830019-3	9116846-817949-0	4-6175178-9091612	1183562-1-3	3243323-3-2	1-1-7091697	1990327-1-6162802	9740165-1-3	3-4-1479049	1-1610252-3	1-5163446-1658989	3925502-2-7992061	3925502-2-1557719	1-1-3	4-0-4747924	8298932-1-3	3-4-1349360	1009280-1-3	4-6437669-0	3328377-7808957-4	1-1-8891552	9740165-2393572-3	1-8518897-394890	4254581-4-9279533	5117099-5313325-3	1-1-2378290	3-4-6625946	1-3302870-3	4-8538128-0	4718410-1-9383935	3-6177170-4	0-3-2	4-4088355-0	3328377-5366931-4	6481624-4-9279533	3632942-3-1658989	3-7809794-4	4-1577049-9091612	5243357-4-0	1-1-2410505	3-7666359-9279533	7495678-1-3	3-4-9279533	3651501-1-3	575311-8538128-0	7797466-4-9279533	9283956-1-3	3-2952890-4	3-467985-4	1-1-351073	3-4-5511096	3484032-817949-5399708	3925502-5959194-4	1-5163446-394890	1-1802386-3	1317499-4-4	1-3-2910078	3-4-9451016	1183562-1-793691	1-548704-3	3925502-2-4	4718410-3304748-3	3484032-817949-371475	1183562-3496217-2360755	1-3-1	1-5313325-3	1168339-1-3	1-3-1658989	7769686-4-4	3-4-4	3484032-817949-5791332	3-808884-4	4718410-1-3	3-1756081-4	4926585-4-4	1183562-4078062-3	8111536-1-2360755	1-1-2803626	4-3154168-0	4-5302993-9091612	3484032-817949-0	1-3-1435423	1-3-5508174	1-1-9515577	3484032-817949-644089	4-0-0	4-8538128-9276021	1-3-2594854	4146187-1-3	7060925-4-0	1183562-3872438-3	4827131-817949-0	1183562-1-5387984	4-0-9091612	209016-1-3	2314876-4-4	3-6679158-4	4-4543249-0	7925438-1-3	1-1-8086392	3-8269403-4	3-3203085-4	6011614-4-0	503574-1-3	1-9845642-5508174
assemblage-207-392	30	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	32	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	36	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	19
assemblage-729-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	35	0	96	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	19	0	0	0	64	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	28	0	0	0	0	0	0	0	27	0	0	0	23	0	0	0	0	0	0	26
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0	64	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	63	0	0	168	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	34	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	7	0	0	0	28
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	83	0	163	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	0	0	0	26	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	24
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	197	0	0	0	0	12	0	0	0	0	0	0	0	0	0	15	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2	0	0	0	0	0	0	0	29
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	19	0	81	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	43	0	0	0	0	0	0	0	51	0	0	0	11	0	0	0	0	0	0	35
assemblage-244-910	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	28	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	168	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	120	0	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	136	0	0	0	0	13	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	17	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-664-667	0	0	4	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	33	0	6	0	0	0	0	10	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	81	0	7	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
