Assemblage_Name	8394063-7396097-3178558	1065185-2-3178558	7716709-509677-3178558	8430450-0-7325161	2-3-3	0-2-7702362	7716709-2-7484031	1065185-2091009-3178558	0-5760208-3178558	7716709-2-7438644	3-1-5501719	1912869-0-7325161	8578563-2-3178558	0-4033112-3178558	8394063-2-3178558	3316739-2-3178558	3-0-7325161	5480085-2-3178558	7716709-509677-7782289	3-6924760-3	0-7460613-3	1077223-2-3	8264902-2-3178558	1065185-7533089-3178558	7716709-1278219-3178558	198410-2-3178558	0-5365442-3178558	3-1-3	7716709-2-3178558	0-2-9699868	3-0-5812077	5903570-2-3178558	0-2-9050331	0-2-3	3-9578521-3	7716709-6495035-3178558	6812621-6608093-3178558	0-2-6306112	0-2-5129779	0-2-6533423	3-0-3	2-8079100-3	0-2-1293023	4-2-4	0-927510-3178558	7716709-3424785-3178558	2023147-2-3178558	0-3652087-3178558	7070057-2-3178558	5950684-5478521-3178558	0-927510-7288001	5950684-2-3178558	1020964-2-3	0-2-8340380	7716709-8213020-3178558	7716709-3670663-3178558	0-5558546-3178558	0-2-3178558	3-2-3	0-2791421-3178558	0-1107122-3178558	0-7121026-3178558	1286756-2-3178558	9392915-2-3178558	6812621-3424785-3178558	5806108-2-3178558
assemblage-797-476	0	86	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	4
assemblage-503-522	11	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	7	0	59	8	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	58	0	0	0	0	0	285	0	0	0	0	0	0	0	6
assemblage-429-117	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	97	0	0	0	0	206	0	0	0	0	0	0	0	8
assemblage-794-418	0	78	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	23	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	71	0	0	0	0	0	0	49	9
assemblage-511-700	0	149	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	16
assemblage-396-413	0	92	0	0	0	0	0	0	0	0	15	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	265	0	0	0	0	0	0	0	12
assemblage-674-596	0	0	0	0	0	0	0	0	0	0	17	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	20	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	35	36	0	0	0	0	318	0	0	0	0	0	0	0	1
assemblage-931-801	0	45	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	138	0	0	0	0	0	0	0	12
assemblage-586-303	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
assemblage-688-589	0	0	0	0	0	0	0	0	0	0	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	10	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	0	26	31	0	0	0	0	319	0	0	0	0	0	0	0	6
assemblage-754-613	0	8	97	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	3	0	0	0	0	0	7
assemblage-254-885	0	29	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	79	66	0	0	0	0	216	0	0	0	0	0	0	0	7
assemblage-271-278	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	337	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	19	0	0	0	0	0	0	10
assemblage-748-637	0	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	8	0	0	0	0	0	7
assemblage-122-945	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	8
assemblage-424-664	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	8	0	135	0	0	0	0	0	0	0	11
assemblage-923-806	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	377	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	11
assemblage-795-100	0	26	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	8
assemblage-796-465	0	33	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	3
assemblage-825-948	0	0	0	0	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	7	0	0	0	0	9
assemblage-262-737	0	118	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	182	0	0	0	0	0	0	14	14
assemblage-428-665	0	11	88	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	5	0	0	0	0	0	0
assemblage-901-168	0	0	0	0	0	0	0	0	4	0	23	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	113	0	0	0	0	0	0	25	52	0	0	0	0	216	0	0	0	0	0	0	0	15
assemblage-432-143	0	39	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	21	0	0	0	0	324	0	0	0	0	0	0	0	16
assemblage-677-600	0	0	0	0	0	0	0	0	5	0	26	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	113	0	0	0	0	0	0	21	73	0	0	0	0	193	0	0	0	0	0	0	0	12
assemblage-406-405	0	103	0	0	0	0	0	0	0	0	10	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	267	0	0	0	0	0	0	0	10
assemblage-588-284	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	34	6
assemblage-224-414	0	0	0	0	0	0	0	0	0	0	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	32	21	0	0	0	0	332	0	0	0	0	0	0	0	4
assemblage-788-470	0	53	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
assemblage-431-760	0	57	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	14	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	44	104	0	0	0	0	133	0	0	0	0	0	0	0	5
assemblage-802-759	0	83	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
assemblage-278-731	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	113	0	0	0	0	0	0	23	8
assemblage-797-468	0	67	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	6
assemblage-389-888	0	4	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	44	68	0	0	0	0	212	0	0	0	0	0	0	0	20
assemblage-436-686	0	14	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	10
assemblage-515-704	0	75	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	22	0	0	55	0	0	240	0	0	0	0	0	0	0	11
assemblage-909-174	0	0	0	0	0	0	0	0	0	0	29	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	0	0	27	14	0	0	0	0	304	0	0	0	0	0	0	0	7
assemblage-959-327	0	0	0	0	17	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	28	0	0	0	0	0	0	38	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	261	0	0	0	0	0	0	0	3
assemblage-246-243	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	7	0	0	0	89	0	0	0	0	0	0	10	12
assemblage-516-349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	33	0	0	0	0	0	0	0	0	0	0	200	0	0	11	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	10
assemblage-827-761	0	22	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	6
assemblage-963-273	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	6	0	0	0	0	0	125	0	0	0	0	0	0	16	2
assemblage-207-404	0	13	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	61	61	0	0	0	0	185	0	0	0	0	0	0	0	27
assemblage-483-866	11	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	5	0	44	4	0	0	0	0	20	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	293	0	0	0	0	0	0	0	16
assemblage-917-808	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	137	0	0	0	0	0	0	0	9
assemblage-106-537	0	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	5
assemblage-463-898	0	0	0	9	0	0	0	0	0	0	41	0	0	0	0	0	34	0	0	14	0	0	0	0	0	0	0	70	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	27	41	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	11
assemblage-390-425	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	75	0	0	0	0	195	0	0	0	0	0	0	0	22
assemblage-962-300	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	258	0	0	0	0	0	0	0	15
assemblage-536-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	85	0	0	0	0	9	154	0	0	0	0	0	0	23	4	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	2
assemblage-379-824	0	145	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	4
assemblage-865-797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	123	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	68	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	6
assemblage-451-195	0	175	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	15
assemblage-275-260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	348	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	21	0	0	0	0	0	0	14
assemblage-261-263	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	299	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	18	0	0	0	0	0	0	19
assemblage-837-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	43	0	0	0	0	0	0	0	0	0	0	171	0	0	9	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	16
assemblage-863-789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	140	0	0	0	0	0	0	36	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	8	0	15
assemblage-832-957	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	10	0	0	0	0	5
assemblage-955-304	0	0	0	0	9	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	17	0	0	0	0	0	0	30	31	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	265	0	0	0	0	0	0	0	12
assemblage-527-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	86	0	0	0	0	12	135	0	0	0	0	0	0	26	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	11
assemblage-262-886	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	91	0	0	0	0	209	0	0	0	0	0	0	0	10
assemblage-430-192	0	87	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	24	0	0	41	0	0	239	0	0	0	0	0	0	0	13
assemblage-825-957	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	7	0	0	0	0	9
assemblage-363-861	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	6
assemblage-162-502	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	6
