Assemblage_Name	5242608-2-346685	2-1-9914705	3-5607433-4	3-6342272-4	6983051-2-346685	2-1-5160409	0-2-2770139	6604848-3165350-1	7269-1718058-1	6604848-6080446-1	3-3-4	2835720-2-346685	0-1-1	2-1-8794662	0-7391099-2770139	5242608-2-6883972	6170694-3-4	3-3-388457	2-1-3500705	2-1-3487443	1-2-6718487	3-7285535-4	4735743-3-4	3-3-3443982	3-3-5003517	9432057-7265421-8182022	1-2-6732340	4370446-3-4	0-1-8182022	6604848-3424657-1	1-2-5617961	3-7176568-4	3-3-7781225	3-2406573-4	1-2-346685	5112112-3-4	0-2-4611568	1-9390403-1	4957285-1718058-1	0-7265421-8182022	6604848-2-1	0-8125618-2770139	1-2-1	5766547-2-346685	6983051-2-6909652	5242608-2-2860019	2-1-1	6783213-1-1	1-8436335-346685	3146702-2-346685	6604848-2-7509566	1813519-3-4	7440407-3-4	3-3-8499276	3463917-3-4	3-3-8360729	1-1718058-1	411622-3-4	4148418-2-1	8767615-1-3333364	6738066-1-1
assemblage-475-889	0	0	0	0	0	0	26	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	84	0	0	0	5	0	0	0	0	0	0	0	0	0	66	0	0	0	5
assemblage-958-295	0	0	0	0	49	0	21	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	42	0	118	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-373-179	0	0	0	0	0	0	20	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	10
assemblage-802-744	59	0	0	0	24	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	34	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-488-381	0	0	0	0	11	0	24	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	18	29	115	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-132-399	0	0	0	0	0	0	16	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	76	0	0	0	6	0	0	0	0	0	0	0	0	0	66	0	0	0	5
assemblage-421-768	0	0	0	0	0	0	8	0	0	11	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	128	0	0	0	0	0	69	0	118	0	0	0	69	0	0	0	0	0	9	0	0	0	0	0	0	0	4
assemblage-800-130	54	0	0	0	111	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	57	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-826-970	0	42	0	0	0	0	43	0	0	0	64	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	77	0	0	0	0	0	0	0	0	0	34	0	0	0	9
assemblage-972-268	0	0	0	0	58	0	23	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	51	0	86	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-479-511	0	0	0	0	0	0	13	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	62	0	0	0	0	10	0	0	51	0	0	0	22	0	0	0	0	0	0	0	0	5	66	0	0	0	7
assemblage-275-727	116	0	0	0	46	0	6	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	11	96	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-804-125	95	0	0	0	17	0	69	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-919-801	39	0	0	0	66	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-160-519	30	0	0	0	122	0	47	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	1	25	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-436-224	0	0	0	0	0	0	62	0	0	0	43	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	85	0	5	0	0	0	217	0	0	0	15	0	0	0	0	0	15	0	0	0	2
assemblage-949-300	0	60	0	0	0	0	31	0	0	0	129	0	76	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	105	0	0	8	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	42	2
