Assemblage_Name	1-1689149-1	1-1-4	1-3-4412965	6836598-3-4	1-238871-1	1-9687080-8036117	2-3-4	2540583-3-4	1-5223899-1	1-9687080-1	0-1-4	1-3-4670056	2-2-4	1-3-7518584	1-3-7839349	4-0-4	1-9687080-7686190	590445-9074117-1	3455209-9687080-8036117	0-1856961-4	1-3-7328226	8294048-3-1	1-9074117-1	1-3-1	1-7651183-1	1-3-975643	3758761-238871-1	1-3-5464589	1-9548484-1	2-7391553-4	1-3-3905551
assemblage-207-392	0	0	0	0	0	0	51	0	0	0	53	0	0	0	0	0	0	10	0	0	0	0	49	337	0	0	0	0	0	0	0
assemblage-729-265	0	25	0	0	0	0	75	0	0	0	43	0	0	0	0	0	0	0	0	9	11	0	36	296	0	0	0	0	0	0	5
assemblage-203-402	0	0	0	0	0	0	25	0	0	0	9	0	0	0	0	0	0	12	0	0	0	0	11	442	0	0	0	0	0	0	1
assemblage-993-720	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	4
assemblage-714-272	0	53	0	0	0	0	112	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	4
assemblage-400-899	0	0	0	0	0	0	77	0	0	0	25	0	0	0	0	0	0	20	0	0	0	0	9	368	0	0	0	0	0	0	1
assemblage-520-365	0	36	0	0	0	0	71	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	116	214	0	0	0	0	0	0	6
assemblage-244-910	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	3
assemblage-433-120	0	0	0	0	0	0	77	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	38	357	0	0	0	0	0	0	6
assemblage-664-667	0	0	32	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	27	0	389	0	0	0	0	0	0	1
assemblage-264-747	0	0	0	0	0	0	39	0	0	90	0	0	0	15	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	1
assemblage-797-749	0	0	0	0	0	36	42	0	0	85	0	0	0	0	0	0	0	0	6	0	0	0	0	329	0	0	0	0	0	0	2
assemblage-716-247	0	14	0	0	0	0	17	0	0	0	44	0	0	0	0	0	0	0	0	18	26	0	0	376	0	0	0	0	0	0	5
assemblage-97-538	0	0	0	0	0	0	7	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	5
assemblage-140-383	0	33	0	0	0	0	110	0	0	0	11	0	0	0	0	0	0	22	0	0	0	0	47	275	0	0	0	0	0	0	2
assemblage-684-671	0	0	0	0	0	31	48	0	0	109	0	0	0	0	0	0	0	0	10	0	0	0	0	296	0	0	0	0	0	0	6
assemblage-262-911	0	0	0	0	0	0	86	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	32	363	0	0	0	0	0	0	5
assemblage-437-101	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	1
assemblage-802-123	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	8
assemblage-592-295	0	0	0	0	0	0	40	0	0	125	0	0	0	21	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	1
assemblage-420-685	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	6
assemblage-950-291	0	0	0	0	0	0	257	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
assemblage-867-301	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	7
assemblage-243-260	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	3
assemblage-667-580	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	38	283	0	0	0	0	0	0	13
assemblage-797-476	0	0	0	0	0	0	3	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	12
assemblage-503-522	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	360	0	0	0	0	0	0	4
