Assemblage_Name	108179-2373030-4	2-4-1797053	518659-9028575-4	969141-2649315-2	2393793-4-578951	7569070-0-2	6834220-5998697-2259400	969141-8950006-2	4341473-2-4	1-4055397-2862618	1-0-5857548	230942-2-2	6639381-7151106-4	8182459-2-7386873	2-4-5580820	2393793-9461459-1145546	969141-2-2393638	8182459-2-4	1-7414801-8144479	8182459-2-414094	9636105-9028575-3444093	8182459-2-7596361	8182459-7512075-4	8384194-2-2393638	9636105-9028575-9273050	800570-9167771-4	9025466-4055397-2	6834220-5998697-4	2393793-9167771-4	969141-2-2183373	8227485-8394455-4	2393793-391443-1145546	4919755-4-4	7598886-4055397-6627749	2-4-5263914	1575272-9167771-4	2037062-4-1145546	1-7794481-6627749	1878237-7627253-1145546	8182459-2-1180568	2-9028575-4	6834220-5998697-2435545	3952287-4055397-2	6834220-8435905-407856	9636105-1600467-4	9844913-4-4	8182459-8394455-602984	1-4055397-3094890	3952287-3778986-2	969141-8816722-2	8182459-8394455-4	1-9673823-8144479	2393793-8682285-1145546	9636105-9028575-4	9636105-5383485-4	4999530-5858166-56601	969141-2-2	6639381-2-210279	969141-8164181-7499948	1730901-2-4	1-9077706-6627749	2781971-4-4963069	1-4055397-9085274	1-9282410-2	8530350-4-1145546	969141-2-8201811	8182459-980887-602984	6134130-3-784224	969141-2-8740946	2393793-1344423-1145546	1-6569187-6627749	969141-2-4077394	2393793-4-11878	7457584-2-4	4741029-2-2	8212667-2-8607495	2393793-5687003-4	969141-2-9028415	4417773-9028575-4	969141-4890804-2	1-3-784224	1-7614742-2	8182459-592847-4805454	5340390-2-4	1-4055397-2	2-4909298-4	7223315-4055397-6627749	1-4055397-2501514	9636105-4535328-4	6754904-515047-56601	6639381-2-4	8182459-4782473-4	2393793-1344423-2691913	7536865-9028575-8777234	2393793-8492450-1145546	9636105-9028575-1737197	8182459-487700-4	1-2-8144479	8182459-2-1003041	2604420-2-4	1783375-2-4	2882979-4-1145546	886226-4-4	969141-4724289-2	969141-1662088-2	1536422-9167771-4	1-3-4	969141-8164181-8740946	7751943-4-4	1-4055397-9144715	3858409-2-4	4-2-4	1-1576161-6627749	1-8157189-2	1-4889590-3094890	2393793-9167771-5363371	6639381-6754435-4	4-515047-56601	969141-2-4125278	4905655-1344423-2691913	8062930-2-4	2393793-4-1145546	2-3503545-4	2393793-8516881-1145546	1-0-2	2046789-3-784224	6639381-218625-4	969141-1150037-2	1-4055397-6627749	2393793-2373030-4	969141-4724289-9177201	7097767-1344423-1145546	6639381-3567478-4	969141-2-3807443	8384194-2-4017557	9636105-8201577-4	5092088-4-4	421327-2-2	8182459-2-3266413	1536422-9167771-2003590	9303413-4-4	969141-4871873-2	1-8591224-6627749	2-4-4	7634587-2-2	4-4-0	1-2-6857172	2393793-4-4	2781971-4-1145546	969141-8816722-1491620	2588361-9167771-4	7133823-2-4	969141-9394269-2	9640878-9028575-4	1-4055397-934669
assemblage-207-392	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	73	7	0	0	0	0	29	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	25	0	21
assemblage-729-265	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	21	0	29	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	51	23	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	9	0	0	0	0	0	0	38	0	30
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	81	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	29	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	6	0	38
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	73	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	15
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	58	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	65	0	32	0	19	0	0	0	0	0	0	15
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	126	13	0	0	0	0	7	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	41	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	44	0	33	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	20
assemblage-520-365	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	88	0	16
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	43
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	51	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	47	0	0	0	0	0	0	16
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	48	21	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	37	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	17	0	0	0	0	0	16
assemblage-797-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-716-247	0	0	39	0	0	0	0	0	0	0	0	0	0	0	19	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	10	0	21
assemblage-97-538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	26	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
