Assemblage_Name	6252097-1407121-1573052	9600212-2-4	4-1961173-4	1-2-7688203	2-3-2	4-1-3457240	3733936-1-4	4-1-4	6252097-1407121-4	4-1-9555067	378468-1-4	4-7284994-4	2-5403467-2	6252097-1007152-4	2-3-7142172	6252097-1-4	554195-3434522-4	4-6315159-4	2-0-1	6252097-1-2464425	947304-3-2	4-4-4	3984903-1-4	1764543-3-1418905	2-3-2958633	2-3-5350978	8671790-1-4	1756390-1-4	7761088-3-2	1-2-0	1-4-0	2-3-237319	554195-1-4	6252097-1-4077556	9011545-1-4	1451366-1-4	6252097-1-2683065	1764543-3-2	6252097-911347-4
assemblage-207-392	0	0	0	0	123	0	0	169	0	0	0	0	0	0	0	83	0	28	49	0	0	0	0	0	0	0	0	0	0	27	21	0	0	0	0	0	0	0	0
assemblage-729-265	0	21	0	0	91	0	0	128	0	0	0	0	0	0	0	71	0	26	33	0	0	65	0	0	0	0	0	0	0	56	5	0	0	0	0	0	0	0	4
assemblage-203-402	0	0	0	0	139	0	0	139	0	0	0	0	0	0	0	58	0	0	9	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	9
assemblage-993-720	0	0	0	0	95	0	0	205	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	12
assemblage-714-272	0	8	0	0	164	0	0	97	0	0	0	0	0	0	0	12	0	18	46	0	0	79	0	0	0	0	0	0	0	57	19	0	0	0	0	0	0	0	0
assemblage-400-899	0	0	0	0	131	0	0	115	0	0	0	0	0	0	0	58	0	22	73	0	0	0	0	0	0	0	0	0	0	91	7	0	0	0	0	0	0	0	3
assemblage-520-365	0	8	0	0	10	0	0	184	0	0	0	0	0	0	0	119	0	41	41	0	0	51	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	2
assemblage-244-910	0	0	0	0	190	0	0	167	0	0	0	0	22	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	92	0	0	0	0	0	0	0	0	11
assemblage-433-120	0	0	0	0	262	0	0	88	0	0	0	0	0	0	0	37	0	0	15	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	11
assemblage-664-667	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	277	8	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	4
assemblage-264-747	0	0	0	0	19	0	0	232	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	7	0	0	9
assemblage-797-749	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-716-247	0	11	4	0	10	0	0	79	0	0	0	0	0	0	0	150	0	59	33	0	0	98	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0
