Assemblage_Name	4402667-754485-1723195	5078491-0-4	7767108-0-1723195	2-3177439-8192507	4402667-9515905-1723195	1645366-0-9974376	4402667-0-7363931	4402667-447787-1723195	4402667-0-8389028	2921963-5136641-5831910	3-6995876-436714	4593573-3521908-9658632	2921963-5136641-1723195	4402667-0-1723195	4593573-0-9658632	605710-1-4	3-0-8079860	3-6607643-436714	4593573-0-6716616	4402667-0-6965710	4402667-0-1289707	9415687-0-1723195	2-3177439-4	4402667-5252319-1723195	4402667-0-2905842	4402667-5136641-2086974	4-2550723-4	6873209-1-4	4593573-0-3176039	4593573-9818640-4387693	4593573-0-4387693	3856565-1-4	4402667-0-676487	3-5915692-436714	4378770-5136641-1723195	4402667-0-1315622	8947572-0-0	6352948-0-4	4402667-4143106-1723195	7101311-0-1723195	8825026-1-4	2205614-0-1723195	4-5502144-4	3-0-9042798	4593573-0-5579731	9851202-0-1723195	9393227-0-1723195	3985731-0-1723195	5383496-2736960-436714	7836337-0-3724405	9393227-5927418-1723195	1608696-0-0	4113638-0-1723195	4593573-0-4	8909137-0-1723195	3-0-6673454	4402667-0-8657128	2061021-1-4	4402667-5356689-1723195	3976161-5136641-1723195	4402667-0-4060528	4402667-3311682-1723195	4-1530291-9737786	4-1530291-6787911	3-0-8209805	4593573-0-9974376	4402667-8909220-1723195	2247383-0-1723195	2194302-0-1723195	3-6148876-436714	3-0-9361913	4-1125039-4	4621433-0-1723195	6873209-945843-4	4593573-0-8420893	9393227-2180046-1723195	4593573-1551558-4	3-2736960-436714	9393227-5368543-1723195	9415687-7674392-1723195	8628803-5136641-2086974	4-1-4	9393227-0-4460307	7836337-0-0	4593573-367682-3176039	3-0-436714	4402667-475759-1182021	4402667-5136641-1723195	2879468-0-2	52552-0-9658632	3-9960788-436714	9490409-0-1723195	4-1530291-4	5078491-0-2699085	4402667-0-2253396	4-1-3443280	3-0-2	4402667-1845420-1723195	4-1-6885562	9393227-0-7469416	282203-0-2	4402667-0-2205754	4402667-0-4923783	4593573-0-569284	3037937-0-9658632	3979331-0-0	6587330-0-436714	4402667-8474446-1723195
assemblage-795-100	0	0	0	0	0	0	0	0	0	0	0	0	0	224	25	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-796-465	0	0	0	0	0	0	0	7	0	0	0	0	0	311	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-825-948	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	13	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-262-737	0	0	0	0	0	0	0	0	0	0	0	0	0	286	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	27	0	71	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-428-665	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-901-168	0	0	0	0	0	0	0	0	0	0	0	0	0	92	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	35	0	11	0	0	0	0	0	0	7	0	0	0	47	0	0	0	0	0	0	0	0	0	0	11
assemblage-432-143	0	0	0	0	0	0	0	0	0	0	0	0	0	209	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	162	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24
assemblage-677-600	0	0	0	0	0	0	0	0	0	0	0	0	0	102	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	32	0	10	0	0	0	0	0	0	6	0	0	0	52	0	0	0	0	0	0	0	0	0	0	17
assemblage-406-405	0	0	0	0	0	0	0	0	0	0	0	7	0	151	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	52	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-588-284	0	0	0	0	2	0	0	0	0	0	0	0	0	307	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-224-414	0	0	0	0	0	0	0	0	0	0	0	0	0	43	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	17	0	0	0	0	39	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	18	0	91	0	45	0	0	0	0	0	0	61	0	0	0	2	0	0	0	0	0	0	0	0	0	9	20
assemblage-788-470	10	0	0	0	0	0	0	0	0	22	0	0	35	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14
assemblage-431-760	0	0	0	0	0	0	0	0	0	0	0	0	0	295	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-802-759	0	0	0	0	0	0	0	0	0	21	0	0	31	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	23
assemblage-278-731	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	48	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-797-468	0	0	0	0	0	0	0	0	11	25	0	0	33	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17
assemblage-389-888	0	0	0	0	0	0	0	0	0	0	0	0	0	254	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	3	0	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	0	0	0	0	16	29
assemblage-436-686	0	0	0	0	0	0	0	0	0	10	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-515-704	0	0	0	0	0	0	0	0	0	0	0	0	0	58	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	85	0	16	0	12	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-909-174	0	0	0	0	0	0	0	0	0	0	0	0	0	47	10	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	16	0	0	0	0	39	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	54	0	0	0	6	0	86	0	51	0	0	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	0	18	12
assemblage-959-327	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	14	0	0	0	0	0	0	0	0	0	0	220	0	0	0	21	0	0	7	0	0	0	12
assemblage-246-243	0	0	0	0	0	0	0	0	0	0	0	0	0	379	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	31	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-516-349	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	192	0	31	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	30
assemblage-827-761	0	0	0	0	0	0	0	6	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-963-273	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	53	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-207-404	0	0	0	0	0	0	0	0	0	0	0	0	0	233	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	33	0	0	0	0	0	11	0	0	0	0	0	0	0	19	46
assemblage-483-866	0	0	0	0	0	0	8	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	22	0	0	0	40	0	8	0	0	0	0	0	0	0	0	16
assemblage-917-808	0	0	0	0	0	0	0	0	0	0	0	0	0	320	69	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	22	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-106-537	0	0	0	0	0	0	0	0	0	0	0	0	0	241	51	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	23	0	0	42	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-463-898	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	63	0	0	0	0	0	0	0	0	156	0	0	0	45	0	0	0	0	0	0	0	0	0	0	19
assemblage-390-425	0	0	0	0	0	0	0	0	0	0	0	0	0	138	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	2	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	64	0	38	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-962-300	0	0	0	0	0	0	0	0	0	0	0	0	0	233	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-536-360	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	99	0	0	0	83	0	0	7	0	0	0	23	0	0	0	91	0	0	0	0	0	0	0	0	0	0	10
assemblage-379-824	0	0	0	0	0	0	0	0	0	0	0	0	0	238	74	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	18
assemblage-865-797	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	12	0	293	0	0	0	22	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-451-195	0	0	0	0	0	0	0	0	0	0	0	0	0	101	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	59	5	0	0	0	4	0	86	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-275-260	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	209	0	0	0	0	0	0	30	0	0	0	58	0	0	0	5	0	0	0	0	0	0	26
assemblage-261-263	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	214	0	0	0	0	0	0	23	0	0	0	80	0	0	0	6	0	0	0	0	0	0	18
assemblage-837-802	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	212	0	18	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	23
assemblage-863-789	0	13	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	5	0	72	0	0	0	0	0	0	36	10	0	0	42	0	0	0	0	0	0	0	0	0	0	19
assemblage-832-957	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	8	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-955-304	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0	0	217	0	0	0	22	0	0	8	0	0	0	17
assemblage-527-662	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	132	0	0	0	63	0	0	0	0	0	0	38	0	0	0	92	0	0	0	0	0	0	0	0	0	0	22
assemblage-262-886	0	0	0	0	0	0	0	0	0	0	0	0	0	152	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	3	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	29	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-430-192	0	0	0	0	0	0	0	0	0	0	0	6	0	59	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	25	0	12	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
assemblage-825-957	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	414	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-363-861	0	0	0	0	6	0	0	0	0	0	0	0	0	200	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7
assemblage-162-502	0	0	0	0	0	0	0	0	0	0	0	0	0	197	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	27	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14
assemblage-794-401	0	0	0	0	21	0	0	0	0	0	0	0	0	353	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-111-935	0	0	0	0	0	3	0	0	0	0	0	0	0	153	0	16	0	0	0	0	0	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	7	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	24	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	14
assemblage-435-763	0	0	0	0	0	0	0	0	0	0	0	0	0	235	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-413-864	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	17	0	0	0	0	47	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	9	0	91	0	41	0	0	0	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	0	0	19	22
assemblage-599-278	0	0	0	0	0	0	0	0	0	0	0	0	0	211	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	31	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12
assemblage-475-889	0	0	0	0	0	0	5	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	4	0	0	0	0	0	0	16	0	0	0	33	0	0	0	0	0	0	0	0	0	0	20
assemblage-958-295	0	0	0	0	0	0	0	0	0	0	0	0	0	226	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-373-179	0	0	0	0	0	0	8	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	8	0	0	0	0	0	0	9	0	0	0	39	0	0	0	0	0	0	0	0	0	0	28
assemblage-802-744	0	0	0	0	0	0	0	4	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
