Assemblage_Name	144959-6765365-1	2224897-4-2534868	3-7849767-1784921	2224897-3977923-1	2224897-483780-6669482	2224897-2284281-1	4046387-0-1	2224897-4-6541502	4668991-0-1	2224897-4-885944	7901168-4-1	2-8261377-0	0-6765365-1	9224187-0-1	2224897-8845722-1	8108458-0-1	0-0-4459231	547682-0-1	547682-9360894-1	7894136-7849767-1784921	2224897-1627042-1	7410868-4-1	3-7849767-8794290	3763227-4-1	2224897-4-1	2224897-4-3591347	5768701-3-1784921	2-1178317-9572499	0-0-9201466	2224897-4-9898192	2350139-1178317-0	3-3102881-1784921	1738545-0-1	0-0-2300891	0-3236988-1	5947937-0-1	2224897-5200661-1	0-0-3845937	2-1178317-6751141	547682-0-6917066	4327483-4857562-1	6021198-1-3	2-9483940-0	2750158-0-1	2224897-4857562-1	3-9079247-1784921	2224897-4-910179	0-7874837-1	2906300-1178317-0	0-0-4777111	0-6765365-9238958	1228947-0-1	9620555-1178317-0	9620555-1178317-4400289	2-1178317-7150178	3-7849767-8917449	9335944-6765365-1	2224897-3618219-1	3-3-1784921	2-1178317-7777770	2-5462840-0	0-0-2882572	547682-0-101421	5258172-0-1	380726-1-3	7010443-4-1	0-2796415-1	2-9864169-0	2224897-4-2715801	9613861-1-3	0-0-1	8679999-4518418-1784921	2-1-3	2224897-4-7710697	0-9644262-1	2-1178317-0	0-130421-1	8679999-4518418-7297731	2224897-483780-1	2-2343945-2	3668520-0-1	7444149-0-1	2224897-4-6137596	2224897-4-4370511	2224897-1738853-7710697	2570572-6765365-1	9715689-1178317-0	547682-8536140-1
assemblage-207-392	0	0	10	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	76	0	0	0	6	0	0	0	0	0	0	0	11
assemblage-729-265	0	0	70	0	6	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	13	0	94	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	26	0	0	0	16	0	0	0	0	0	0	0	28
assemblage-203-402	0	0	35	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	100	0	0	0	18	0	0	0	0	0	0	0	8
assemblage-993-720	0	0	0	0	0	10	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-714-272	0	0	62	0	22	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	51	0	0	0	6	0	0	0	0	0	0	0	20
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	9	30	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-520-365	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	32	0	0	0	43	0	0	0	0	0	0	0	9
assemblage-244-910	0	0	43	0	0	0	3	0	0	0	0	0	5	8	40	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	205	0	0	0	0	134	0	0	0	0	8	0	0	0	0	0	0	9
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-664-667	11	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	74	109	0	0	0	31	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	30	0	0	0	0	0	0	0	0	16	6	0	0	0	6
