Assemblage_Name	6174413-4-2	2-5858659-3	7322085-1-3	6897204-1-3	3018474-1-3	2-1-2765886	2-4-3133360	8948572-6199503-4	2-5022561-3	3589471-4-2	2-6199503-4	2-1-2555098	2-6401805-3	5152894-1-4	2-1-6037333	2-1-6353520	2-4-2	2-1-6672282	2-9017772-2	8045686-1-4	2365127-1-3	2-4-6296720	3862871-4-2	2-1-3	2-1-4	2-1-5762643	3848953-1-3	4829029-4-2
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	229	0	0	0	0	0	0	61	19	148	0	9
assemblage-729-265	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	100	0	0	21	0	0	0	222	96	39	16	1
assemblage-203-402	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	111	0	0	0	0	11	0	200	97	71	0	4
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	213	49	0	0	1
assemblage-714-272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	10	0	0	0	172	83	122	4	5
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	275	11	0	0	0	0	0	98	91	13	0	5
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	38	0	0	0	238	48	0	0	9
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	137	102	0	0	4
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	148	0	0	0	0	0	0	283	12	19	0	15
assemblage-664-667	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	42	0	0	0	31	0	0	359	50	0	0	4
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	334	78	0	0	2
assemblage-797-749	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	193	0	0	0	0	0	0	182	0	0	0	9
assemblage-716-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	394	27	5	5	5
assemblage-97-538	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	178	0	0	0	0	0	0	124	0	0	0	15
assemblage-140-383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	206	0	0	16	0	0	0	179	49	35	0	6
assemblage-684-671	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	190	0	0	0	0	0	0	189	0	0	0	8
assemblage-262-911	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	187	0	0	0	0	0	0	238	18	24	0	8
