Assemblage_Name	3388647-0-3	2302878-4-1	1-2-2	1-4-2700691	1-4-1	1-4-2	1-1403380-1	9256124-0-3	1-2-3537876	2-1-4	3-0-3554715	3-0-3595302	3-0-3	4-3-2	3-5822272-3	1953712-4-1	1-4-9916324	8495541-0-3	0-3-0	9412560-0-3	1-2451513-1
assemblage-207-392	0	0	0	0	426	0	5	0	0	0	0	0	66	0	0	0	0	0	0	0	3
assemblage-729-265	0	0	49	0	170	15	0	0	21	64	0	0	152	13	0	0	0	0	13	0	3
assemblage-203-402	0	0	0	0	233	0	47	0	0	0	0	0	210	0	0	0	0	0	0	0	10
assemblage-993-720	0	0	0	0	134	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	2
assemblage-714-272	0	0	0	0	257	0	0	0	38	59	0	0	134	0	0	0	0	0	0	0	12
assemblage-400-899	0	0	0	0	409	0	29	0	0	0	0	0	62	0	0	0	0	0	0	0	0
assemblage-520-365	0	0	102	0	63	14	0	0	19	25	0	0	264	3	0	0	0	0	6	0	4
assemblage-244-910	0	0	0	0	278	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	2
assemblage-433-120	0	0	0	0	322	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	3
assemblage-664-667	0	0	0	0	372	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	1
assemblage-264-747	15	0	0	0	178	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0
assemblage-797-749	0	0	0	0	296	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0
assemblage-716-247	0	0	66	0	275	9	0	0	20	21	0	0	30	55	0	0	0	0	24	0	0
assemblage-97-538	0	0	0	0	189	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	4
assemblage-140-383	0	0	17	0	284	11	27	0	0	42	0	0	109	0	0	0	0	0	8	0	2
assemblage-684-671	0	0	0	0	277	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0
assemblage-262-911	0	0	0	0	331	0	5	0	0	0	0	0	163	0	0	0	0	0	0	0	1
assemblage-437-101	0	0	0	0	279	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	8
assemblage-802-123	0	0	0	0	258	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0
assemblage-592-295	0	0	0	0	285	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	7
assemblage-420-685	0	0	0	0	265	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
assemblage-950-291	0	0	144	0	49	0	0	0	0	170	0	0	126	0	0	0	0	0	0	0	11
assemblage-867-301	0	0	0	0	281	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	7
assemblage-243-260	0	0	0	0	45	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	2
assemblage-667-580	0	0	0	0	196	0	12	0	0	0	0	0	291	0	0	0	0	0	0	0	1
assemblage-797-476	0	0	0	0	198	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	5
assemblage-503-522	0	0	26	0	358	0	0	0	0	0	0	0	90	0	0	17	0	0	0	0	9
assemblage-429-117	0	0	0	0	160	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	2
assemblage-794-418	16	0	0	0	86	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	1
assemblage-511-700	0	0	0	0	134	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	2
assemblage-396-413	0	0	0	0	293	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	2
assemblage-674-596	0	0	0	0	368	0	29	0	0	0	0	0	103	0	0	0	0	0	0	0	0
assemblage-931-801	0	0	0	0	316	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
assemblage-586-303	0	0	0	0	223	0	0	0	0	0	0	0	269	0	0	0	5	0	0	0	3
assemblage-688-589	0	0	0	0	401	0	27	0	0	0	0	0	70	0	0	0	0	0	0	0	2
assemblage-754-613	0	0	0	0	198	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	1
assemblage-254-885	0	0	0	0	316	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
assemblage-271-278	0	0	47	7	105	11	0	0	147	9	0	0	174	0	0	0	0	0	0	0	0
assemblage-748-637	0	0	0	0	230	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0
assemblage-122-945	0	6	0	0	267	57	0	0	0	73	0	0	5	16	0	0	0	0	73	0	3
assemblage-424-664	0	0	0	0	329	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
assemblage-923-806	0	0	0	0	265	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
assemblage-795-100	0	0	0	0	284	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	1
assemblage-796-465	0	0	0	0	272	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0
assemblage-825-948	0	0	4	0	47	15	0	0	0	3	0	0	337	60	0	0	0	0	28	0	6
assemblage-262-737	12	0	0	0	177	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	8
assemblage-428-665	0	0	0	0	205	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0
assemblage-901-168	0	0	0	0	417	0	11	0	0	0	0	0	71	0	0	0	0	0	0	0	1
assemblage-432-143	0	0	0	0	125	0	18	0	0	0	0	0	357	0	0	0	0	0	0	0	0
assemblage-677-600	0	0	0	0	414	0	8	0	0	0	0	0	74	0	0	0	0	0	0	0	4
assemblage-406-405	0	0	0	0	273	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	4
assemblage-588-284	0	0	0	0	44	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	7
assemblage-224-414	0	0	0	0	390	0	31	0	0	0	0	0	79	0	0	0	0	0	0	0	0
assemblage-788-470	0	0	0	0	171	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	7
assemblage-431-760	7	0	0	0	186	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	1
assemblage-802-759	0	0	0	0	167	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	5
assemblage-278-731	0	0	0	0	234	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	1
assemblage-797-468	0	0	0	0	177	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	6
assemblage-389-888	0	0	0	0	167	0	13	0	0	0	0	0	318	0	0	0	0	0	0	0	2
assemblage-436-686	0	0	0	0	197	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	1
assemblage-515-704	0	0	0	0	315	0	0	0	0	0	6	0	175	0	0	0	0	0	0	0	4
