Assemblage_Name	3388647-0-3	2302878-4-1	1-2-2	1-4-2700691	1-4-1	1-4-2	1-1403380-1	9256124-0-3	1-2-3537876	2-1-4	3-0-3554715	3-0-3595302	3-0-3	4-3-2	3-5822272-3	1953712-4-1	1-4-9916324	8495541-0-3	0-3-0	9412560-0-3	1-2451513-1
assemblage-909-174	0	0	0	0	402	0	38	0	0	0	0	0	59	0	0	0	0	0	0	0	1
assemblage-959-327	0	0	139	0	62	0	0	0	0	154	0	0	135	0	0	0	0	0	0	0	10
assemblage-246-243	0	0	0	0	291	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	4
assemblage-516-349	0	0	4	0	232	0	0	0	34	53	0	0	168	0	0	0	0	0	0	0	9
assemblage-827-761	0	0	0	0	303	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
assemblage-963-273	0	0	0	0	226	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0
assemblage-207-404	0	0	0	0	207	0	19	0	0	0	0	0	274	0	0	0	0	0	0	0	0
assemblage-483-866	0	0	28	0	351	0	0	0	0	0	0	0	87	0	0	33	0	0	0	0	1
assemblage-917-808	0	0	0	0	313	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
assemblage-106-537	0	0	0	0	345	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
assemblage-463-898	0	0	6	0	419	0	0	0	0	16	0	0	56	0	0	0	0	0	0	0	3
assemblage-390-425	0	0	0	0	177	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	4
assemblage-962-300	0	0	0	0	166	0	0	0	0	0	8	0	315	0	0	0	11	0	0	0	0
assemblage-536-360	0	0	33	0	128	0	0	0	20	138	0	0	180	0	0	0	0	0	0	0	1
assemblage-379-824	0	0	0	0	249	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	7
assemblage-865-797	0	0	59	0	319	0	0	0	10	19	0	0	37	33	0	0	0	0	22	0	1
assemblage-451-195	0	0	0	0	136	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	2
assemblage-275-260	0	0	74	10	113	0	0	0	115	3	0	0	179	0	0	0	0	0	0	0	6
assemblage-261-263	0	0	75	5	119	4	0	0	116	11	0	0	164	0	0	0	0	0	0	0	6
assemblage-837-802	0	0	0	0	244	0	0	0	20	44	0	0	175	0	0	0	0	0	0	0	17
assemblage-863-789	0	0	101	0	64	27	0	0	19	25	0	0	245	5	0	0	0	0	10	0	4
assemblage-832-957	0	0	6	0	61	16	0	0	0	9	0	0	306	66	0	0	0	0	28	0	8
assemblage-955-304	0	0	154	0	49	0	0	0	0	155	0	0	138	0	0	0	0	0	0	0	4
assemblage-527-662	0	0	33	0	127	0	0	0	23	125	0	0	187	0	0	0	0	0	0	0	5
assemblage-262-886	0	0	0	0	206	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	3
assemblage-430-192	0	0	0	0	280	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	6
assemblage-825-957	0	0	13	0	56	9	0	0	0	0	0	0	316	70	0	0	0	0	25	0	11
assemblage-363-861	0	0	0	0	223	0	0	0	0	0	0	0	271	0	0	0	3	0	0	0	3
assemblage-162-502	0	0	0	0	206	0	0	0	0	0	0	0	284	0	0	0	6	0	0	0	4
assemblage-794-401	8	0	0	0	95	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0
assemblage-111-935	0	0	0	0	264	64	0	0	0	94	0	0	11	5	0	0	0	0	54	0	8
assemblage-435-763	0	0	0	0	213	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	1
assemblage-413-864	0	0	0	0	387	0	31	0	0	0	0	0	82	0	0	0	0	0	0	0	0
assemblage-599-278	0	0	0	0	208	0	0	0	0	0	0	0	279	0	0	0	10	0	0	0	3
assemblage-475-889	0	0	38	0	336	0	0	0	0	0	0	0	92	0	0	29	0	0	0	0	5
assemblage-958-295	0	0	0	0	191	0	0	0	0	0	5	0	294	0	0	0	9	0	0	0	1
assemblage-373-179	0	0	42	0	336	0	0	0	0	3	0	0	90	0	0	20	0	0	0	0	9
assemblage-802-744	0	0	0	0	288	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0
assemblage-488-381	0	0	0	0	249	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
assemblage-132-399	0	0	24	0	326	0	0	0	0	0	0	0	107	0	0	35	0	0	0	0	8
assemblage-421-768	2	0	0	0	156	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0
assemblage-800-130	0	0	0	0	253	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0
assemblage-826-970	0	0	9	0	50	10	0	0	0	0	0	6	317	78	0	0	0	0	27	0	3
assemblage-972-268	0	0	0	0	205	0	0	0	0	0	6	0	281	0	0	0	8	0	0	0	0
assemblage-479-511	0	0	15	0	307	0	0	0	0	43	0	0	129	0	0	0	0	0	0	0	6
assemblage-275-727	10	0	0	0	91	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0
assemblage-804-125	0	0	0	0	228	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	1
assemblage-919-801	0	0	0	0	309	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
assemblage-160-519	0	0	0	0	227	0	0	0	0	0	0	0	263	0	4	0	4	0	0	0	2
assemblage-436-224	0	0	0	0	122	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	2
assemblage-949-300	0	0	159	0	48	0	0	0	0	159	0	0	126	0	0	0	0	0	0	0	8
assemblage-376-184	0	0	0	0	406	0	0	0	0	15	0	0	74	0	0	0	0	0	0	0	5
assemblage-489-515	0	0	39	0	338	0	0	0	0	0	0	0	90	0	0	22	0	0	0	0	11
assemblage-858-776	0	0	75	0	78	35	0	0	25	26	0	0	241	3	0	0	0	0	17	0	0
assemblage-895-169	0	0	0	0	277	0	33	0	0	0	0	0	183	0	0	0	0	0	0	0	7
assemblage-424-663	0	0	0	0	280	0	0	7	0	0	0	0	213	0	0	0	0	0	0	0	0
assemblage-483-894	0	0	37	0	340	0	0	0	0	0	0	0	104	0	0	14	0	0	0	0	5
assemblage-601-285	0	0	0	0	300	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
assemblage-460-382	0	0	0	0	211	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0
assemblage-273-900	0	0	0	0	293	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	2
assemblage-800-398	18	0	0	0	185	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0
assemblage-429-781	0	0	0	0	156	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	4
assemblage-410-115	0	0	0	0	172	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	2
assemblage-427-192	0	0	0	0	319	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	10
assemblage-227-401	0	0	0	0	187	0	19	0	0	0	0	0	294	0	0	0	0	0	0	0	0
assemblage-1008-722	0	0	0	0	289	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	5
assemblage-667-575	0	0	0	0	274	0	38	0	0	0	0	0	177	0	0	0	0	0	0	0	11
assemblage-917-785	0	0	0	0	275	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	2
assemblage-276-265	0	0	73	10	100	4	0	0	125	11	0	0	175	0	0	0	0	0	0	0	2
assemblage-787-755	0	0	0	0	324	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
assemblage-261-874	0	0	0	0	344	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	6
assemblage-172-503	0	0	0	0	270	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	5
assemblage-461-365	19	0	0	0	172	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0
assemblage-801-129	0	0	0	0	230	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	1
assemblage-914-787	0	0	0	0	272	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	2
assemblage-824-965	0	0	18	0	52	22	0	0	0	0	0	0	321	50	0	0	0	0	31	0	6
assemblage-277-258	0	0	75	5	97	8	0	0	120	11	0	0	181	0	0	0	0	0	0	0	3
assemblage-994-710	0	0	0	0	187	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0
assemblage-730-265	0	0	99	0	80	16	0	0	23	14	0	0	245	9	0	0	0	0	11	0	3
assemblage-990-744	12	0	0	0	166	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0
assemblage-375-188	0	0	16	0	327	0	6	0	0	25	0	0	110	0	0	5	0	0	0	0	11
assemblage-893-167	0	0	0	0	406	0	11	0	0	0	0	0	82	0	0	0	0	0	0	0	1
assemblage-779-409	12	0	0	0	98	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0
assemblage-389-408	0	0	0	0	134	0	10	0	0	0	0	0	356	0	0	0	0	0	0	0	0
assemblage-961-281	0	0	0	0	235	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0
assemblage-521-677	0	0	34	0	104	0	0	0	19	144	0	0	195	0	0	0	0	0	0	0	4
assemblage-701-261	0	0	78	0	289	2	0	0	10	36	0	0	36	29	0	0	0	0	19	0	1
assemblage-513-707	0	0	0	0	322	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	4
assemblage-755-622	0	0	0	0	227	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0
assemblage-835-941	0	0	8	0	43	17	0	0	0	0	0	0	347	53	0	0	0	0	24	0	8
assemblage-751-631	0	0	0	0	337	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
assemblage-443-195	0	0	0	0	103	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	2
assemblage-496-703	0	0	0	0	128	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	3
assemblage-391-432	0	0	0	0	147	0	19	0	0	0	0	0	328	0	0	0	0	0	0	0	6
assemblage-379-174	0	0	8	0	301	0	0	0	0	19	0	0	163	0	0	0	0	0	0	0	9
assemblage-113-959	0	11	0	0	275	71	0	0	0	53	0	0	0	14	0	0	0	0	72	0	4
assemblage-534-685	0	0	103	0	75	20	0	0	26	30	0	0	218	16	0	0	0	0	9	0	3
assemblage-432-775	0	0	0	0	311	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	6
assemblage-169-400	0	0	12	0	307	10	24	0	0	22	0	0	110	0	0	0	0	0	11	0	4
assemblage-991-720	6	0	0	0	166	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0
assemblage-212-405	0	0	0	0	155	0	14	0	0	0	0	0	330	0	0	0	0	0	0	0	1
assemblage-430-681	0	0	0	0	225	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	4
assemblage-849-805	0	0	41	0	123	0	0	0	19	130	0	0	177	0	0	0	0	0	0	0	10
assemblage-530-672	0	0	4	0	272	0	0	0	31	55	0	0	132	0	0	0	0	0	0	0	6
assemblage-533-383	0	0	10	0	231	0	0	0	46	61	0	0	145	0	0	0	0	0	0	0	7
assemblage-506-671	0	0	108	0	77	22	0	0	16	33	0	0	209	10	0	0	0	0	16	0	9
assemblage-355-837	0	0	0	0	58	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	6
assemblage-443-762	0	0	0	0	207	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	5
assemblage-490-502	0	0	14	0	283	0	0	0	0	36	0	0	160	0	0	0	0	0	0	0	7
assemblage-421-662	0	0	0	0	315	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	6
assemblage-893-305	0	0	0	0	185	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	2
assemblage-787-428	15	0	0	0	160	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0
assemblage-478-884	0	0	10	0	309	0	0	0	0	31	0	0	141	0	0	0	0	0	0	0	9
assemblage-167-498	11	0	0	0	271	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	6
assemblage-770-637	0	0	0	0	309	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	1
assemblage-527-667	0	0	72	0	292	0	0	0	19	22	0	0	56	20	0	0	0	0	13	0	6
assemblage-722-263	0	0	30	0	120	0	0	0	19	140	0	0	186	0	0	0	0	0	0	0	5
assemblage-956-316	0	0	155	0	70	0	0	0	0	148	0	0	120	0	0	0	0	0	0	0	7
assemblage-443-206	0	0	0	0	216	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	1
assemblage-900-315	0	0	0	0	285	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	4
assemblage-952-290	0	0	151	0	66	0	0	0	0	148	0	0	119	0	0	0	0	0	0	0	16
assemblage-250-249	0	0	0	0	57	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	2
assemblage-166-517	0	0	0	0	287	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0
assemblage-100-530	0	0	0	0	381	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	1
assemblage-420-124	0	0	0	0	318	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	3
assemblage-468-361	0	0	0	0	239	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0
assemblage-836-963	0	0	7	0	55	21	0	0	0	0	0	5	307	69	0	0	0	0	31	0	5
assemblage-237-898	0	0	0	0	165	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	2
assemblage-903-174	0	0	0	0	156	0	20	0	0	0	0	0	323	0	0	0	0	0	0	0	1
assemblage-818-106	0	0	0	0	232	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0
assemblage-370-178	0	0	7	0	412	0	0	0	0	24	0	0	53	0	0	0	0	0	0	0	4
assemblage-235-258	0	0	0	0	246	0	0	0	0	0	0	0	241	0	0	0	5	0	0	0	8
assemblage-860-803	0	0	77	0	295	2	0	0	16	21	0	0	38	26	0	0	0	0	25	0	0
assemblage-252-252	0	0	0	0	295	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	5
assemblage-951-307	0	0	127	0	51	0	0	0	0	179	0	0	135	0	0	0	0	0	0	0	8
assemblage-876-300	0	0	0	0	354	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	4
assemblage-884-180	0	0	0	0	326	0	21	0	0	0	0	0	147	0	0	0	0	0	0	0	6
assemblage-238-250	0	0	0	0	224	0	0	0	0	0	0	0	269	0	0	0	6	0	0	0	1
assemblage-164-524	0	0	0	0	288	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	5
assemblage-447-675	0	0	0	0	323	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
assemblage-784-763	0	0	0	0	383	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	1
assemblage-891-302	0	0	0	0	187	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	3
assemblage-805-423	25	0	0	0	176	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0
assemblage-427-762	0	0	0	0	223	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	2
assemblage-590-275	0	0	0	0	236	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	10
assemblage-876-781	0	0	65	0	294	0	0	0	15	31	0	0	41	33	0	0	0	0	17	0	4
assemblage-386-420	0	0	0	0	223	0	9	0	0	0	0	0	267	0	0	0	0	0	0	0	1
assemblage-821-743	0	0	0	0	174	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	3
assemblage-715-242	0	0	4	0	243	0	0	0	22	56	0	0	165	0	0	0	0	0	0	0	10
assemblage-598-280	0	0	0	0	301	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	1
assemblage-502-692	0	0	0	0	211	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	3
assemblage-950-266	37	0	0	0	179	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0
assemblage-100-545	0	0	0	0	386	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	1
assemblage-907-307	0	0	0	0	341	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	4
assemblage-762-622	0	0	0	0	240	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	3
assemblage-593-283	0	0	0	0	49	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	1
assemblage-420-142	0	0	0	0	137	0	14	0	0	0	0	0	347	0	0	0	0	0	0	0	2
assemblage-260-895	0	0	0	0	121	0	16	0	0	0	0	0	360	0	0	0	0	0	0	0	3
assemblage-279-744	26	0	0	0	186	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	1
assemblage-236-225	0	0	0	0	211	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	8
assemblage-670-680	0	0	0	0	275	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
assemblage-687-581	0	0	0	0	277	0	35	0	0	0	0	0	182	0	0	0	0	0	0	0	6
assemblage-375-849	0	0	0	0	281	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	2
assemblage-791-421	0	0	0	0	243	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	5
assemblage-478-871	0	0	20	0	250	16	31	0	0	35	0	0	141	0	0	0	0	0	3	0	4
assemblage-912-154	0	0	0	0	244	0	46	0	0	0	0	0	204	0	0	0	0	0	0	0	6
assemblage-1005-716	0	0	0	0	216	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	1
assemblage-256-256	0	0	59	9	95	14	0	0	111	15	0	0	196	0	0	0	0	0	0	0	1
assemblage-513-685	0	0	32	0	132	0	0	0	17	134	0	0	183	0	0	0	0	0	0	0	2
assemblage-476-875	0	0	7	0	317	0	0	0	0	29	0	0	144	0	0	0	0	0	0	0	3
assemblage-156-401	0	0	0	0	417	0	0	0	0	21	0	0	58	0	0	0	0	0	0	0	4
assemblage-661-568	0	0	0	0	390	0	41	0	0	0	0	0	69	0	0	0	0	0	0	0	0
assemblage-402-413	0	0	0	0	122	0	17	0	0	0	0	0	360	0	0	0	0	0	0	0	1
assemblage-213-390	0	0	0	0	278	0	51	0	0	0	0	0	161	0	0	0	0	0	0	0	10
assemblage-908-785	0	0	0	0	338	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	2
assemblage-693-664	0	0	0	0	407	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
assemblage-813-103	0	0	0	0	277	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	4
assemblage-427-778	0	0	0	0	114	0	0	0	0	0	0	0	379	0	0	0	0	4	0	0	3
assemblage-121-962	0	7	0	0	256	57	0	0	0	71	0	0	7	13	0	0	0	0	88	0	1
assemblage-438-205	0	0	0	0	296	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	4
assemblage-792-473	0	0	0	0	385	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
assemblage-823-950	0	0	5	0	63	9	0	0	0	0	0	0	314	77	0	0	0	0	23	0	9
assemblage-959-273	14	0	0	0	100	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	1
assemblage-149-396	0	0	16	0	323	3	11	0	0	31	0	0	103	0	0	0	0	0	6	0	7
assemblage-990-711	0	0	0	0	309	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	6
assemblage-412-413	0	0	0	0	136	0	13	0	0	0	0	0	351	0	0	0	0	0	0	0	0
assemblage-425-184	0	0	0	0	213	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	2
assemblage-672-669	0	0	0	0	354	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	1
assemblage-672-668	0	0	0	0	282	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0
assemblage-508-722	0	0	0	0	202	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	3
assemblage-107-971	0	0	0	0	292	40	0	0	0	74	0	0	9	9	0	0	0	0	71	0	5
assemblage-803-761	0	0	0	0	406	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	2
assemblage-706-260	0	0	68	0	319	0	0	0	13	19	0	0	39	24	0	0	0	0	14	0	4
assemblage-152-385	0	0	5	0	310	0	0	0	0	36	0	0	141	0	0	0	0	0	0	0	8
assemblage-495-501	0	0	6	0	428	0	0	0	0	17	0	0	45	0	0	0	0	0	0	0	4
assemblage-546-680	0	0	26	0	120	0	0	0	11	136	0	0	195	0	0	0	0	0	0	0	12
assemblage-210-392	0	0	0	0	161	0	7	0	0	0	0	0	329	0	0	0	0	0	0	0	3
assemblage-466-364	17	0	0	0	97	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0
assemblage-382-848	0	0	0	0	44	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	5
assemblage-895-157	0	0	0	0	403	0	18	0	0	0	0	0	78	0	0	0	0	0	0	0	1
assemblage-809-445	3	0	0	0	84	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0
assemblage-103-549	0	0	0	0	292	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	4
assemblage-526-377	0	0	32	0	126	0	0	0	5	127	0	0	206	0	0	0	0	0	0	0	4
assemblage-98-546	0	0	0	0	182	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	5
assemblage-98-541	0	0	0	0	342	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	2
assemblage-1006-705	0	0	0	0	157	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	4
assemblage-249-264	0	0	0	0	278	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	6
