Assemblage_Name	8632509-0-1	4-4910805-8099229	6102546-4-1529234	2918495-0-1	202079-0-9997785	6211676-0-9997785	6102546-4-1423070	4410337-0-9997785	0-0-9997785	1205784-0-1	6102546-2965981-1423070	0-7172707-9997785	4848408-4-1423070	1195869-0-9997785	3-0-1339505	6635711-0-1	6830495-1703801-5469322	9816898-3627824-1	1090383-0-1	0-7535129-9997785	6102546-4-2707907	6224322-0-1	7063356-3-3	0-0-8783102	6102546-4-5327610	4-4-8099229	3646216-1776444-1	6830495-3-5469322	1205784-0-7251821	6102546-6904927-5327610	9486608-4-8099229	3646216-3955302-1	4-4-3463691	4750600-4-8099229	6102546-7431423-1423070	614604-1544678-9997785	7488472-0-1	3646216-1613813-1	4842810-0-1	4-4-3984232	9378996-0-1	6830495-3-3	3646216-0-6580487	689291-0-1	5111973-7846924-9997785	6102546-5825432-5327610	8634679-0-9997785	9596501-0-1	3-0-3348965	3-0-1	6102546-3888327-2707907	0-3981573-9997785	1993208-0-1	0-7466546-9997785	3646216-0-3064642	6102546-4-345576	7518063-4-5327610	3646216-9017153-1	6102546-2451159-5327610	7250865-0-1	4-381732-8099229	3646216-0-1	3575844-0-9997785	5111973-0-3010555	5111973-293764-9997785	1514011-0-1	6315780-0-6580487	721997-4-5327610	4-2584157-8099229	4842810-3856407-1	8639037-0-1	4842810-3627824-1	0-2046101-9997785	8196900-3173410-1423070	919520-0-9997785	3646216-9872915-1	3646216-9189155-1	3-0-9596384	5111973-0-9997785	9192689-4-8099229	5912548-0-1	3646216-0-4904180	7546338-4-8099229	919520-0-9222932	0-0-9752553
assemblage-207-392	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	12
assemblage-729-265	0	0	0	0	0	25	0	0	184	0	0	0	0	0	0	0	0	0	0	5	27	0	0	0	5	0	0	26	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-203-402	0	0	0	0	0	0	0	0	26	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	33	0	0	0	0	0	15
assemblage-993-720	0	0	0	0	0	0	35	0	0	52	0	0	0	0	0	0	0	0	9	0	0	0	0	0	46	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	37	0	0	0	0	0	0	0	27	0	4	0	58	0	0	0	0	0	16
assemblage-714-272	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	12	0	0	0	28	0	0	0	0	6	0	47	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-400-899	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12
assemblage-520-365	0	0	0	0	0	26	0	0	87	0	0	0	0	0	0	0	0	0	0	15	37	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	168	2	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-244-910	0	0	0	0	0	0	102	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	23
assemblage-433-120	0	0	0	0	0	0	17	0	23	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	18	17	0	0	0	0	141	0	0	0	0	24	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	16
assemblage-664-667	0	8	0	0	0	0	89	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	12
