Assemblage_Name	6967850-2-1	3-4-345112	4-4251081-1	0-3363504-3	3-6607296-4	3-9453024-0	8856157-1-0	3273261-1-0	9091259-3653398-3	0-6653739-3	5832442-3653398-3	3-1818038-4	2880111-2-1	6901038-4-4	1809092-1-0	3-3839709-0	4-2-1435802	4-6810514-1	3-1-0	0-3653398-8838121	3-1-8152521	3391385-3653398-3	7507142-1-0	7265509-1-0	4-2-6367379	5355853-1-0	7905942-6810514-1	3-2272725-4	0-3653398-738585	3-0-4	8901182-1-0	285000-3653398-3	3-6470832-4	4-2-1	3-1641341-0	3-4-2414227	4-6810514-3480283	0-3653398-3	3-4-4	0-9850072-3	3-7269047-0	3-4-1872418	4-1283600-1	6888263-2-1
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	42	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	6	13	0	0	0	0	10
assemblage-729-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	8	0	14	97	0	0	0	0	9
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	72	47	0	0	0	0	2
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	233	77	0	0	0	0	12
assemblage-714-272	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	163	0	0	0	0	0	8	0	0	0	0	0	0	0	0	217	0	0	0	68	23	0	0	0	0	2
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	11	0	0	0	0	0	0	0	0	0	97	0	0	0	75	85	0	0	12	0	7
assemblage-520-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	101	0	0	0	0	9
assemblage-244-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	228	52	0	0	0	0	2
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	134	18	0	0	0	0	7
assemblage-664-667	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9
