Assemblage_Name	7027912-2-5639750	3-1-6957507	0-4717719-9956982	3-8850286-0	0-9794781-5639750	3-1-9508158	3-2681262-0	9135328-1-0	8222350-1-0	3-1-0	1-8353736-5622418	7739663-2-5639750	9222170-3-9003566	8670494-1172222-5622418	7029881-2-5639750	3-1-4134965	0-4795439-5639750	6905589-1172222-5622418	3-1-4840564	2009128-2-5639750	3-2586210-0	3-1-7248962	2138176-1-0	3-6391546-0	3388751-8216849-5639750	7410951-1-0	3-8937282-5242202	3-3684687-0	3-5700145-0	3-4692488-0	3-1970642-0	7135671-1-0	4138999-1-0	8326461-1-0	3-0-6999587	6134420-2-5639750	8955391-4177643-0	0-1678709-5639750	9359526-2-5639750	3-1-5242202	3-1-16314	0-6538647-5639750	3-4737295-832781	3-1-3277540	8089109-1-0	2-4-6618668	3-6921478-0	4560386-9249000-3	3-2564990-1	3-7311664-0	3-6350255-0	3-9249000-3	6325494-7370372-0	3-4586083-0	0-2-1019798	9546939-2-6502758	0-598768-9956982	9546939-2-5639750	3-1-9293984	3-7230763-0	223060-2-3	7504609-2-6502758	0-8955373-5639750	0-8216849-5639750	3-1-8804061	9075484-8267156-160132	7334182-2-6502758	640087-2-9956982	0-3-3	3067493-1-0	2317567-2-5639750	2-2-0	2-2-2	9075484-2-0	0-2-5639750	0-6538647-4033717	9993535-2-4406510	0-2-3	1-1172222-2659143	3-3656755-1	0-4112200-6788922	9546939-2-4768038	7334182-2-5449824	3-9907114-0	9546939-4723899-5639750	3-1-6562920	0-2-9956982	0-2-4406510	4725947-2-4406510	2-9689203-0	0-4795439-7657485	9813498-1-0	9813498-1-489866	3-4177643-0	3-5327004-0	9355561-2-4406510	5257798-2-0	0-598768-4915677	477262-2-3	3-1-7508096	0-2-388937	3-1-3681129	3-1-3112808	1-1655865-5622418	4792922-7582371-3	2-4-0	3-1-9600337	9546939-1199661-5639750	0-2-5003735	3-0-3	7334182-2-195598	3-6162046-0	1-1172222-5622418	9813498-3483978-489866	4176810-2-4768038	2-2-3910046	3283009-1-0	0-4112200-9956982	3-1-989543	3-8130275-0	3-103161-0	3-1-8930189	2-2-9437730
assemblage-950-291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	3	0	0	0	174	0	4	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-111-935	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	65	74	0	0	74	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	22
assemblage-254-263	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	68	0	0	129	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-863-789	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	55	0	20	0	5	80	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	16
assemblage-715-242	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	6	28	0	29	0	0	51	0	38	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	139	0	0	0	0	0	0	0	0	0	26
assemblage-522-357	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	44	0	28	0	0	67	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	26
assemblage-169-400	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	74	0	0	0	0	0	0	0	0	0	18
assemblage-371-189	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	55	0	133	0	0	52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	111	0	0	10	0	0	0	0	0	0	16
assemblage-149-384	0	0	0	0	9	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0	0	0	0	74	0	0	37	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	34	67	0	0	0	0	0	0	0	0	0	33
assemblage-409-893	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	52	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	14	0	0	0	0	0	15
