Assemblage_Name	6952146-1-5205671	1-5872074-805562	5351431-4-2048700	9926778-4-3647460	7446566-3844318-2723208	6952146-8912046-5205671	7573446-4-805562	7446566-1-9657256	5195384-4199976-6786711	1-4-9157092	5195384-1-1429652	1-4846650-805562	5195384-8978269-1037687	5195384-1-8015876	5195384-1-2562996	5948187-1-5205671	4-3-3234909	1-4-7905964	3565223-1-8015876	1-6761910-3513696	1-6657721-805562	5195384-9122048-5205671	3623355-1-2723208	5102343-7273451-805562	5195384-1-897810	1594539-1-1	5195384-2805455-5205671	5195384-1-7437100	1-7273451-805562	5195384-2552077-398925	7446566-1-5103371	4-3892606-6050207	6546549-7273451-805562	5195384-3663629-9041789	4-3-9481733	0-1-2723208	5195384-1-3192514	2163506-3340444-805562	4-3-2788689	0-4-4	8184257-4-805562	0-1-3	6020695-3-2	1-4-9652127	4-3-242547	4-4216452-2	7446566-1-8013608	5195384-759699-8015876	8525444-1-5205671	1-7567438-805562	1-9728978-805562	6640332-3618305-3513696	5880236-4-3647460	5195384-759699-9891337	0-1-5557632	1-8918520-805562	4-3-6317118	2596318-1-8015876	5223932-4-3647460	1-7808736-805562	2724544-1-5205671	6709903-4-805562	1-3519856-805562	5195384-2552077-5205671	562661-1-5557632	6709903-4-8495438	6540542-1-5205671	8584282-4-805562	631343-3-2	4-4-6050207	4-3-2	5195384-8701181-5205671	1-7273451-5454653	1-2909501-805562	5652040-1-9709780	3026394-3-2	5195384-5531929-3271568	1-5576605-805562	922978-4-805562	4884006-4602693-2	6190036-1-8015876	1-4-3513696	5195384-2025324-5205671	2-9902168-1	7446566-1-2723208	1-1750401-805562	4-3-715418	2163506-4-805562	1-5429674-805562	5543691-1-2723208	8041313-7273451-805562	5195384-1-475405	1696805-4-805562	5195384-1-4069536	3565223-1-7801282	5195384-193366-3271568	1-4-4278243	1-6424726-805562	6329957-4-805562	7353871-4-805562	5195384-4199976-5218264	5652040-1-5205671	5195384-1-5205671	5854199-1-2723208	3103145-4-805562	1823649-1-2723208	1-4-805562	1-3618305-3513696	5195384-1-1315864	1-6959682-805562	1-5732631-805562	1-4-37057	5990162-4602693-2	1-7443848-805562	5195384-1-386912	5195384-2552077-3019833	5195384-8978269-5205671	9926778-4-1662378	8888584-1-2723208	4-4602693-2	1-4-113533	5195384-5320131-8015876	5195384-1-9041789	293131-3892606-6050207	8035180-1-2723208	5195384-759699-6786711	1-4-3647460	1-4-6933374	4-800630-2	5698714-4-805562	4462445-4-805562	4-1509878-9481733	1-6997725-805562	5195384-1-2151760	5195384-1-3271568	5657462-1-8015876
assemblage-276-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	74	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	20
assemblage-948-296	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	5	0	20	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-825-957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	6	31	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	53	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-533-383	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	74	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
assemblage-530-672	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	80	0	0	22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-876-781	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	9	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	13
assemblage-156-401	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	182	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-479-511	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-147-401	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-389-888	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	17	0	9	17
