Assemblage_Name	144959-6765365-1	2224897-4-2534868	3-7849767-1784921	2224897-3977923-1	2224897-483780-6669482	2224897-2284281-1	4046387-0-1	2224897-4-6541502	4668991-0-1	2224897-4-885944	7901168-4-1	2-8261377-0	0-6765365-1	9224187-0-1	2224897-8845722-1	8108458-0-1	0-0-4459231	547682-0-1	547682-9360894-1	7894136-7849767-1784921	2224897-1627042-1	7410868-4-1	3-7849767-8794290	3763227-4-1	2224897-4-1	2224897-4-3591347	5768701-3-1784921	2-1178317-9572499	0-0-9201466	2224897-4-9898192	2350139-1178317-0	3-3102881-1784921	1738545-0-1	0-0-2300891	0-3236988-1	5947937-0-1	2224897-5200661-1	0-0-3845937	2-1178317-6751141	547682-0-6917066	4327483-4857562-1	6021198-1-3	2-9483940-0	2750158-0-1	2224897-4857562-1	3-9079247-1784921	2224897-4-910179	0-7874837-1	2906300-1178317-0	0-0-4777111	0-6765365-9238958	1228947-0-1	9620555-1178317-0	9620555-1178317-4400289	2-1178317-7150178	3-7849767-8917449	9335944-6765365-1	2224897-3618219-1	3-3-1784921	2-1178317-7777770	2-5462840-0	0-0-2882572	547682-0-101421	5258172-0-1	380726-1-3	7010443-4-1	0-2796415-1	2-9864169-0	2224897-4-2715801	9613861-1-3	0-0-1	8679999-4518418-1784921	2-1-3	2224897-4-7710697	0-9644262-1	2-1178317-0	0-130421-1	8679999-4518418-7297731	2224897-483780-1	2-2343945-2	3668520-0-1	7444149-0-1	2224897-4-6137596	2224897-4-4370511	2224897-1738853-7710697	2570572-6765365-1	9715689-1178317-0	547682-8536140-1
assemblage-106-951	0	4	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	117	7	23	0	0	14	0	6	4	43	0	0	0	0	0	0	0	42
assemblage-256-256	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	58	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	10	0	0	0	0	0	88	0	8	0	0	0	0	0	0	29	0	0	0	0	0	0	0	8
assemblage-824-965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	142	0	66	0	0	0	0	0	0	131	0	0	0	0	0	0	0	3
assemblage-534-685	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	28	0	0	0	36	0	0	0	0	0	0	0	11
assemblage-506-671	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	24	0	0	0	19	0	0	0	0	0	0	0	10
assemblage-521-677	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	24
assemblage-156-401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	13
assemblage-483-866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	120	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	261	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-169-400	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	24
assemblage-410-885	0	0	12	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	7	68	0	0	0	0	0	0	0	0	0	0	0	12
