Assemblage_Name	8394063-7396097-3178558	1065185-2-3178558	7716709-509677-3178558	8430450-0-7325161	2-3-3	0-2-7702362	7716709-2-7484031	1065185-2091009-3178558	0-5760208-3178558	7716709-2-7438644	3-1-5501719	1912869-0-7325161	8578563-2-3178558	0-4033112-3178558	8394063-2-3178558	3316739-2-3178558	3-0-7325161	5480085-2-3178558	7716709-509677-7782289	3-6924760-3	0-7460613-3	1077223-2-3	8264902-2-3178558	1065185-7533089-3178558	7716709-1278219-3178558	198410-2-3178558	0-5365442-3178558	3-1-3	7716709-2-3178558	0-2-9699868	3-0-5812077	5903570-2-3178558	0-2-9050331	0-2-3	3-9578521-3	7716709-6495035-3178558	6812621-6608093-3178558	0-2-6306112	0-2-5129779	0-2-6533423	3-0-3	2-8079100-3	0-2-1293023	4-2-4	0-927510-3178558	7716709-3424785-3178558	2023147-2-3178558	0-3652087-3178558	7070057-2-3178558	5950684-5478521-3178558	0-927510-7288001	5950684-2-3178558	1020964-2-3	0-2-8340380	7716709-8213020-3178558	7716709-3670663-3178558	0-5558546-3178558	0-2-3178558	3-2-3	0-2791421-3178558	0-1107122-3178558	0-7121026-3178558	1286756-2-3178558	9392915-2-3178558	6812621-3424785-3178558	5806108-2-3178558
assemblage-825-957	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	7	0	0	0	0	9
assemblage-261-263	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	299	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	18	0	0	0	0	0	0	19
assemblage-122-945	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	8
assemblage-513-685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	117	0	0	0	0	7	127	0	0	0	0	0	0	9	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	3
assemblage-722-263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	107	0	0	0	0	7	142	0	0	0	0	0	0	17	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	13
assemblage-837-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	43	0	0	0	0	0	0	0	0	0	0	171	0	0	9	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	16
assemblage-383-199	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	34	0	0	15	0	0	0	0	0	0	0	53	1	0	0	0	0	74	0	0	0	0	0	0	0	0	0	15	50	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	12
assemblage-488-508	11	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7	0	65	8	0	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	268	0	0	0	0	0	0	0	6
assemblage-475-889	16	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	10	0	0	0	0	0	0	0	0	10	0	52	16	0	0	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	277	0	0	0	0	0	0	0	9
assemblage-895-169	0	0	0	0	0	0	0	0	0	0	14	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	0	0	0	10	10	32	0	0	0	0	298	0	0	0	0	0	0	0	12
