Assemblage_Name	2540560-4814752-3	933081-3-3	0-9547491-3	0-8879179-3	5623095-2401560-1	1-0-1	2540560-4-3002545	1-8357485-1	2248540-1880300-6039248	2540560-3576381-3	1-4838167-1	5778514-3-3	1-4956153-8980997	6577152-2401560-1	1-0-800915	1-330658-1	1-1483997-1	0-4717041-3	3-6487678-1	1-0-8366731	0-3-7994461	1-0-6498073	0-3-412845	0-3-6989303	2540560-293339-3	4655852-6487678-1	2248540-4-3	1-6087316-8820487	2248540-4841424-4505800	2540560-4-7396046	2540560-6654925-4353216	5199768-3-3	2540560-4-9322614	2540560-4-4353216	2248540-4-6039248	1-2401560-1	1-0-987253	2540560-4-3	5027532-3-3	6378827-2401560-1	2-4-3	0-9674936-3	1789283-0-1	5450215-4-4681575	1-2513056-1	0-3-3	3-226261-1	1-0-90267	4322539-2401560-1	1-0-7685890	0-1464753-3	2540560-4-4681575	1-0-8980997	1-2401560-8820487	2540560-4-3712416	0-3-1676544	1-2401560-8898693	1-0-2630181	2540560-9125419-4353216	2540560-4-4105247	4412928-4-4353216	5039497-3-3	2248540-4-4505800	0-5971695-3	2540560-4-9515975	6792121-0-1	2813509-0-1	2248540-7190315-3
assemblage-951-307	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	7	60	0	0	0	0	0	0	0	0	0	0	36	0	0	33	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	12
assemblage-824-965	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13
assemblage-122-945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-716-247	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	101	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10
assemblage-849-805	0	0	40	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	9	0	0	23	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-526-377	0	0	34	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	61	0	0	13	0	0	0	0	261	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-479-511	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	110	0	0	0	11	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-476-875	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	104	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
assemblage-152-385	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	125	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-674-596	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	38	0	36	0	0	0	0	15	0	14	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-203-402	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	26	0	43	0	110	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	2
assemblage-400-899	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	30	0	57	0	0	0	0	10	0	27	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-262-886	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	32	0	10	0	191	0	0	0	0	0	0	12	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	5
assemblage-876-300	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	37	0	0	43	0	89	0	0	0	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-423-115	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	10	0	0	0	26	0	0	36	0	94	0	0	0	0	0	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-1006-705	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	47	0	55	0	119	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8
assemblage-430-192	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	5	99	0	40	0	170	0	0	0	0	0	0	0	70	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-508-722	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	145	0	102	0	148	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
