Assemblage_Name	2972615-6614695-8082274	2972615-247089-5119570	2-3-376073	2972615-6614695-3	2-6457939-376073	5954724-8764530-1	0-749553-4025164	1233034-3-376073	2-9850978-376073	2-3-3	0-749553-1	581057-1-0	0-3855009-3	9662619-247089-3	4122460-3-3	4-1-0	1-1-0	2972615-247089-3	0-3393132-1	0-1-1	0-749553-4022429	2-835177-376073	4704378-3-376073	0-8764530-1	4-1-8076982	0-749553-239641	0-8764530-2069693	9627758-3-376073	2-9427148-376073	5717098-247089-3	7292299-1-1	2-9427148-5896775	0-749553-4268926	977077-749553-1	2-3-5209449	0-8764530-8636836	5566516-7023453-376073	943943-247089-3	5566516-8471367-376073	1778346-3-376073	3155704-247089-3	2972615-1898105-3	5566516-3-376073	4-1-1703871	4-7841946-0	5214480-749553-4025164	1555768-3-376073	0-206191-1	0-749553-711024	7236193-3-376073	2-3-3789346	0-749553-8245415
assemblage-107-971	0	0	248	0	0	0	0	0	0	14	0	0	0	0	0	19	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21
assemblage-261-263	0	0	12	0	0	0	0	0	0	104	0	0	0	0	76	2	22	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2
assemblage-111-935	0	0	230	0	0	0	0	0	0	21	0	0	0	0	0	19	204	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9
assemblage-701-261	0	0	70	0	0	0	0	0	0	35	47	0	61	0	0	109	71	57	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-849-805	0	0	163	0	0	0	0	3	0	20	0	0	0	0	0	11	5	233	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-536-360	0	0	216	0	0	0	0	0	0	23	0	0	0	0	0	5	0	180	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-483-866	0	0	79	0	0	0	0	0	0	8	73	0	8	0	0	164	11	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-479-511	0	0	172	0	0	0	0	0	4	6	29	0	26	0	0	120	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-379-174	0	0	185	0	0	0	0	0	6	12	33	0	30	0	0	112	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-884-180	0	0	146	11	0	0	0	0	0	23	107	0	12	0	0	99	0	84	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-903-174	0	0	169	47	0	0	0	0	0	0	61	0	0	0	0	118	0	81	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
