Assemblage_Name	2-0-4184808	3-943400-2	1-0-7631937	3-3800999-3711423	4-1-2391217	1296720-0-4	4-29458-1	1-0-1842276	2-0-9663332	5942701-0-1	3761418-943400-2	3-1-2	3-8305544-2	4972607-0-1	3-1025052-2	3-943400-3487673	8919874-0-1	4728061-0-1	0-9477669-2	234599-6139024-2	4-6070328-7864130	3-3435130-2	3-943400-1486016	4-6070328-7029388	2887087-6070328-5195165	133330-1-2	6285482-943400-2	2-8165037-1	1-0-3752759	4-8138133-3372717	2-8987918-2089701	4-6070328-9114857	1-0-8076854	4728061-0-8381165	3-2991529-2	2-6778435-1	1-4730276-0	2-9434155-1	2-0-5386476	234599-943400-2	0-3393375-9599008	1-8159221-4	8439117-0-1	4-6070328-5195165	986357-943400-2	2715069-943400-2	4-8130933-1	4-6070328-1	3-3431532-2	2-8987918-1	0-207139-2	8450783-943400-2	145174-0-1	2-4680634-1	2-0-1	1-2-0	7950761-1-3711423	4-4660260-4600988	2-2490800-1	1-0-2925228	4728061-8770976-1	4-1-9331931	3-1-5478325	3-90189-2	4-1315605-1295855	9876728-6778435-1	4-9131476-1	3471220-0-1	3-943400-208683	1-1672049-0	3-9929748-2	3939375-3800999-3711423	0-2-2	5938206-2565252-1	2758401-6070328-7591967	3-6549678-3711423	4-1885411-1	4-6070328-7669535	2-2565252-1	3-855479-2	4-7426830-1	2-855290-1	1-4895010-4	4-6070328-1761735	1295588-943400-2	5433410-0-4	2-7906947-1	1-0-4	816650-943400-2	4-6070328-3353167	2-710979-1	1-8247501-4	675233-943400-2	2758401-6070328-5195165	4-1-4	3-9104561-2	1-4864661-2938568	5006655-3800999-3711423	3-1-3711423	3415085-1-9331931	3-1-6070493	4-6070328-6459934	3-8983424-2	4-1-4600988	2461933-943400-2	7108712-943400-2	2-0-3930622	2-3974724-1	3-3633463-2	3-2771855-2	3-859131-2	3-943400-572483	3-927781-2	4-6070328-3372717	4-1315605-1	3-943400-8630892	4-6070328-4237415	3-4894524-2	1-4864661-4	3-1-7799262	4731670-6778435-1	3-4934508-2	4-6070328-9837078	3-1-9155268
assemblage-948-296	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	105	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-261-263	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-106-951	0	39	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	4	0	0	12	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	78	32	0	0	0	0	0	13	17	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	39	0	0	0	0	0	0	49	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-530-672	0	62	0	0	0	0	0	0	50	0	0	44	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-533-383	0	57	0	0	0	0	0	0	61	0	0	38	0	0	0	0	0	12	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	175	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-860-803	0	70	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	9	0	0	15	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	25	0	0	0	155	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-478-871	0	191	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	4	0	0	0	0	89	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-370-178	0	6	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	14	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-169-400	0	191	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	6	0	0	0	0	103	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-670-582	0	16	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	90	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
