Assemblage_Name	0-2-2613072	2-2-2449881	1-4221106-3	1-0-3	2-3776062-4	4683239-2-4	0-2-7383729	2-4574001-4	2-2-5615182	2-6542625-4	2-2-4	1-7284259-5434287	2-1768841-4	0-2-4	9825479-2-4	0-5218310-4	2660234-4-5098066	0-4065679-4	4096881-2-4	2-2-756566	2-6640267-4	2-2-7109473	1-7284259-3	9759842-290194-0	2-6186002-4	227846-2-4	1-7284259-6143010	2-6803897-4	1680617-7284259-3	0-5060362-4	9759842-1-0	6203435-2-4	1-4-5098066	2-3157669-4
assemblage-160-948	0	3	0	0	0	41	0	0	0	2	417	0	0	0	30	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	15
assemblage-679-391	0	31	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	6
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14
assemblage-688-487	0	0	0	0	0	15	0	0	0	28	357	0	0	0	6	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	6	0	9
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	43	0	12	0	0	0	0	0	0	5	0	9
assemblage-803-461	0	0	0	0	0	0	0	0	78	0	202	0	0	0	0	0	0	0	15	0	0	0	121	0	0	0	0	0	75	0	0	0	0	9
assemblage-260-232	0	0	0	28	0	0	0	0	0	0	91	0	0	163	0	0	17	0	0	0	0	0	92	0	0	0	0	0	0	0	44	0	64	1
assemblage-977-352	0	0	0	0	0	0	0	0	66	0	412	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	9	0	0	0	0	0
assemblage-614-667	0	0	45	0	0	0	0	0	0	0	325	0	4	0	0	0	0	12	0	0	0	0	64	0	0	0	0	0	0	0	41	0	0	9
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	5
assemblage-898-542	0	0	0	88	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	52	0	0	0
assemblage-942-233	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	11	17	0	0	0	71	0	0	0	0	0	0	0	31	0	0	14
assemblage-894-247	0	0	8	0	0	0	0	0	38	0	397	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	31	0	0	0	0	2
assemblage-894-530	0	0	0	79	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	37	0	0	0
assemblage-930-240	0	0	0	0	0	0	0	0	18	0	272	0	0	0	0	0	0	0	7	0	0	0	152	0	0	0	4	0	27	0	17	0	0	3
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	20	0	12
assemblage-673-417	0	9	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	13	0	2
assemblage-254-333	0	0	0	0	0	0	0	0	66	0	407	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	10	0	0	0	0	1
assemblage-260-332	0	0	0	0	0	0	0	0	24	0	415	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	37	0	0	0	0	4
assemblage-681-262	0	0	0	0	0	0	0	0	0	30	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-925-280	0	0	0	0	0	0	0	0	38	0	425	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	0	0	9	0	0	0	0	2
assemblage-371-813	0	5	0	0	0	0	0	0	0	0	433	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	5
assemblage-172-952	0	53	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	3
assemblage-887-413	0	0	12	0	0	0	0	0	76	0	189	0	0	0	0	0	0	0	12	0	0	0	115	0	0	0	0	0	85	0	10	0	0	1
assemblage-333-235	0	0	0	0	0	0	0	0	33	0	398	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	42	0	0	0	0	1
assemblage-296-570	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	47	0	6	0	0	0	0	0	0	11	0	6
assemblage-292-563	0	16	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-357-256	0	0	0	0	0	0	0	0	0	0	55	0	0	167	0	0	99	0	0	0	0	0	151	0	0	0	0	0	0	0	8	0	12	8
assemblage-897-536	0	0	0	87	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	48	0	0	0
assemblage-957-688	0	0	10	0	0	0	0	0	90	0	184	0	0	0	0	0	0	0	10	0	0	0	105	0	0	0	0	0	94	0	6	0	0	1
