Assemblage_Name	2-8682202-5845182	9096289-4-0	2-4-8707812	2-4-44565	2-4638367-5845182	8474982-7057101-3	6263198-7057101-3	2-4-8844615	2-9397540-5845182	5647129-0-2	6759333-0-2	4-3-4323348	2-531440-0	3129457-531440-0	4-3235846-3	2-4-183273	2-6402706-0	9669638-4-0	1-3-5522894	2-4-4865915	0-2-2	0-2-4	2-5425343-0	4-0-4219753	4-9596784-3	3806857-3-3	3806857-2531605-3	4-0-2	6692734-4-0	2-4-5845182	6007263-0-2	1-3-2	2-4-4759318	4-7057101-7880450	2-531440-8523139	2-4-0	1-3-2529431	4-7057101-6734170	5123231-4-0	2-3202530-0	7145755-0-2	2-551412-0	2-8486574-0	1847468-4-0	9476439-4-0	3806857-3-1838035	8960740-3-3	2-4-2969536	2-1435727-0	4-3-3	4-7057101-3	4-6383479-3	2-531440-9897555	2-4-8433573	1-3-6923708	8591906-0-2
assemblage-605-243	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	102	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-498-521	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	255	10	0	0	0	0	0	0	0	6	0	0	0	0	0	62	0	0	0	0	3
assemblage-594-235	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	87	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-694-256	10	0	0	0	0	0	0	0	10	0	0	0	36	0	0	0	0	0	0	0	0	0	0	17	0	26	0	89	0	174	0	0	62	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-160-161	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	13	0	0	0	58	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	33	102	0	0	0	13	22
assemblage-904-260	0	0	0	17	0	0	0	0	0	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	121	9	11	0	20	0	0	0	0	0	246	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-206-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-396-352	0	0	0	0	0	0	0	0	0	37	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	189	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-178-601	22	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	0	252	0	0	0	0	0	85	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-165-927	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	32	0	10	0	10	0	292	0	0	7	0	16	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10
assemblage-712-891	0	0	0	0	0	0	0	0	0	0	0	0	51	7	0	6	0	0	0	0	0	0	0	0	0	66	18	0	0	156	0	0	0	0	0	169	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-635-856	0	0	0	25	0	0	0	0	0	0	0	0	40	0	0	0	11	0	0	0	0	0	0	0	0	96	15	9	0	7	0	0	0	0	0	257	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-412-358	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	111	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-319-550	0	0	0	28	0	0	0	0	0	0	0	0	30	26	0	0	46	0	0	0	0	0	0	0	0	26	0	68	0	0	0	0	0	0	0	220	16	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	23
assemblage-259-333	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	85	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-520-558	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	18	0	28	0	237	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-160-196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	61	0	0	0	63	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	25	53	0	0	0	0	10
assemblage-359-264	0	0	0	0	0	63	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	31	58	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	21
assemblage-520-549	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	20	0	18	0	34	0	248	0	0	28	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-242-242	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	274	0	0	0	0	16
assemblage-929-680	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	5	0	265	0	0	0	19	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	20
assemblage-943-691	0	0	0	0	0	0	0	0	0	0	33	0	18	0	0	0	56	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	255	0	0	0	0	25	0	0	0	0	0	0	0	0	0	29	0	0	0	0	14
assemblage-305-132	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	16	2	0	151	0	0	0	0	0	0	0	74	9	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	20
assemblage-526-916	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	22	6	0	122	0	0	0	5	0	0	0	88	15	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	1
assemblage-358-789	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	40	0	13	0	13	0	305	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6
assemblage-611-217	28	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	16	0	26	0	245	0	0	0	0	0	96	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-670-392	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	237	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-907-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-358-786	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	7	291	0	0	78	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	13
assemblage-742-872	0	0	0	0	0	61	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	32	49	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	4	199	0	0	0	0	12
assemblage-627-458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	71	0	0	0	55	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	14	42	0	0	0	0	6
assemblage-545-737	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	130	0	0	0	0	0	0	0	199	29	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	13
assemblage-606-238	0	0	0	0	0	0	0	0	0	9	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	84	12	35	0	142	0	0	0	0	0	122	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-195-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-171-608	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	2	0	49	11	61	0	247	0	0	0	0	0	45	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-466-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	175	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	49	0	0	0	0	1
assemblage-687-910	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	140	0	63	0	68	0	0	0	0	0	133	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-209-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-281-541	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	34	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	184	13	0	0	0	0	17	0	0	0	0	0	0	0	0	30	0	0	0	0	17
assemblage-762-878	0	0	0	0	0	0	45	7	0	0	0	4	0	0	15	0	13	0	0	0	0	11	0	0	0	0	0	67	0	0	0	37	0	0	0	141	13	0	0	0	0	0	0	0	0	0	0	0	0	55	81	0	0	0	0	11
assemblage-181-190	0	0	0	0	0	59	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	44	47	0	4	0	0	0	6	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	5
assemblage-168-953	5	0	0	0	0	0	0	0	11	0	0	0	31	0	0	0	0	0	0	0	0	0	0	11	0	20	0	108	0	192	0	0	37	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-990-345	0	0	0	0	0	0	0	0	0	0	0	0	56	26	0	7	0	0	0	0	0	0	0	0	0	78	23	0	0	146	0	0	0	0	0	131	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-549-750	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	166	64	0	0	19	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	14
assemblage-480-335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	155	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	58	0	0	0	0	4
assemblage-535-559	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	4	0	8	3	281	0	0	90	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	20
assemblage-183-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	75	0	0	0	90	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	0	0	0	0	14
assemblage-176-599	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	4	0	78	0	238	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-924-289	0	0	0	25	0	0	0	0	0	0	0	0	29	31	0	0	34	0	0	0	0	0	8	0	0	27	0	49	0	7	0	0	0	0	0	244	17	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	7
assemblage-235-847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	26	0	0	35	0	0	0	31	0	0	0	165	63	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	19
assemblage-298-582	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	78	15	62	0	125	0	0	0	0	0	81	0	0	0	0	0	0	6	74	0	0	0	0	0	0	0	0	20	0	0	7
assemblage-172-188	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	76	0	8	0	0	7	0	0	0	0	0	8	0	0	0	79	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	21	99	0	0	0	8	9
assemblage-299-556	0	0	0	24	0	0	0	0	0	0	0	0	30	38	0	0	35	0	0	0	0	0	0	0	0	29	0	57	0	8	0	0	0	0	0	246	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10
assemblage-809-471	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	25	0	0	0	0	0	0	0	0	90	0	89	0	0	0	0	0	0	0	193	15	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-183-592	28	0	0	0	0	0	0	0	0	4	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	19	0	25	0	252	0	0	0	0	0	91	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-870-401	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	5	0	233	0	0	0	15	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	20
assemblage-299-553	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	83	39	68	0	102	0	0	0	0	0	83	0	0	0	0	0	0	8	70	0	0	0	0	0	0	0	0	18	0	0	2
assemblage-267-236	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	28	0	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	251	0	0	0	0	9
assemblage-690-252	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	34	0	19	0	24	0	269	0	0	1	0	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-889-395	0	0	0	0	0	0	0	0	0	0	5	0	18	0	0	0	10	0	0	0	0	0	0	0	0	11	0	20	0	8	0	0	0	0	0	266	67	0	0	0	44	0	0	0	0	0	0	0	0	0	45	0	0	0	0	6
assemblage-619-459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	64	0	0	0	71	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	25	48	0	0	0	0	9
assemblage-296-136	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	5	8	0	107	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	4
assemblage-609-214	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	5	0	99	0	217	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-526-929	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	38	0	0	0	0	0	0	0	8	35	0	72	0	0	0	6	0	0	0	265	14	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	12
assemblage-950-251	0	0	0	0	0	0	0	0	0	0	25	0	13	0	0	0	69	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	267	0	0	0	0	28	0	0	0	0	0	0	0	0	0	18	0	0	0	0	17
assemblage-663-393	31	0	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	250	0	0	0	0	0	104	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-1000-339	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	10	0	0	0	0	0	0	0	0	15	0	0	0	81	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-154-592	32	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	24	0	21	0	227	0	0	0	0	0	102	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-181-932	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	9	281	0	0	75	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13
assemblage-343-236	0	0	0	0	0	0	0	0	0	28	0	0	168	6	0	0	0	0	0	0	0	0	0	0	0	62	0	21	0	4	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-152-958	10	0	0	0	0	0	0	0	3	0	0	0	41	0	0	0	0	0	0	0	0	0	0	8	0	28	0	100	0	172	0	0	52	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-503-944	0	0	0	0	0	0	10	0	0	0	29	0	0	0	0	0	35	0	0	0	0	0	0	0	7	23	0	60	0	0	0	7	0	0	0	274	19	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	4
assemblage-150-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	66	0	0	0	63	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	31	50	0	0	0	0	15
assemblage-537-763	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	119	0	0	0	0	0	0	0	182	43	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	10
assemblage-911-277	0	0	0	0	0	0	0	0	0	0	9	0	32	0	0	0	10	0	0	0	0	0	0	0	0	23	0	34	0	104	0	0	0	0	0	222	0	0	8	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-500-534	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	159	55	0	0	22	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	14
assemblage-594-237	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	79	27	53	0	123	0	0	0	0	0	103	0	0	0	0	0	0	8	60	0	0	0	0	0	0	0	0	13	0	0	1
assemblage-790-466	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	4	0	268	0	0	0	22	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	25
assemblage-235-826	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	13	16	0	78	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	17
assemblage-585-209	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	9	0	73	0	240	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-285-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	18	4	0	33	0	0	0	36	0	0	0	168	71	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	8
assemblage-936-250	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	82	0	0	0	0	0	0	0	262	0	0	0	22	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	24
assemblage-988-353	0	0	0	0	0	0	0	0	0	0	0	0	59	17	0	12	0	0	0	0	0	0	0	0	0	89	17	0	0	139	0	0	0	0	0	137	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-692-481	21	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	17	0	30	0	243	0	0	0	0	0	96	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-497-531	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	250	8	0	0	0	0	0	0	0	22	0	0	0	0	0	69	0	0	0	0	2
assemblage-604-675	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	142	0	0	0	0	0	0	0	177	39	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	2
assemblage-481-156	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	166	68	0	0	8	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	16
assemblage-465-144	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	124	0	0	0	0	0	0	0	215	28	0	0	0	9	0	0	0	0	0	0	0	0	0	78	0	0	0	0	15
assemblage-607-238	0	0	0	0	0	0	0	0	0	4	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	76	11	40	0	161	0	0	0	0	0	118	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-508-917	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	21	0	0	154	0	0	0	5	0	0	0	88	12	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	5
assemblage-806-986	0	0	0	0	0	0	0	0	0	0	6	0	17	0	0	0	7	0	0	0	0	0	0	0	0	23	0	37	0	103	0	0	0	0	0	243	5	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-666-410	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	19	0	225	0	0	36	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	22
assemblage-667-848	0	0	0	26	0	0	0	0	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	0	95	16	8	0	14	0	0	0	0	0	260	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-763-893	0	0	0	0	0	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	37	60	0	10	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	9
assemblage-991-355	0	0	0	0	0	0	0	0	0	20	0	0	173	5	0	0	0	0	0	0	0	0	0	0	0	41	0	21	0	11	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-711-905	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	178	0	68	0	69	0	0	0	0	0	113	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-405-331	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	90	26	61	0	123	0	0	0	0	0	82	0	0	0	0	0	0	14	49	0	0	0	0	0	0	0	0	26	0	0	0
assemblage-267-347	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	11	0	0	0	0	0	0	0	0	17	0	0	0	86	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-702-912	0	0	0	0	0	0	0	0	0	0	0	0	155	6	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	84	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-520-527	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	128	0	0	0	0	0	0	0	186	38	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	6
assemblage-471-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	169	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	49	0	0	0	0	2
assemblage-302-569	0	0	0	0	0	0	0	0	0	44	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	209	0	0	0	0	0	167	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-499-512	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	135	0	0	0	0	0	0	0	184	40	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	7
assemblage-230-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-891-274	0	0	0	23	0	0	0	0	0	0	0	0	45	29	0	0	55	0	0	0	0	0	0	0	0	40	0	42	0	4	0	0	0	0	0	212	15	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	19
assemblage-371-808	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	34	0	5	0	10	0	309	0	0	0	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-916-1002	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	9	12	0	99	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	13
assemblage-575-740	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	0	125	0	0	0	0	0	0	0	232	19	0	0	0	9	0	0	0	0	0	0	0	0	0	63	0	0	0	0	4
assemblage-799-965	0	0	0	25	0	0	0	0	0	0	0	0	27	37	0	0	45	0	0	0	0	0	0	0	0	40	0	58	0	4	0	0	0	0	0	232	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8
assemblage-599-246	0	0	0	0	0	0	0	0	0	13	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	62	13	33	0	129	0	0	0	0	0	141	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	7	0	0	9
assemblage-398-355	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	0	103	0	0	0	0	0	219	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14
