Assemblage_Name	193055-0-2	4-0-2468844	4-5894208-2	3-4-7441019	1-2-1	7573080-0-2	4-6626345-2	4-0-684341	1-2-613100	278555-0-2	1-4115641-1	3-4-4	7302410-2-1	4-0-2	4-5209052-2	0-3-4	1-2-3363485	1-2-5389097
assemblage-160-948	0	0	0	0	232	0	0	32	0	0	0	0	0	233	0	0	0	3
assemblage-357-334	0	0	0	0	201	0	0	0	0	0	0	0	0	298	0	0	0	1
assemblage-679-391	0	0	0	0	289	0	0	16	0	0	0	0	0	195	0	0	0	0
assemblage-610-223	0	0	0	0	119	0	0	24	3	0	0	0	0	349	0	0	0	5
assemblage-688-487	0	0	0	0	156	7	0	12	0	0	0	0	0	322	0	0	0	3
assemblage-349-339	0	0	0	0	359	0	0	0	0	0	0	0	0	133	0	0	0	8
assemblage-803-461	31	7	0	0	87	0	0	0	0	14	0	18	0	306	0	35	0	2
assemblage-260-232	0	0	0	0	53	0	0	0	0	0	0	205	0	198	0	43	0	1
assemblage-977-352	0	0	6	0	254	0	0	0	0	0	0	0	0	238	0	0	0	2
assemblage-614-667	0	0	0	0	54	0	0	0	0	0	0	120	0	306	0	17	0	3
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	123	0	2
assemblage-898-542	0	0	0	8	0	0	0	0	0	0	0	492	0	0	0	0	0	0
assemblage-942-233	0	0	0	0	11	0	0	0	0	0	0	8	0	453	0	28	0	0
assemblage-894-247	0	0	0	0	175	0	0	0	0	0	0	0	0	313	0	11	0	1
assemblage-894-530	0	0	0	12	0	0	0	0	0	0	0	484	0	0	0	0	0	4
assemblage-930-240	0	0	0	0	9	0	0	0	0	3	0	0	0	388	0	94	0	6
assemblage-411-344	0	0	0	0	372	0	0	0	0	0	0	0	0	128	0	0	0	0
assemblage-673-417	0	0	0	0	263	0	0	84	0	0	0	0	0	148	0	0	0	5
assemblage-254-333	0	0	2	0	231	0	0	0	0	0	0	0	0	266	0	0	0	1
assemblage-260-332	0	0	0	0	194	0	0	0	0	0	0	0	0	305	0	0	0	1
assemblage-681-262	0	0	0	0	315	0	0	20	0	0	0	0	0	164	0	0	0	1
assemblage-925-280	10	0	0	0	90	0	0	0	0	0	0	0	0	369	0	28	0	3
