Assemblage_Name	9193674-0-1	5136224-3-4	0-1386977-4	3-0-90149	3-3042621-1	3-3-2	9193674-0-1969067	776246-1-4	9715367-2-0	3-7638624-1	2969037-3-4	0-1-4	3-8261662-1	4-3-9887070	4850542-1-4	0-6834450-4	1490546-1-4	5563982-1-4	4-3-8181421	3-0-5743584	0-3481441-4	1415620-1-4	1415620-1-1952556	3205870-1-4	3-7258379-1	0-1-4279022	144803-3-2	3-0-1	7269919-0-8512650	7269919-0-1	3-2342189-1	3-0-945044	0-8212101-4	2-1-0	7187584-1-4	3-4706273-1	9533819-0-5434592	4-3-4	3-0-2911591
assemblage-160-948	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	200	0	0	0	0	0	0	0	0	0	152	9
assemblage-357-334	26	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	160	0	6	0	0	0	0	0	0	0	110	1
assemblage-679-391	10	0	0	0	13	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	17	0	0	47	0	0	0	0	239	6
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	220	0	0	0	0	0	0	0	0	0	58	19
assemblage-688-487	0	0	0	0	8	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	264	0	0	0	0	0	0	0	0	0	83	9
assemblage-349-339	16	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	35	0	0	0	0	0	9	0	188	7
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	76	7
assemblage-260-232	0	0	0	8	0	41	0	0	51	0	0	191	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	40	0	0	0	0	0	12	0	0	49	78	0
assemblage-977-352	70	13	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	49	0	0	0	0	0	0	0	82	13
assemblage-614-667	0	0	0	0	0	0	0	0	70	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	6	0	0	0	0	0	0	27	4
assemblage-198-177	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	235	2
assemblage-898-542	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	7	0	1
assemblage-942-233	48	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	101	7
assemblage-894-247	18	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	12	0	0	0	0	0	14	0	0	0	72	0	0	0	0	0	0	0	0	0	60	5
assemblage-894-530	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	6	0	3
assemblage-930-240	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	87	6
assemblage-411-344	20	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	34	0	0	0	0	0	9	0	215	4
assemblage-673-417	0	0	0	0	14	0	0	0	0	0	0	120	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	11	0	0	40	0	0	0	0	92	0
assemblage-254-333	72	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	40	0	0	0	0	0	0	0	114	9
assemblage-260-332	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	130	1
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	0	0	0	0	0	0	144	0	0	133	0	0	0	0	0	0	0	0	0	188	1
assemblage-925-280	94	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	142	3
assemblage-371-813	0	0	0	0	0	0	0	0	0	0	0	79	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	105	0	0	0	0	29	0	0	0	0	265	7
assemblage-172-952	0	0	0	0	0	0	0	0	0	0	0	33	26	0	0	0	0	0	0	0	0	0	0	0	5	0	0	182	0	0	0	0	26	0	0	0	0	224	4
assemblage-887-413	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	97	6
assemblage-333-235	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	89	7
assemblage-296-570	21	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	13	0	0	0	0	0	0	0	262	7
assemblage-292-563	16	0	0	0	18	0	0	0	0	0	0	38	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	34	0	0	107	0	0	0	0	89	2
assemblage-357-256	0	0	0	0	0	9	0	0	90	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	12	0	0	0	43	5
assemblage-897-536	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	9	0	5
assemblage-957-688	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	93	8
assemblage-344-340	31	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	135	0	8	0	0	0	0	0	0	0	145	3
assemblage-340-239	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	88	9
assemblage-928-253	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	81	7
assemblage-449-332	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-261-238	0	0	0	0	0	178	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	83	0	0	0	0	3
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	35	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	172	0	0	0	0	36	0	0	0	0	229	1
assemblage-279-115	0	0	0	0	0	0	0	0	87	6	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	3	12	7
assemblage-543-930	28	0	0	0	0	0	0	5	90	0	0	201	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	38	9
assemblage-629-460	30	0	0	0	0	79	0	0	42	0	0	117	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	116	69	6
assemblage-815-972	7	36	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	38	0	0	29	5
assemblage-597-662	0	0	0	0	0	0	0	0	64	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	15	0	0	0	0	0	0	37	1
assemblage-292-549	8	34	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	43	0	0	27	8
assemblage-631-459	17	0	0	0	0	64	0	0	51	0	0	126	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	82	115	5
assemblage-353-336	28	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	143	0	15	0	0	0	0	0	10	0	99	3
assemblage-293-129	0	0	0	0	0	0	0	0	29	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	135	13
assemblage-370-312	32	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	131	0	14	0	0	0	0	0	0	0	115	13
assemblage-929-253	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	87	5
assemblage-295-545	6	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	16	0	0	0	0	0	10	0	0	0	97	0	0	0	0	0	0	0	0	0	69	6
assemblage-646-853	16	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	56	0	0	0	0	0	0	0	0	0	79	5
